"vps","partid","CheckVps","R","CheckHolt","SwitchAll","SwitchH","SwitchL","SwitchLH","SwitchLL","SwitchGH","SwitchGL","SwitchPH","SwitchPL","R_all","CheckGamb","swp","MPLr"
1341,68014801,0,3,0,1.6666667,3.3333333,0,-5,-10,5,5,10,5,0.78571429,0,8,2
1342,68014901,0,4,0,10,18.333333,1.6666667,10,0,35,5,10,0,0.60714286,0,7,3
1343,68015001,0,7,0,-1.6666667,1.6666667,-5,-10,-10,-10,-10,25,5,0.85714286,2,4,6
1344,68015101,0,5,0,14.166667,20,8.3333333,10,5,25,15,25,5,0.51785714,0,6,4
1345,68015201,0,5,0,21.666667,28.333333,15,10,5,45,30,30,10,0.35714286,0,6,4
1346,68015301,0,2,0,30,38.333333,21.666667,15,5,70,45,30,15,0.17857143,0,9,1
1347,68015401,0,4,0,15,21.666667,8.3333333,10,5,30,15,25,5,0.5,0,7,3
1348,68015501,0,6,0,7.5,13.333333,1.6666667,10,5,25,0,5,0,0.66071429,0,5,5
1349,68015601,0,6,0,13.333333,18.333333,8.3333333,15,5,20,15,20,5,0.53571429,0,5,5
1350,68015701,0,2,0,24.166667,33.333333,15,15,5,55,25,30,15,0.30357143,0,9,1
1351,68015801,0,4,0,10.833333,13.333333,8.3333333,10,5,20,15,10,5,0.58928571,0,7,3
1352,68015901,0,3,0,10.833333,15,6.6666667,10,5,15,10,20,5,0.58928571,0,8,2
1353,68016001,0,4,0,13.333333,16.666667,10,15,5,25,20,10,5,0.53571429,0,7,3
1354,68016101,0,5,2,9.1666667,11.666667,6.6666667,5,0,20,15,10,5,0.64285714,3,5,5
1355,68016201,0,6,0,13.333333,20,6.6666667,20,5,15,5,25,10,0.53571429,0,5,5
1356,68016301,0,1,0,21.666667,21.666667,21.666667,20,10,35,45,10,10,0.35714286,0,10,0
1357,68016401,0,6,0,10,13.333333,6.6666667,10,5,20,10,10,5,0.60714286,0,5,5
1358,68016501,0,5,0,15,18.333333,11.666667,10,5,25,25,20,5,0.5,0,6,4
1359,68016601,0,5,0,30,40,20,20,5,70,45,30,10,0.16071429,3,6,4
1360,68016701,0,6,0,4.1666667,1.6666667,6.6666667,-10,0,0,15,15,5,0.73214286,0,5,5
1361,68016801,0,4,0,13.333333,16.666667,10,10,5,15,20,25,5,0.53571429,0,7,3
1362,68016901,0,2,2,17.083333,21.666667,12.5,5,7.5,40,20,20,10,0.48214286,1,8,2
1363,68017001,0,3,0,15,23.333333,6.6666667,20,-5,25,15,25,10,0.5,0,8,2
1364,68017101,0,2,0,16.666667,21.666667,11.666667,10,0,25,25,30,10,0.46428571,0,9,1
1365,68017201,0,8,0,3.3333333,8.3333333,-1.6666667,5,-5,10,0,10,0,0.75,0,3,7
1366,68017301,0,6,0,10.833333,15,6.6666667,0,0,30,15,15,5,0.58928571,0,5,5
1367,68017601,0,3,0,22.5,31.666667,13.333333,20,5,55,30,20,5,0.33928571,0,8,2
1368,68017701,0,5,0,13.333333,18.333333,8.3333333,5,0,15,15,35,10,0.53571429,3,6,4
1369,68017801,0,3,0,23.333333,28.333333,18.333333,15,10,45,30,25,15,0.32142857,0,8,2
1370,68017901,0,4,0,18.333333,20,16.666667,10,5,25,25,25,20,0.42857143,0,7,3
1371,68018001,0,5,0,9.1666667,11.666667,6.6666667,10,0,15,15,10,5,0.625,0,6,4
1372,68018101,0,4,0,20.833333,26.666667,15,10,5,40,25,30,15,0.375,0,7,3
1373,68018201,0,3,0,25.833333,36.666667,15,15,5,60,25,35,15,0.26785714,0,8,2
1374,68018401,0,6,0,17.5,21.666667,13.333333,15,5,25,25,25,10,0.44642857,0,5,5
1375,68018501,0,3,0,13.333333,18.333333,8.3333333,5,5,25,10,25,10,0.53571429,0,8,2
1376,68018601,0,3,0,25.833333,35,16.666667,15,5,55,35,35,10,0.26785714,0,8,2
1377,68018701,0,3,0,15.833333,21.666667,10,5,5,35,15,25,10,0.48214286,0,8,2
1378,68018801,0,4,0,6.6666667,6.6666667,6.6666667,0,-5,-5,15,25,10,0.67857143,0,7,3
1379,68018901,0,4,0,19.166667,25,13.333333,25,15,0,0,50,25,0.41071429,1,7,3
1380,68019001,0,6,2,13.75,19.166667,8.3333333,10,0,25,0,22.5,25,0.53571429,3,2,8
1381,68019201,0,1,0,28.333333,35,21.666667,20,5,45,40,40,20,0.21428571,0,10,0
1382,68019301,0,3,0,10.833333,16.666667,5,10,0,15,10,25,5,0.58928571,0,8,2
1383,68019401,0,6,0,11.666667,16.666667,6.6666667,10,0,25,15,15,5,0.57142857,0,5,5
1384,68019501,0,4,0,11.666667,20,3.3333333,15,5,25,-5,20,10,0.57142857,0,7,3
1385,68019601,0,5,0,13.333333,18.333333,8.3333333,15,5,30,20,10,0,0.53571429,0,6,4
1386,68019701,0,6,0,13.333333,20,6.6666667,10,0,10,5,40,15,0.53571429,0,5,5
1387,68019901,0,4,0,26.666667,35,18.333333,15,5,55,35,35,15,0.25,0,7,3
1388,68020101,0,4,0,20,26.666667,13.333333,10,5,40,20,30,15,0.39285714,0,7,3
1389,68020201,0,5,0,26.25,35.833333,16.666667,25,10,40,20,42.5,20,0.26785714,3,6,4
1390,68020301,0,4,0,14.166667,18.333333,10,20,10,25,10,10,10,0.51785714,0,7,3
1391,68020401,0,4,0,20.833333,26.666667,15,10,5,40,25,30,15,0.375,0,7,3
1392,68020601,0,4,2,26.666667,36.666667,16.666667,20,5,55,30,35,15,0.25,0,2,8
1393,68020801,0,5,0,16.666667,23.333333,10,10,5,25,10,35,15,0.46428571,0,6,4
1394,68020901,0,6,0,-1.6666667,-1.6666667,-1.6666667,0,0,-5,-5,0,0,0.85714286,0,5,5
1395,68021001,0,6,0,0.83333333,1.6666667,0,0,0,5,0,0,0,0.80357143,0,5,5
1396,68021101,0,4,0,12.5,16.666667,8.3333333,10,5,20,15,20,5,0.55357143,0,7,3
1397,68021201,0,4,0,19.166667,31.666667,6.6666667,25,5,70,15,0,0,0.41071429,0,7,3
1398,68021301,0,5,2,10.833333,16.666667,5,15,0,15,10,20,5,0.58928571,0,1,9
1399,68021401,0,3,0,-1.25,-0.83333333,-1.6666667,2.5,0,-5,-5,0,0,0.85714286,3,8,2
1400,68021501,0,3,1,15,18.333333,11.666667,10,5,25,20,20,10,0.5,0,6,4
1401,68021601,0,5,2,16.666667,21.666667,11.666667,5,5,10,20,50,10,0.48214286,3,5,5
1402,68021701,0,5,0,22.5,28.333333,16.666667,15,5,40,30,30,15,0.33928571,0,6,4
1403,68021801,0,6,0,13.333333,21.666667,5,15,5,20,-5,30,15,0.57142857,3,5,5
1404,68021901,0,6,0,15.833333,20,11.666667,10,10,35,20,15,5,0.48214286,3,5,5
1405,68022001,0,5,0,20,28.333333,11.666667,10,5,50,25,25,5,0.39285714,0,6,4
1406,68022101,0,4,0,18.333333,25,11.666667,20,5,25,15,30,15,0.42857143,0,7,3
1407,68022201,0,6,0,17.5,23.333333,11.666667,15,5,40,25,15,5,0.44642857,0,5,5
1408,68022301,0,4,0,19.166667,28.333333,10,15,5,30,15,40,10,0.41071429,0,7,3
1409,68022401,0,4,0,5,6.6666667,3.3333333,10,0,0,5,10,5,0.71428571,0,7,3
1410,68022501,0,5,0,11.666667,18.333333,5,10,-5,25,15,20,5,0.57142857,0,6,4
1411,68022601,0,5,0,13.333333,20,6.6666667,10,0,25,10,25,10,0.53571429,0,6,4
1412,68022701,0,4,0,13.333333,20,6.6666667,15,5,20,5,25,10,0.53571429,0,7,3
1413,68022801,0,1,0,29.166667,40,18.333333,20,5,50,35,50,15,0.19642857,3,10,0
1414,68022901,0,3,0,24.166667,35,13.333333,20,5,60,25,25,10,0.30357143,0,8,2
1415,68023001,0,7,0,20.833333,30,11.666667,15,0,45,25,30,10,0.375,0,4,6
1416,68023101,0,4,2,15.416667,17.5,13.333333,2.5,5,40,25,10,10,0.48214286,3,5,5
1417,68023201,0,1,0,12.5,16.666667,8.3333333,10,5,15,10,25,10,0.55357143,0,10,0
1418,68023301,0,3,0,6.6666667,10,3.3333333,5,-5,15,10,10,5,0.67857143,0,8,2
1419,68023401,0,5,0,2.5,8.3333333,-3.3333333,5,0,30,-10,-10,0,0.75,3,6,4
1420,68023501,0,3,0,7.5,10,5,10,5,0,0,20,10,0.66071429,0,8,2
1421,68023801,0,7,0,1.6666667,6.6666667,-3.3333333,15,-10,0,0,5,0,0.78571429,0,4,6
1422,68023901,0,3,0,26.666667,35,18.333333,15,10,60,30,30,15,0.25,0,8,2
1423,68024001,0,4,0,10,18.333333,1.6666667,5,0,5,0,45,5,0.60714286,0,7,3
1424,68024101,0,6,0,-2.5,-1.6666667,-3.3333333,0,-5,-5,-5,0,0,0.875,0,5,5
1425,68024201,0,6,0,4.1666667,1.6666667,6.6666667,0,5,5,5,0,10,0.73214286,0,5,5
1426,68024401,0,3,2,29.166667,36.666667,21.666667,20,10,52.5,37.5,37.5,17.5,0.21428571,3,7,3
1427,68024501,0,4,0,20.833333,26.666667,15,10,5,35,20,35,20,0.375,0,7,3
1428,68024601,0,3,0,5.8333333,6.6666667,5,5,5,10,5,5,5,0.69642857,0,8,2
1429,68024701,0,6,0,3.3333333,5,1.6666667,5,0,10,5,0,0,0.75,0,5,5
1430,68024801,0,6,0,6.6666667,8.3333333,5,0,5,20,10,5,0,0.67857143,0,5,5
1431,68025001,0,4,0,1.6666667,5,-1.6666667,5,-5,0,-5,10,5,0.78571429,0,7,3
1432,68025101,0,3,0,19.166667,25,13.333333,10,0,40,30,25,10,0.41071429,0,8,2
1433,68025201,0,5,0,-5,-6.6666667,-3.3333333,0,-5,-10,-5,-10,0,0.91071429,2,6,4
1434,68025301,0,5,0,14.166667,18.333333,10,10,0,25,25,20,5,0.51785714,0,6,4
1435,68025401,0,6,0,6.6666667,10,3.3333333,5,0,15,5,10,5,0.67857143,0,5,5
1436,68025501,0,5,0,17.5,23.333333,11.666667,20,10,30,20,20,5,0.44642857,0,6,4
1437,68025701,0,4,1,4.1666667,6.6666667,1.6666667,0,0,0,0,20,5,0.73214286,0,1,9
1438,68025801,0,6,0,1.6666667,1.6666667,1.6666667,0,0,0,0,5,5,0.78571429,0,5,5
1439,68025901,0,6,0,8.3333333,10,6.6666667,5,5,10,10,15,5,0.64285714,0,5,5
1440,68026001,0,6,0,2.5,3.3333333,1.6666667,5,0,5,5,0,0,0.76785714,0,5,5
1441,68026101,0,4,0,13.333333,15,11.666667,10,0,20,25,15,10,0.53571429,0,7,3
1442,68026201,0,4,0,17.5,25,10,15,5,40,15,20,10,0.44642857,0,7,3
1443,68026301,0,3,0,23.333333,33.333333,13.333333,15,5,55,25,30,10,0.32142857,0,8,2
1444,68026401,0,7,0,6.6666667,10,3.3333333,10,0,5,5,15,5,0.67857143,0,4,6
1445,68026501,0,4,0,14.166667,18.333333,10,10,5,25,15,20,10,0.51785714,0,7,3
1446,68026601,0,3,1,18.333333,24.166667,12.5,10,5,30,20,32.5,12.5,0.46428571,1,3,7
1447,68026801,0,3,0,22.5,33.333333,11.666667,15,5,55,20,30,10,0.33928571,0,8,2
1448,68026901,0,5,1,16.666667,24.166667,9.1666667,10,0,40,20,22.5,7.5,0.46428571,3,1,9
1449,68027001,0,6,2,19.166667,24.166667,14.166667,12.5,7.5,37.5,20,22.5,15,0.375,3,1,9
1450,68027101,0,5,0,13.75,17.5,10,10,5,25,15,17.5,10,0.51785714,3,6,4
1451,68027201,0,5,2,26.666667,35,18.333333,25,10,65,35,15,10,0.25,0,5,5
1452,68027301,0,4,2,19.166667,23.333333,15,10,5,30,25,30,15,0.41071429,3,5,5
1453,68027401,0,2,0,9.1666667,13.333333,5,5,5,10,5,25,5,0.625,0,9,1
1454,68027601,0,2,0,10.833333,15,6.6666667,10,5,15,10,20,5,0.58928571,0,9,1
1455,68027701,0,5,0,14.166667,21.666667,6.6666667,10,-5,40,20,15,5,0.51785714,0,6,4
1456,68027901,0,5,0,3.3333333,3.3333333,3.3333333,5,5,0,0,5,5,0.75,0,6,4
1457,68028001,0,4,2,20,25.833333,14.166667,7.5,0,32.5,30,37.5,12.5,0.41071429,3,5,5
1458,68028101,0,5,0,10.833333,15,6.6666667,5,0,15,15,25,5,0.58928571,0,6,4
1459,68028201,0,3,0,10.833333,15,6.6666667,10,5,30,10,5,5,0.58928571,0,8,2
1460,68028301,0,4,0,16.666667,20,13.333333,10,5,25,25,25,10,0.46428571,0,7,3
1461,68028701,0,4,0,10.833333,21.666667,0,10,-10,25,0,30,10,0.58928571,0,7,3
1462,68028901,0,4,0,9.1666667,13.333333,5,15,0,15,5,10,10,0.625,0,7,3
1463,68029001,0,5,0,16.666667,23.333333,10,10,5,25,10,35,15,0.46428571,0,6,4
1464,68029101,0,5,0,15,21.666667,8.3333333,10,0,25,15,30,10,0.53571429,3,6,4
1465,68029201,0,4,0,20.833333,28.333333,13.333333,5,5,55,30,25,5,0.375,0,7,3
1466,68029401,0,7,0,-3.3333333,-5,-1.6666667,-10,-10,-10,5,5,0,0.89285714,2,4,6
1467,68029501,0,4,0,21.25,30.833333,11.666667,25,5,37.5,20,30,10,0.41071429,3,7,3
1468,68029601,0,2,0,10.833333,11.666667,10,20,5,-10,15,25,10,0.58928571,2,9,1
1469,68029701,0,4,0,16.666667,23.333333,10,20,5,25,15,25,10,0.46428571,0,7,3
1470,68029801,0,4,0,11.666667,16.666667,6.6666667,15,5,10,10,25,5,0.57142857,0,7,3
1471,68029901,0,2,0,-4.1666667,-5,-3.3333333,-10,-10,-5,0,0,0,0.91071429,0,9,1
1472,68030001,0,6,0,15,20,10,10,0,25,20,25,10,0.5,0,5,5
1473,68030101,0,4,0,15.833333,20,11.666667,10,10,30,15,20,10,0.48214286,0,7,3
1474,68030201,0,10,0,12.5,18.333333,6.6666667,5,5,25,5,25,10,0.55357143,0,1,9
1475,68030301,0,5,0,15,18.333333,11.666667,15,5,25,15,15,15,0.5,0,6,4
1476,68030401,0,4,0,1.6666667,3.3333333,0,5,0,5,0,0,0,0.78571429,0,7,3
1477,68030501,0,4,0,29.166667,43.333333,15,20,5,60,30,50,10,0.19642857,0,7,3
1478,68030601,0,4,0,16.25,20,12.5,10,5,25,22.5,25,10,0.48214286,3,7,3
1479,68030701,0,6,0,12.5,20,5,10,0,40,10,10,5,0.55357143,0,5,5
1480,68030801,0,5,0,0.83333333,0,1.6666667,5,0,-5,0,0,5,0.80357143,0,6,4
1481,68030901,0,3,0,10.833333,13.333333,8.3333333,10,5,5,15,25,5,0.58928571,0,8,2
1482,68031001,0,5,2,7.5,10,5,10,5,20,10,0,0,0.66071429,0,5,5
1483,68031101,0,4,0,10,15,5,10,0,15,10,20,5,0.60714286,0,7,3
1484,68031201,0,5,0,13.333333,21.666667,5,10,5,25,5,30,5,0.53571429,0,6,4
1485,68031301,0,6,0,25,40,10,20,10,55,10,45,10,0.28571429,0,5,5
1486,68031401,0,4,0,8.3333333,11.666667,5,15,0,10,10,10,5,0.64285714,0,7,3
1487,68031501,0,4,0,5,11.666667,-1.6666667,20,5,15,-10,0,0,0.71428571,2,7,3
1488,68031601,0,4,0,24.166667,31.666667,16.666667,15,5,45,30,35,15,0.30357143,0,7,3
1489,68031701,0,3,0,14.166667,20,8.3333333,15,5,30,15,15,5,0.51785714,0,8,2
1490,68031801,0,3,0,15,20,10,15,0,25,20,20,10,0.5,0,8,2
1491,68031901,0,4,0,15.833333,23.333333,8.3333333,10,0,25,10,35,15,0.48214286,0,7,3
1492,68032001,0,5,0,16.666667,25,8.3333333,15,0,30,15,30,10,0.46428571,3,6,4
1493,68032101,0,3,0,21.666667,30,13.333333,15,5,55,25,20,10,0.35714286,0,8,2
1494,68032201,0,6,0,3.3333333,3.3333333,3.3333333,0,0,0,0,10,10,0.75,0,5,5
1495,68032301,0,4,0,17.5,25,10,10,5,45,20,20,5,0.44642857,0,7,3
1496,68032401,0,4,0,5,8.3333333,1.6666667,5,5,20,0,0,0,0.71428571,0,7,3
1497,68032501,0,4,0,25,36.666667,13.333333,10,5,60,25,40,10,0.28571429,0,7,3
1498,68032601,0,3,0,15.833333,28.333333,3.3333333,10,5,55,-5,20,10,0.5,3,8,2
1499,68032701,0,3,0,20,28.333333,11.666667,15,5,35,20,35,10,0.39285714,0,8,2
1500,68032801,0,4,0,5.8333333,13.333333,-1.6666667,10,0,15,-10,15,5,0.69642857,2,7,3
1501,68032901,0,3,0,15,21.666667,8.3333333,10,5,25,10,30,10,0.5,0,8,2
1502,68033001,0,7,0,9.1666667,13.333333,5,10,0,15,5,15,10,0.625,0,4,6
1503,68033101,0,3,0,11.666667,16.666667,6.6666667,10,5,25,10,15,5,0.57142857,0,8,2
1504,68033201,0,4,0,17.5,28.333333,6.6666667,15,5,40,15,30,0,0.44642857,0,7,3
1505,68033301,0,2,0,22.5,28.333333,16.666667,20,5,40,30,25,15,0.33928571,0,9,1
1506,68033401,0,6,0,2.5,1.6666667,3.3333333,5,10,0,0,0,0,0.78571429,1,5,5
1507,68033501,0,1,1,18.333333,21.666667,15,20,10,25,25,20,10,0.42857143,0,7,3
1509,68033601,0,3,0,23.333333,30,16.666667,15,5,40,30,35,15,0.32142857,0,8,2
1510,68033701,0,0,1,15,20,10,25,10,15,10,20,10,0.5,0,NA,NA
1511,68033801,0,6,0,-1.6666667,0,-3.3333333,0,-10,-10,0,10,0,0.85714286,2,5,5
1512,68033901,0,6,2,18.333333,25.833333,10.833333,12.5,10,32.5,20,32.5,2.5,0.5,1,4,6
1513,68034001,0,5,0,11.25,18.333333,4.1666667,10,0,25,12.5,20,0,0.53571429,3,6,4
1514,68034101,0,3,0,20,26.666667,13.333333,15,5,40,25,25,10,0.39285714,0,8,2
1515,68034201,0,7,0,1.6666667,1.6666667,1.6666667,5,0,0,0,0,5,0.78571429,0,4,6
1516,68034301,0,4,0,3.3333333,1.6666667,5,5,0,-10,10,10,5,0.75,2,7,3
1517,68034401,0,6,0,20,25,15,10,5,55,30,10,10,0.39285714,0,5,5
1518,68034801,0,1,0,11.666667,18.333333,5,15,5,25,10,15,0,0.57142857,0,10,0
1519,68034901,0,3,0,19.166667,31.666667,6.6666667,20,5,50,10,25,5,0.41071429,0,8,2
1520,68035001,0,5,0,23.333333,28.333333,18.333333,15,0,40,30,30,25,0.32142857,0,6,4
1521,68035101,0,5,0,15,21.666667,8.3333333,25,5,20,15,20,5,0.5,0,6,4
1523,68035301,0,2,0,14.166667,18.333333,10,15,5,20,15,20,10,0.51785714,0,9,1
1524,68035501,0,1,0,19.166667,30,8.3333333,10,5,40,10,40,10,0.41071429,0,10,0
1525,68035601,0,5,0,11.666667,16.666667,6.6666667,15,5,25,10,10,5,0.57142857,0,6,4
1526,68035701,0,3,0,16.666667,23.333333,10,10,5,30,15,30,10,0.46428571,0,8,2
1527,68035801,0,5,0,19.166667,28.333333,10,20,5,50,25,15,0,0.41071429,0,6,4
1528,68035901,0,4,0,14.583333,19.166667,10,10,5,25,20,22.5,5,0.5,3,7,3
1529,68036101,0,3,0,9.1666667,13.333333,5,15,5,5,0,20,10,0.625,0,8,2
1530,68036201,0,5,1,17.916667,23.333333,12.5,7.5,2.5,35,17.5,27.5,17.5,0.46428571,3,1,9
1532,68036301,0,4,0,16.666667,23.333333,10,15,5,30,15,25,10,0.46428571,0,7,3
1533,68036501,0,4,0,6.6666667,8.3333333,5,5,0,5,10,15,5,0.67857143,0,7,3
1534,68036601,0,5,0,11.666667,16.666667,6.6666667,10,0,15,10,25,10,0.57142857,0,6,4
1536,68036701,0,4,0,5,6.6666667,3.3333333,10,0,5,5,5,5,0.71428571,0,7,3
1537,68036801,0,2,0,15,21.666667,8.3333333,15,5,20,15,30,5,0.5,0,9,1
1538,68036901,0,4,0,15,18.333333,11.666667,15,5,20,15,20,15,0.5,0,7,3
1540,68037001,0,6,0,13.333333,16.666667,10,10,5,25,10,15,15,0.53571429,0,5,5
1541,68037101,0,5,0,20,26.666667,13.333333,10,5,45,25,25,10,0.39285714,0,6,4
1542,68037301,0,5,0,16.666667,23.333333,10,25,7.5,25,17.5,20,5,0.5,1,6,4
1543,68037401,0,6,2,7.5,11.666667,3.3333333,0,0,5,5,30,5,0.64285714,3,1,9
1544,68037501,0,6,0,4.1666667,6.6666667,1.6666667,5,-5,5,5,10,5,0.73214286,0,5,5
1545,68037601,0,3,2,6.6666667,8.3333333,5,0,0,0,5,25,10,0.67857143,0,7,3
1546,68037701,0,5,0,17.5,25,10,15,5,40,15,20,10,0.44642857,0,6,4
1547,68037801,0,5,2,12.083333,16.666667,7.5,5,2.5,25,15,20,5,0.57142857,3,5,5
1548,68037901,0,4,2,7.5,11.666667,3.3333333,15,5,0,0,20,5,0.66071429,0,2,8
1550,68038001,0,5,0,13.333333,18.333333,8.3333333,10,0,25,15,20,10,0.53571429,0,6,4
1552,68038101,0,6,0,2.5,5,0,5,-5,5,5,5,0,0.76785714,0,5,5
1554,68038201,0,4,0,16.666667,21.666667,11.666667,15,5,25,20,25,10,0.46428571,0,7,3
1555,68038301,0,3,0,30.833333,40,21.666667,20,5,70,45,30,15,0.16071429,3,8,2
1556,68038401,0,3,0,14.166667,16.666667,11.666667,15,5,5,15,30,15,0.51785714,3,8,2
1558,68038501,0,0,1,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,NA,NA
1559,68038601,0,3,0,19.166667,28.333333,10,10,5,50,15,25,10,0.41071429,0,8,2
1561,68038701,0,7,0,3.3333333,8.3333333,-1.6666667,10,0,15,-5,0,0,0.75,0,4,6
1563,68038801,0,5,0,4.1666667,3.3333333,5,-5,0,10,5,5,10,0.73214286,0,6,4
1564,68038901,0,8,0,10,15,5,10,5,20,5,15,5,0.60714286,0,3,7
1566,68039001,0,6,0,3.3333333,5,1.6666667,5,5,0,0,10,0,0.75,0,5,5
1568,68039101,0,6,0,13.333333,20,6.6666667,10,0,25,10,25,10,0.53571429,0,5,5
1569,68039201,0,3,0,12.5,16.666667,8.3333333,10,5,25,10,15,10,0.55357143,0,8,2
1571,68039301,0,6,2,18.75,22.5,15,5,0,62.5,45,0,0,0.44642857,3,4,6
1572,68039401,0,6,0,22.5,26.666667,18.333333,10,10,50,30,20,15,0.33928571,0,5,5
1574,68039501,0,3,0,20,26.666667,13.333333,20,5,40,25,20,10,0.39285714,0,8,2
1576,68039601,0,5,0,17.916667,19.166667,16.666667,17.5,0,25,45,15,5,0.44642857,3,6,4
1577,68039701,0,4,0,1.6666667,-1.6666667,5,-5,10,-5,0,5,5,0.78571429,0,7,3
1579,68039801,0,1,0,21.666667,25,18.333333,25,10,15,30,35,15,0.35714286,0,10,0
1580,68039901,0,3,0,-0.83333333,0,-1.6666667,-5,-5,0,0,5,0,0.83928571,0,8,2
1581,68040001,0,4,2,19.166667,25.833333,12.5,17.5,5,30,15,30,17.5,0.46428571,3,2,8
1582,68040301,0,6,0,7.5,10,5,5,0,10,5,15,10,0.66071429,0,5,5
1583,68040501,0,6,0,-2.5,-5,0,-10,0,-5,0,0,0,0.875,0,5,5
1584,68040601,0,1,0,20,25,15,25,10,25,15,25,20,0.39285714,0,10,0
1585,68040701,0,4,0,12.5,16.666667,8.3333333,10,5,15,10,25,10,0.55357143,0,7,3
1586,68040801,0,0,1,-1.6666667,-3.3333333,0,10,0,-10,-10,-10,10,0.83928571,2,NA,NA
1587,68040901,0,5,0,19.166667,25,13.333333,15,5,35,25,25,10,0.41071429,0,6,4
1589,68041001,0,3,0,-0.41666667,-0.83333333,0,-2.5,0,0,0,0,0,0.83928571,3,8,2
1591,68041301,0,3,0,14.166667,20,8.3333333,15,5,35,15,10,5,0.51785714,0,8,2
1592,68041501,0,3,0,13.75,19.166667,8.3333333,10,-5,32.5,20,15,10,0.55357143,3,8,2
1594,68041601,0,3,0,20,26.666667,13.333333,20,0,40,25,20,15,0.39285714,0,8,2
1596,68041701,0,3,0,16.666667,23.333333,10,5,5,40,15,25,10,0.46428571,0,8,2
1598,68041801,0,5,0,25.833333,28.333333,23.333333,25,15,70,45,-10,10,0.25,1,6,4
1600,68041901,0,5,2,15.833333,18.333333,13.333333,10,5,20,20,25,15,0.48214286,3,1,9
1601,68042001,0,3,0,8.75,10.833333,6.6666667,5,0,15,15,12.5,5,0.64285714,3,8,2
1603,68042101,0,1,0,25,31.666667,18.333333,20,5,45,30,30,20,0.28571429,0,10,0
1604,68042201,0,5,0,12.5,16.666667,8.3333333,10,5,15,5,25,15,0.55357143,0,6,4
1605,68042301,0,1,0,17.5,26.666667,8.3333333,20,5,25,10,35,10,0.44642857,0,10,0
1607,68042401,0,2,0,19.166667,23.333333,15,10,10,35,20,25,15,0.41071429,0,9,1
1608,68042601,0,4,0,9.1666667,11.666667,6.6666667,5,5,10,5,20,10,0.625,0,7,3
1610,68042801,0,2,0,20,26.666667,13.333333,10,5,40,25,30,10,0.39285714,0,9,1
1611,68042901,0,4,0,12.5,18.333333,6.6666667,10,5,30,10,15,5,0.55357143,0,7,3
1613,68043001,0,5,0,17.5,25,10,10,5,40,20,25,5,0.44642857,0,6,4
1615,68043101,0,3,0,20.833333,28.333333,13.333333,10,5,40,20,35,15,0.375,0,8,2
1617,68043201,0,5,2,17.083333,20,14.166667,12.5,0,40,32.5,7.5,10,0.5,3,4,6
1618,68043401,0,5,0,13.333333,25,1.6666667,10,5,15,0,50,0,0.53571429,0,6,4
1620,68043601,0,4,0,11.666667,16.666667,6.6666667,15,0,15,10,20,10,0.57142857,0,7,3
1621,68043701,0,3,0,30.833333,45,16.666667,20,10,70,25,45,15,0.16071429,0,8,2
1623,68043901,0,4,0,10.833333,16.666667,5,10,0,25,10,15,5,0.58928571,0,7,3
1625,68044001,0,3,0,12.5,18.333333,6.6666667,20,5,5,5,30,10,0.55357143,0,8,2
1627,68044101,0,4,0,22.5,31.666667,13.333333,10,5,60,25,25,10,0.33928571,0,7,3
1629,68044201,0,5,0,10,16.666667,3.3333333,5,5,25,0,20,5,0.60714286,0,6,4
1630,68044301,0,6,0,9.1666667,13.333333,5,10,0,15,10,15,5,0.625,0,5,5
1631,68044401,0,4,0,24.166667,31.666667,16.666667,15,5,45,25,35,20,0.30357143,0,7,3
1632,68044501,0,3,0,17.5,21.666667,13.333333,10,5,30,25,25,10,0.44642857,0,8,2
1634,68044601,0,6,2,18.333333,21.666667,15,2.5,10,35,22.5,27.5,12.5,0.44642857,1,3,7
1636,68044801,0,6,0,5,5,5,5,5,5,5,5,5,0.71428571,0,5,5
1637,68044901,0,5,0,5.8333333,6.6666667,5,5,5,5,5,10,5,0.69642857,0,6,4
1638,68045001,0,3,0,20,23.333333,16.666667,10,5,15,25,45,20,0.39285714,0,8,2
1639,68045101,0,4,0,1.6666667,3.3333333,0,15,5,-5,-5,0,0,0.78571429,0,7,3
1641,68045201,0,3,0,15.833333,21.666667,10,15,5,25,15,25,10,0.48214286,0,8,2
1642,68045301,0,4,0,16.666667,23.333333,10,20,5,25,15,25,10,0.46428571,0,7,3
1643,68045401,0,4,0,9.1666667,11.666667,6.6666667,10,5,15,10,10,5,0.625,0,7,3
1645,68045501,0,3,0,19.166667,25,13.333333,15,5,30,25,30,10,0.41071429,0,8,2
1647,68045701,0,4,0,20.833333,28.333333,13.333333,15,5,45,20,25,15,0.375,0,7,3
1649,68045801,0,2,0,30,43.333333,16.666667,20,5,70,30,40,15,0.17857143,0,9,1
1650,68045901,0,3,0,3.3333333,5,1.6666667,10,0,-5,0,10,5,0.75,0,8,2
1651,68046001,0,5,2,9.1666667,11.666667,6.6666667,15,5,15,10,5,5,0.625,0,5,5
1653,68046101,0,6,0,5.8333333,6.6666667,5,0,0,10,10,10,5,0.69642857,0,5,5
1655,68046201,0,4,0,11.666667,16.666667,6.6666667,10,0,15,10,25,10,0.57142857,0,7,3
1657,68046301,0,4,0,23.333333,31.666667,15,15,5,55,20,25,20,0.32142857,0,7,3
