"vps","partid","CheckVps","R","CheckHolt","SwitchAll","SwitchH","SwitchL","SwitchLH","SwitchLL","SwitchGH","SwitchGL","SwitchPH","SwitchPL","R_all","CheckGamb","swp","MPLr"
18,64000401,0,8,0,15,21.666667,8.3333333,10,0,25,15,30,10,0.5,0,3,7
19,64004701,0,7,0,12.5,15,10,10,0,20,20,15,10,0.55357143,0,4,6
20,64006401,0,3,0,16.666667,20,13.333333,10,5,25,25,25,10,0.46428571,0,8,2
21,64006901,0,6,0,7.5,11.666667,3.3333333,10,5,5,0,20,5,0.66071429,0,5,5
22,64007901,0,4,0,16.25,17.5,15,2.5,5,30,30,20,10,0.46428571,3,7,3
23,64008701,0,6,0,6.6666667,10,3.3333333,5,0,10,5,15,5,0.67857143,0,5,5
24,64011501,0,5,2,15,22.5,7.5,15,0,32.5,17.5,20,5,0.51785714,3,4,6
25,64015601,0,4,0,11.666667,18.333333,5,10,0,25,5,20,10,0.57142857,0,7,3
26,64016901,0,3,0,20,28.333333,11.666667,15,5,55,25,15,5,0.39285714,0,8,2
28,64018301,0,7,0,12.5,16.666667,8.3333333,15,5,0,10,35,10,0.57142857,3,4,6
29,64020401,0,3,1,29.166667,36.666667,21.666667,25,0,45,45,40,20,0.19642857,0,3,7
30,64020501,0,2,0,16.666667,25,8.3333333,15,5,30,5,30,15,0.46428571,3,9,1
31,64021901,0,6,0,8.3333333,13.333333,3.3333333,5,5,10,5,25,0,0.64285714,0,5,5
32,64022901,0,4,0,13.333333,18.333333,8.3333333,10,5,25,10,20,10,0.53571429,0,7,3
33,64025601,0,2,0,25,35,15,20,10,55,20,30,15,0.28571429,0,9,1
35,64026901,0,1,0,21.666667,28.333333,15,20,10,25,20,40,15,0.35714286,0,10,0
36,64027801,0,4,0,12.5,20,5,10,5,0,0,50,10,0.55357143,0,7,3
37,64029901,0,5,0,38.333333,48.333333,28.333333,25,15,70,45,50,25,0,1,6,4
38,64031301,0,4,0,3.3333333,3.3333333,3.3333333,5,0,0,0,5,10,0.75,0,7,3
39,64034901,0,6,2,10.416667,14.166667,6.6666667,5,0,15,5,22.5,15,0.60714286,3,3,7
40,64036201,0,6,0,-2.5,-3.3333333,-1.6666667,-5,0,-5,-5,0,0,0.875,0,5,5
41,64036701,0,3,0,20.833333,26.666667,15,10,5,45,30,25,10,0.35714286,3,8,2
42,64037701,0,4,0,5.8333333,8.3333333,3.3333333,10,0,15,10,0,0,0.69642857,0,7,3
44,64039601,0,4,0,25,33.333333,16.666667,15,5,55,30,30,15,0.28571429,0,7,3
45,64042701,0,0,1,16.666667,23.333333,10,10,5,35,15,25,10,0.46428571,0,NA,NA
46,64046301,0,3,0,5,6.6666667,3.3333333,5,0,0,5,15,5,0.71428571,0,8,2
47,64047801,0,6,0,15,18.333333,11.666667,5,5,30,20,20,10,0.5,0,5,5
48,64049601,0,6,2,4.1666667,8.3333333,0,25,0,0,0,0,0,0.73214286,0,4,6
49,64049701,0,6,0,17.5,21.666667,13.333333,20,5,15,20,30,15,0.46428571,3,5,5
50,64051301,0,3,0,20,26.666667,13.333333,10,5,50,30,20,5,0.39285714,0,8,2
51,64051501,0,7,0,15.833333,20,11.666667,10,5,30,15,20,15,0.48214286,0,4,6
52,64052901,0,4,0,27.5,38.333333,16.666667,20,10,55,25,40,15,0.23214286,0,7,3
53,64053701,0,6,0,-4.1666667,-5,-3.3333333,-10,-5,-5,-5,0,0,0.91071429,0,5,5
54,64055001,0,0,1,13.333333,16.666667,10,25,5,15,15,10,10,0.53571429,0,NA,NA
55,64056701,0,3,0,20,26.666667,13.333333,15,5,45,25,20,10,0.39285714,0,8,2
56,64057101,0,3,0,24.166667,33.333333,15,15,5,55,25,30,15,0.30357143,0,8,2
57,64057201,0,7,0,4.1666667,5,3.3333333,5,5,5,5,5,0,0.73214286,0,4,6
58,64057901,0,4,0,15.833333,23.333333,8.3333333,15,5,30,10,25,10,0.48214286,0,7,3
59,64058101,0,4,0,28.333333,38.333333,18.333333,25,10,55,30,35,15,0.21428571,0,7,3
60,64058701,0,3,0,20,26.666667,13.333333,10,5,45,25,25,10,0.39285714,0,8,2
61,64059001,0,6,0,11.666667,16.666667,6.6666667,10,0,30,15,10,5,0.57142857,0,5,5
62,64060701,0,6,0,-5.8333333,-5,-6.6666667,5,0,-10,-10,-10,-10,0.91071429,2,5,5
63,64061701,0,3,0,25,31.666667,18.333333,5,0,40,30,50,25,0.28571429,0,8,2
64,64061901,0,0,1,36.666667,48.333333,25,25,10,70,45,50,20,0.035714286,0,NA,NA
65,64063501,0,5,0,10,15,5,5,0,20,15,20,0,0.60714286,0,6,4
66,64063601,0,4,0,27.5,30,25,15,5,35,45,40,25,0.23214286,0,7,3
67,64066601,0,4,0,15.833333,26.666667,5,10,0,40,5,30,10,0.48214286,0,7,3
68,64067701,0,3,0,7.5,10,5,10,5,5,5,15,5,0.66071429,0,8,2
69,64068201,0,4,0,1.6666667,-3.3333333,6.6666667,-10,0,0,15,0,5,0.78571429,0,7,3
70,64069001,0,4,0,11.666667,16.666667,6.6666667,10,0,25,10,15,10,0.57142857,0,7,3
71,64069401,0,4,0,14.166667,18.333333,10,15,5,25,15,15,10,0.51785714,0,7,3
72,64069501,0,5,0,11.666667,16.666667,6.6666667,10,0,10,5,30,15,0.57142857,0,6,4
73,64069601,0,5,2,11.25,9.1666667,13.333333,12.5,15,-10,20,25,5,0.58928571,1,2,8
74,64070201,0,1,0,5,5,5,15,0,-10,5,10,10,0.71428571,2,10,0
75,64070601,0,2,0,14.166667,18.333333,10,15,5,10,15,30,10,0.51785714,0,9,1
76,64071401,0,3,0,11.666667,15,8.3333333,15,5,25,15,5,5,0.57142857,0,8,2
77,64072601,0,3,1,20,30,10,15,0,45,15,30,15,0.39285714,3,1,9
78,64072701,0,6,0,7.5,10,5,10,0,10,10,10,5,0.66071429,0,5,5
79,64072901,0,4,0,7.5,10,5,-5,0,15,10,20,5,0.66071429,0,7,3
80,64073001,0,4,0,5,6.6666667,3.3333333,0,-5,0,10,20,5,0.71428571,0,7,3
81,64073201,0,8,0,-6.6666667,-8.3333333,-5,-5,5,-10,-10,-10,-10,0.96428571,1,3,7
82,64073501,0,5,0,20.833333,28.333333,13.333333,25,10,35,20,25,10,0.375,0,6,4
83,64075601,0,2,1,19.166667,24.166667,14.166667,12.5,7.5,30,20,30,15,0.44642857,3,2,8
84,64075801,0,5,0,1.6666667,3.3333333,0,0,0,0,0,10,0,0.78571429,0,6,4
85,64076301,0,5,0,8.3333333,15,1.6666667,10,5,25,0,10,0,0.64285714,0,6,4
86,64079401,0,6,0,9.1666667,11.666667,6.6666667,10,5,10,10,15,5,0.625,0,5,5
87,64079601,0,4,0,23.75,32.5,15,15,5,55,25,27.5,15,0.26785714,3,7,3
88,64079801,0,7,0,21.666667,28.333333,15,15,5,50,30,20,10,0.35714286,0,4,6
89,64080101,0,4,0,6.6666667,10,3.3333333,10,0,0,0,20,10,0.67857143,0,7,3
90,64081701,0,6,0,-0.83333333,1.6666667,-3.3333333,5,-10,0,0,0,0,0.83928571,0,5,5
91,64082001,0,5,0,15.416667,17.5,13.333333,15,5,15,20,22.5,15,0.48214286,3,6,4
92,64082301,0,9,2,10,15,5,15,5,5,0,25,10,0.60714286,0,1,9
93,64083001,0,2,0,10.833333,16.666667,5,15,5,15,5,20,5,0.58928571,0,9,1
95,64083901,0,3,0,7.5,8.3333333,6.6666667,-5,0,15,10,15,10,0.66071429,0,8,2
96,64084601,0,4,1,1.6666667,1.6666667,1.6666667,0,0,0,0,5,5,0.78571429,0,2,8
98,64085501,0,3,0,20.833333,26.666667,15,15,15,35,15,30,15,0.375,1,8,2
99,64086301,0,4,0,0,3.3333333,-3.3333333,-10,0,10,0,10,-10,0.80357143,0,7,3
100,64088601,0,2,0,20.833333,26.666667,15,10,5,40,20,30,20,0.375,0,9,1
101,64089401,0,5,0,7.5,13.333333,1.6666667,5,-5,15,5,20,5,0.66071429,0,6,4
102,64089701,0,5,0,12.5,13.333333,11.666667,25,10,15,25,0,0,0.55357143,0,6,4
103,64090101,0,6,0,15.833333,20,11.666667,15,5,20,20,25,10,0.48214286,0,5,5
104,64090301,0,6,0,22.5,28.333333,16.666667,15,5,40,30,30,15,0.33928571,0,5,5
105,64090901,0,6,0,4.1666667,6.6666667,1.6666667,15,5,0,0,5,0,0.73214286,0,5,5
106,64092901,0,4,0,10,18.333333,1.6666667,10,0,20,0,25,5,0.60714286,0,7,3
107,64093501,0,4,0,21.666667,25,18.333333,15,10,40,35,20,10,0.35714286,0,7,3
108,64094201,0,3,0,20.833333,33.333333,8.3333333,20,5,55,10,25,10,0.375,0,8,2
109,64096601,0,5,0,11.666667,11.666667,11.666667,15,10,20,25,0,0,0.57142857,0,6,4
110,64098201,0,2,0,32.5,40,25,20,10,55,45,45,20,0.125,0,9,1
111,64099201,0,3,0,6.6666667,10,3.3333333,10,5,5,0,15,5,0.67857143,0,8,2
112,64100101,0,4,0,20.833333,30,11.666667,20,5,45,20,25,10,0.375,0,7,3
113,64100701,0,5,0,21.666667,28.333333,15,15,5,40,30,30,10,0.35714286,0,6,4
114,64100901,0,4,2,16.666667,21.666667,11.666667,15,5,25,20,25,10,0.46428571,0,4,6
115,64101101,0,5,0,17.5,26.666667,8.3333333,10,5,40,10,30,10,0.44642857,0,6,4
116,64102101,0,5,0,17.083333,23.333333,10.833333,15,2.5,40,20,15,10,0.46428571,3,6,4
117,64102401,0,8,2,12.916667,15.833333,10,-2.5,0,0,5,50,25,0.55357143,3,2,8
118,64102801,0,4,0,12.5,15,10,15,5,15,15,15,10,0.55357143,0,7,3
119,64103301,0,6,0,7.9166667,10.833333,5,10,0,7.5,10,15,5,0.64285714,3,5,5
120,64103801,0,5,0,5,8.3333333,1.6666667,5,0,5,5,15,0,0.71428571,0,6,4
121,64104501,0,6,0,20,25,15,10,0,15,20,50,25,0.39285714,0,5,5
122,64104601,0,4,0,15.833333,21.666667,10,10,0,30,15,25,15,0.48214286,0,7,3
123,64105101,0,6,0,18.333333,21.666667,15,10,5,35,25,20,15,0.42857143,0,5,5
124,64109601,0,2,0,13.333333,18.333333,8.3333333,20,5,15,10,20,10,0.53571429,0,9,1
125,64110701,0,6,0,-3.3333333,-6.6666667,0,-10,0,-10,0,0,0,0.89285714,2,5,5
126,64111001,0,4,0,12.5,16.666667,8.3333333,15,5,15,10,20,10,0.55357143,0,7,3
127,64111201,0,6,0,4.1666667,6.6666667,1.6666667,10,-5,-5,5,15,5,0.73214286,0,5,5
128,64112901,0,4,0,7.5,13.333333,1.6666667,5,0,25,0,10,5,0.66071429,0,7,3
129,64113001,0,5,0,15.833333,25,6.6666667,15,5,30,10,30,5,0.48214286,0,6,4
131,64114801,0,3,0,18.333333,21.666667,15,0,5,30,30,35,10,0.42857143,0,8,2
132,64115101,0,4,0,14.166667,20,8.3333333,5,0,30,10,25,15,0.51785714,0,7,3
133,64115601,0,3,0,25.833333,36.666667,15,15,5,70,30,25,10,0.26785714,0,8,2
134,64116101,0,4,0,5,10,0,10,0,15,0,5,0,0.71428571,0,7,3
135,64116201,0,4,0,16.666667,21.666667,11.666667,15,5,30,20,20,10,0.46428571,0,7,3
136,64116301,0,1,0,15,16.666667,13.333333,20,10,10,20,20,10,0.5,0,10,0
137,64116901,0,3,0,15,18.333333,11.666667,15,5,20,20,20,10,0.5,0,8,2
139,64117601,0,6,0,5,6.6666667,3.3333333,5,5,5,0,10,5,0.71428571,0,5,5
140,64118001,0,3,0,14.166667,16.666667,11.666667,10,0,20,25,20,10,0.51785714,0,8,2
141,64118401,0,2,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,9,1
142,64118601,0,2,0,16.666667,25,8.3333333,10,5,30,10,35,10,0.46428571,0,9,1
143,64120001,0,1,0,10.833333,16.666667,5,10,5,25,0,15,10,0.58928571,0,10,0
144,64120201,0,6,0,6.6666667,11.666667,1.6666667,15,0,10,0,10,5,0.67857143,0,5,5
145,64120701,0,6,2,16.666667,23.333333,10,12.5,0,37.5,22.5,20,7.5,0.66071429,3,4,6
146,64121001,0,8,2,5,6.6666667,3.3333333,0,5,0,0,20,5,0.71428571,0,2,8
147,64121601,0,1,0,23.333333,31.666667,15,20,5,50,30,25,10,0.32142857,0,10,0
148,64122901,0,5,2,18.333333,26.666667,10,10,5,35,15,35,10,0.42857143,3,2,8
149,64124501,0,4,0,18.333333,25,11.666667,15,5,30,20,30,10,0.42857143,0,7,3
150,64125001,0,5,0,7.5,11.666667,3.3333333,10,0,20,10,5,0,0.66071429,0,6,4
151,64125601,0,4,0,12.5,16.666667,8.3333333,10,5,15,10,25,10,0.55357143,0,7,3
152,64126601,0,4,0,11.666667,15,8.3333333,10,5,25,15,10,5,0.57142857,0,7,3
153,64126701,0,4,0,11.666667,16.666667,6.6666667,5,5,25,5,20,10,0.57142857,0,7,3
154,64127001,0,6,0,15.833333,20,11.666667,10,10,25,10,25,15,0.48214286,0,5,5
155,64127201,0,3,0,13.333333,15,11.666667,15,5,15,15,15,15,0.53571429,0,8,2
156,64127301,0,4,0,14.166667,20,8.3333333,10,5,25,10,25,10,0.51785714,0,7,3
158,64129001,0,7,0,5,8.3333333,1.6666667,5,0,15,5,5,0,0.71428571,0,4,6
159,64129201,0,4,0,10,6.6666667,13.333333,0,5,5,25,15,10,0.60714286,0,7,3
160,64129701,0,3,0,20,26.666667,13.333333,15,5,40,25,25,10,0.39285714,0,8,2
161,64130101,0,4,0,15,21.666667,8.3333333,10,5,30,15,25,5,0.5,0,7,3
162,64130201,0,4,0,11.666667,15,8.3333333,10,5,5,10,30,10,0.57142857,3,7,3
163,64130901,0,4,2,9.1666667,15,3.3333333,10,5,25,5,10,0,0.625,0,5,5
164,64131001,0,5,0,18.333333,26.666667,10,10,5,40,10,30,15,0.42857143,0,6,4
165,64131501,0,4,0,17.5,28.333333,6.6666667,10,5,35,25,40,-10,0.42857143,0,7,3
166,64134301,0,6,0,3.3333333,3.3333333,3.3333333,5,5,5,5,0,0,0.75,0,5,5
167,64134801,0,5,1,20,28.333333,11.666667,20,5,25,20,40,10,0.35714286,3,1,9
168,64135001,0,8,2,9.1666667,8.3333333,10,10,5,0,15,15,10,0.625,0,1,9
169,64136701,0,3,0,-1.6666667,-1.6666667,-1.6666667,0,0,-10,-5,5,0,0.85714286,2,8,2
170,64136801,0,5,0,21.666667,35,8.3333333,20,5,70,5,15,15,0.35714286,0,6,4
171,64137401,0,3,0,11.666667,15,8.3333333,10,5,15,10,20,10,0.57142857,0,8,2
172,64138101,0,4,0,22.5,30,15,15,5,40,25,35,15,0.33928571,0,7,3
173,64138301,0,3,0,11.666667,16.666667,6.6666667,15,5,25,10,10,5,0.57142857,0,8,2
174,64139201,0,5,0,15.833333,18.333333,13.333333,10,10,25,20,20,10,0.48214286,0,6,4
175,64139301,0,6,0,9.1666667,13.333333,5,10,-5,10,10,20,10,0.625,0,5,5
176,64139401,0,2,0,35,45,25,25,10,70,45,40,20,0.071428571,0,9,1
177,64141301,0,5,0,20.833333,25,16.666667,15,10,45,35,15,5,0.375,0,6,4
178,64141701,0,3,0,20.833333,26.666667,15,10,0,40,35,30,10,0.375,0,8,2
179,64142601,0,3,0,9.1666667,11.666667,6.6666667,5,5,5,5,25,10,0.625,0,8,2
180,64143401,0,2,0,12.5,16.666667,8.3333333,10,0,20,20,20,5,0.55357143,0,9,1
181,64144101,0,7,0,0.83333333,3.3333333,-1.6666667,0,-10,0,0,10,5,0.80357143,0,4,6
182,64144501,0,6,0,-5,-5,-5,-10,-10,-5,-5,0,0,0.92857143,0,5,5
183,64144601,0,4,0,11.666667,13.333333,10,5,5,15,10,20,15,0.57142857,0,7,3
184,64146301,0,7,0,16.666667,26.666667,6.6666667,10,-5,35,15,35,10,0.46428571,0,4,6
185,64146901,0,3,0,5.8333333,8.3333333,3.3333333,5,0,5,5,15,5,0.69642857,0,8,2
187,64148301,0,4,0,20,26.666667,13.333333,15,5,40,25,25,10,0.39285714,0,7,3
188,64148601,0,6,0,7.5,11.666667,3.3333333,5,-5,15,10,15,5,0.66071429,0,5,5
189,64148801,0,3,0,9.1666667,13.333333,5,5,0,20,5,15,10,0.625,0,8,2
190,64149401,0,6,0,12.5,16.666667,8.3333333,20,5,30,20,0,0,0.55357143,0,5,5
191,64149901,0,3,0,17.5,25,10,20,5,25,15,30,10,0.44642857,0,8,2
192,64150101,0,5,0,8.3333333,11.666667,5,10,5,0,0,25,10,0.64285714,0,6,4
193,64150401,0,6,0,4.1666667,6.6666667,1.6666667,0,0,0,0,20,5,0.73214286,0,5,5
194,64151401,0,6,0,8.3333333,8.3333333,8.3333333,5,5,5,10,15,10,0.64285714,0,5,5
195,64152701,0,3,0,10.833333,13.333333,8.3333333,5,5,15,10,20,10,0.58928571,0,8,2
196,64153601,0,4,0,16.666667,23.333333,10,15,5,40,15,15,10,0.46428571,0,7,3
197,64153801,0,2,0,25.833333,36.666667,15,15,5,70,25,25,15,0.26785714,0,9,1
198,64154201,0,2,0,11.666667,16.666667,6.6666667,15,5,25,10,10,5,0.57142857,0,9,1
199,64154401,0,5,0,14.166667,18.333333,10,10,5,25,15,20,10,0.51785714,0,6,4
200,64154501,0,4,0,32.5,43.333333,21.666667,15,10,70,30,45,25,0.125,0,7,3
201,64154901,0,4,1,19.166667,26.666667,11.666667,20,5,35,25,25,5,0.41071429,0,5,5
202,64155101,0,5,2,15.833333,21.666667,10,10,5,40,15,15,10,0.46428571,3,2,8
203,64155301,0,7,0,0.83333333,0,1.6666667,-10,0,0,5,10,0,0.80357143,0,4,6
205,64156501,0,4,0,10,10.833333,9.1666667,2.5,5,15,17.5,15,5,0.625,3,7,3
206,64156901,0,3,0,22.5,30,15,20,5,50,25,20,15,0.33928571,0,8,2
207,64157801,0,4,0,12.5,16.666667,8.3333333,10,5,20,15,20,5,0.55357143,0,7,3
208,64158001,0,6,2,11.666667,17.5,5.8333333,15,0,5,0,32.5,17.5,0.60714286,3,1,9
209,64158201,0,3,0,2.5,5,0,15,5,0,-5,0,0,0.76785714,0,8,2
210,64159301,0,3,0,-3.3333333,-5,-1.6666667,-5,-5,-10,0,0,0,0.89285714,2,8,2
211,64160101,0,3,0,15,18.333333,11.666667,20,10,15,15,20,10,0.5,0,8,2
212,64161401,0,4,0,5.8333333,10,1.6666667,5,0,15,0,10,5,0.69642857,0,7,3
213,64161601,0,5,2,24.583333,32.5,16.666667,12.5,10,60,30,25,10,0.30357143,1,2,8
214,64162001,0,4,0,15.833333,23.333333,8.3333333,10,5,40,10,20,10,0.48214286,0,7,3
215,64162701,0,4,0,16.666667,21.666667,11.666667,15,5,25,20,25,10,0.46428571,0,7,3
218,64163801,0,2,0,14.166667,20,8.3333333,10,5,25,10,25,10,0.51785714,0,9,1
220,64164801,0,4,0,17.5,25,10,15,5,30,10,30,15,0.44642857,0,7,3
221,64165001,0,3,0,10,10,10,15,10,-10,10,25,10,0.60714286,2,8,2
222,64165601,0,3,0,19.166667,26.666667,11.666667,20,5,25,15,35,15,0.41071429,0,8,2
223,64165701,0,4,0,20.833333,28.333333,13.333333,10,5,55,25,20,10,0.375,0,7,3
224,64166501,0,6,0,10.833333,15,6.6666667,5,0,15,10,25,10,0.58928571,0,5,5
225,64166701,0,3,0,9.1666667,11.666667,6.6666667,10,5,5,5,20,10,0.625,0,8,2
226,64167601,0,7,0,2.5,3.3333333,1.6666667,5,0,0,0,5,5,0.76785714,0,4,6
227,64167801,0,3,0,17.5,23.333333,11.666667,10,5,45,25,15,5,0.44642857,0,8,2
228,64167901,0,3,0,0,1.6666667,-1.6666667,10,0,-5,-5,0,0,0.82142857,0,8,2
229,64168101,0,2,0,14.166667,20,8.3333333,10,0,15,10,35,15,0.51785714,0,9,1
230,64169101,0,6,0,7.5,11.666667,3.3333333,15,0,15,5,5,5,0.66071429,0,5,5
232,64170001,0,2,0,21.666667,31.666667,11.666667,15,5,65,25,15,5,0.35714286,0,9,1
233,64170601,0,4,0,17.5,25,10,15,5,35,15,25,10,0.44642857,0,7,3
234,64171101,0,5,1,17.916667,26.666667,9.1666667,10,10,42.5,5,27.5,12.5,0.41071429,3,1,9
235,64171601,0,3,0,24.166667,36.666667,11.666667,20,5,55,15,35,15,0.30357143,0,8,2
236,64171801,0,3,0,12.5,13.333333,11.666667,5,5,15,20,20,10,0.55357143,0,8,2
237,64172901,0,5,0,22.5,38.333333,6.6666667,20,5,70,10,25,5,0.33928571,0,6,4
238,64173401,0,3,0,27.5,38.333333,16.666667,15,5,60,30,40,15,0.23214286,0,8,2
239,64173601,0,2,0,18.333333,25,11.666667,25,10,25,15,25,10,0.42857143,0,9,1
240,64174501,0,5,0,14.166667,18.333333,10,20,5,15,15,20,10,0.51785714,0,6,4
241,64174801,0,5,0,14.166667,17.5,10.833333,5,5,37.5,25,10,2.5,0.53571429,3,6,4
242,64174901,0,4,0,15.833333,20,11.666667,15,5,25,20,20,10,0.5,3,7,3
243,64175001,0,3,0,12.5,16.666667,8.3333333,10,0,15,10,25,15,0.55357143,0,8,2
244,64175101,0,6,0,12.5,18.333333,6.6666667,10,0,25,10,20,10,0.55357143,0,5,5
245,64176001,0,3,0,9.1666667,11.666667,6.6666667,10,5,25,10,0,5,0.625,0,8,2
246,64176201,0,5,0,21.666667,28.333333,15,15,5,35,20,35,20,0.35714286,0,6,4
247,64176401,0,5,0,12.5,18.333333,6.6666667,15,0,25,10,15,10,0.55357143,0,6,4
248,64176501,0,3,0,26.666667,36.666667,16.666667,20,10,55,25,35,15,0.25,0,8,2
249,64176601,0,5,2,22.5,28.333333,16.666667,15,5,40,40,30,5,0.33928571,0,3,7
250,64176801,0,10,0,9.1666667,11.666667,6.6666667,5,5,15,5,15,10,0.625,0,1,9
251,64177901,0,4,0,-3.3333333,-3.3333333,-3.3333333,-5,-5,-5,-5,0,0,0.89285714,0,7,3
252,64178801,0,4,0,3.3333333,8.3333333,-1.6666667,5,-10,0,0,20,5,0.75,0,7,3
253,64179101,0,5,0,18.333333,21.666667,15,10,5,35,25,20,15,0.42857143,0,6,4
254,64179301,0,3,0,20.833333,30,11.666667,15,5,50,15,25,15,0.375,0,8,2
255,64179701,0,1,0,25.833333,35,16.666667,10,5,60,30,35,15,0.26785714,0,10,0
256,64180001,0,4,0,5.8333333,6.6666667,5,0,5,10,5,10,5,0.69642857,0,7,3
257,64180601,0,5,0,14.166667,20,8.3333333,10,5,25,10,25,10,0.51785714,0,6,4
258,64181101,0,3,0,16.666667,23.333333,10,15,5,25,15,30,10,0.46428571,0,8,2
259,64181301,0,5,0,19.166667,30,8.3333333,10,5,55,20,25,0,0.41071429,0,6,4
260,64181801,0,4,0,32.5,41.666667,23.333333,25,10,70,45,30,15,0.125,3,7,3
261,64181901,0,3,0,-4.1666667,-5,-3.3333333,-5,0,0,0,-10,-10,0.875,0,8,2
262,64182001,0,4,2,16.25,22.5,10,12.5,0,25,20,30,10,0.48214286,3,2,8
263,64182201,0,3,0,18.333333,23.333333,13.333333,15,5,40,25,15,10,0.42857143,0,8,2
264,64182301,0,6,0,5.8333333,8.3333333,3.3333333,10,0,5,5,10,5,0.69642857,0,5,5
265,64182501,0,4,0,15.833333,20,11.666667,15,0,20,20,25,15,0.48214286,0,7,3
266,64182701,0,4,1,7.9166667,10.833333,5,0,0,17.5,10,15,5,0.66071429,3,3,7
267,64182801,0,6,0,8.75,7.5,10,10,10,7.5,20,5,0,0.64285714,3,5,5
268,64183001,0,5,0,16.666667,20,13.333333,15,5,30,20,15,15,0.46428571,0,6,4
269,64183101,0,4,0,18.75,25.833333,11.666667,10,0,37.5,25,30,10,0.41071429,3,7,3
270,64183201,0,4,0,19.583333,27.5,11.666667,17.5,5,30,15,35,15,0.41071429,3,7,3
271,64183301,0,7,0,24.166667,31.666667,16.666667,15,0,50,35,30,15,0.30357143,0,4,6
272,64183501,0,4,0,18.333333,26.666667,10,10,5,40,10,30,15,0.42857143,3,7,3
273,64184101,0,2,0,5.8333333,8.3333333,3.3333333,0,5,5,0,20,5,0.69642857,0,9,1
274,64184701,0,2,0,10,16.666667,3.3333333,15,10,15,-5,20,5,0.60714286,0,9,1
275,64184901,0,4,1,6.6666667,11.666667,1.6666667,10,0,10,-5,15,10,0.69642857,3,3,7
276,64185101,0,3,1,10,15,5,0,0,35,10,10,5,0.60714286,0,1,9
277,64186001,0,4,0,11.666667,18.333333,5,0,-5,40,10,15,10,0.57142857,0,7,3
278,64186401,0,5,0,19.166667,21.666667,16.666667,15,5,35,30,15,15,0.41071429,0,6,4
279,64186801,0,2,0,12.5,20,5,10,-5,25,20,25,0,0.55357143,3,9,1
280,64187001,0,2,1,8.3333333,10.833333,5.8333333,10,5,32.5,10,-10,2.5,0.73214286,1,4,6
281,64187101,0,6,0,26.666667,36.666667,16.666667,15,5,65,30,30,15,0.25,0,5,5
282,64187301,0,7,0,17.5,23.333333,11.666667,15,5,40,20,15,10,0.44642857,0,4,6
283,64188401,0,2,0,25.833333,33.333333,18.333333,20,10,40,30,40,15,0.26785714,0,9,1
284,64188901,0,5,0,5.8333333,8.3333333,3.3333333,10,0,5,5,10,5,0.69642857,0,6,4
285,64189101,0,6,0,7.5,10,5,5,0,5,5,20,10,0.66071429,0,5,5
286,64189201,0,2,0,18.75,22.5,15,7.5,5,37.5,25,22.5,15,0.46428571,3,9,1
287,64190101,0,3,0,10,11.666667,8.3333333,20,5,25,30,-10,-10,0.57142857,0,8,2
288,64190201,0,2,0,35,46.666667,23.333333,20,5,70,40,50,25,0.071428571,0,9,1
289,64190401,0,6,0,5,5,5,5,5,5,5,5,5,0.71428571,0,5,5
290,64190501,0,4,0,20,25,15,15,10,35,25,25,10,0.39285714,0,7,3
291,64191901,0,1,0,17.5,26.666667,8.3333333,15,5,40,10,25,10,0.44642857,0,10,0
292,64192101,0,4,0,6.6666667,8.3333333,5,5,5,5,5,15,5,0.67857143,0,7,3
293,64192801,0,5,0,17.5,25,10,20,5,30,15,25,10,0.44642857,0,6,4
294,64193501,0,3,0,16.666667,21.666667,11.666667,15,5,20,15,30,15,0.44642857,3,8,2
295,64193601,0,3,0,17.5,21.666667,13.333333,15,5,35,30,15,5,0.44642857,0,8,2
296,64194201,0,6,0,11.666667,15,8.3333333,0,0,25,15,20,10,0.57142857,0,5,5
297,64194501,0,6,0,10.833333,15,6.6666667,5,0,15,10,25,10,0.58928571,0,5,5
298,64194701,0,6,0,1.6666667,3.3333333,0,5,0,0,0,5,0,0.78571429,0,5,5
299,64195101,0,3,0,25.833333,33.333333,18.333333,15,5,55,35,30,15,0.26785714,0,8,2
300,64195201,0,3,0,15,18.333333,11.666667,15,5,10,15,30,15,0.5,0,8,2
301,64195501,0,5,0,1.6666667,5,-1.6666667,5,-5,5,0,5,0,0.78571429,0,6,4
303,64195601,0,3,0,14.166667,20,8.3333333,15,5,30,15,15,5,0.51785714,0,8,2
304,64196601,0,2,0,19.166667,23.333333,15,15,5,35,30,20,10,0.41071429,0,9,1
306,64196701,0,5,0,13.333333,18.333333,8.3333333,0,5,30,15,25,5,0.53571429,0,6,4
308,64197801,0,3,0,19.166667,25,13.333333,15,10,35,20,25,10,0.41071429,0,8,2
309,64198101,0,4,0,11.666667,15,8.3333333,5,0,25,15,15,10,0.57142857,0,7,3
310,64198701,0,5,0,18.333333,20,16.666667,15,5,20,35,25,10,0.42857143,0,6,4
312,64199201,0,0,1,12.5,15,10,5,5,15,10,25,15,0.55357143,0,NA,NA
314,64199301,0,6,0,9.1666667,10,8.3333333,20,5,0,15,10,5,0.625,0,5,5
316,64199601,0,4,0,10,15,5,10,0,20,10,15,5,0.60714286,0,7,3
317,64200501,0,4,1,15,19.166667,10.833333,7.5,5,32.5,20,17.5,7.5,0.51785714,1,2,8
