"partid","duration","raw","percentile","t","z","iq","stanine","sten","c11"
68039101,20,9.84,9,37,87,81,2,3,2
68039201,15,9.32,14,39,89,84,3,3,2
68039301,11,2.05,100,80,130,145,9,10,10
68039401,14,6.92,58,52,102,103,5,6,6
68039501,17,8.11,30,45,95,93,4,5,4
68039601,16,6.92,58,52,102,103,5,6,6
68039701,14,11.6,3,31,81,72,1,2,0
68039801,20,7.51,45,49,99,99,5,5,5
68039901,19,9.35,14,39,89,84,3,3,2
68040001,19,9.07,17,40,90,85,3,4,3
68040301,17,9.06,17,40,90,85,3,4,3
68040501,15,10.37,6,34,84,76,2,2,1
68040601,16,8.17,29,44,94,91,4,4,4
68040701,14,7,56,52,102,103,5,6,6
68040801,19,7.01,56,52,102,103,5,6,6
68040901,19,7.53,44,48,98,97,5,5,5
68041001,13,7.75,39,47,97,96,4,5,4
68041301,19,8.55,22,42,92,88,3,4,3
68041501,17,9.48,12,38,88,82,3,3,2
68041601,18,8.73,20,42,92,88,3,4,3
68041701,18,6.78,62,53,103,105,6,6,6
68041801,20,7.16,53,51,101,102,5,6,5
68041901,16,8.49,23,43,93,90,4,4,3
68042001,18,8.92,18,41,91,87,3,4,3
68042101,17,7.24,50,50,100,100,5,6,5
68042201,18,8.33,26,44,94,91,4,4,4
68042301,20,8.35,26,44,94,91,4,4,4
68042401,16,8.44,24,43,93,90,4,4,3
68042601,19,8.43,24,43,93,90,4,4,3
68042801,16,8.53,22,42,92,88,3,4,3
68042901,18,6.93,58,52,102,103,5,6,6
68043001,20,9.36,14,39,89,84,3,3,2
68043101,16,6.99,56,52,102,103,5,6,6
68043201,15,5.71,84,60,110,115,7,8,8
68043401,16,8.46,23,43,93,90,4,4,3
68043601,15,7.26,50,50,100,100,5,6,5
68043701,25,8.4,25,43,93,90,4,4,3
68043901,21,9.91,9,37,87,81,2,3,2
68044001,15,6.7,64,54,104,106,6,6,6
68044101,25,9.44,12,38,88,82,3,3,2
68044201,27,8.52,22,42,92,88,3,4,3
68044301,20,8.81,19,41,91,87,3,4,3
68044401,16,5.8,83,60,110,115,7,8,8
68044501,17,7.67,41,48,98,97,5,5,5
68044601,17,9.09,17,40,90,85,3,4,3
68044801,18,8.6,22,42,92,88,3,4,3
68044901,22,5.43,88,62,112,118,7,8,8
68045001,19,9.33,14,39,89,84,3,3,2
68045101,18,6.21,75,57,107,111,6,7,7
68045201,16,10.73,4,32,82,73,1,2,1
68045301,13,6.56,67,54,104,106,6,6,6
68045401,17,9.14,16,40,90,85,3,4,3
68045501,15,6.7,64,54,104,106,6,6,6
68045701,19,6.74,63,53,103,105,6,6,6
68045801,21,10.08,8,36,86,79,2,3,2
68045901,15,9.86,9,37,87,81,2,3,2
68046001,23,6.99,56,52,102,103,5,6,6
68046101,17,7.8,38,47,97,96,4,5,4
68046201,16,10.08,8,36,86,79,2,3,2
68046301,23,7.63,42,48,98,97,5,5,5
68046401,19,9.77,10,37,87,81,2,3,2
68046501,18,8.58,22,42,92,88,3,4,3
68046601,15,5.38,88,62,112,118,7,8,8
68046701,15,7.89,36,46,96,94,4,5,4
68046901,18,8.41,24,43,93,90,4,4,3
68047001,19,7.72,39,47,97,96,4,5,4
68047101,16,7.54,44,48,98,97,5,5,5
68047201,15,9.01,17,40,90,85,3,4,3
68047301,19,8.38,25,43,93,90,4,4,3
68047401,17,9.43,13,39,89,84,3,3,2
68047501,15,5.34,89,62,112,118,7,8,8
68047601,19,9.11,16,40,90,85,3,4,3
68047701,17,8.47,23,43,93,90,4,4,3
68047901,23,9.9,9,37,87,81,2,3,2
68048001,16,6.9,59,52,102,103,5,6,6
68048101,17,9.75,10,37,87,81,2,3,2
68048201,18,10.39,6,34,84,76,2,2,1
68048301,15,6.21,75,57,107,111,6,7,7
68048401,18,9.93,9,37,87,81,2,3,2
68048501,15,8.85,19,41,91,87,3,4,3
68048601,17,7.12,54,51,101,102,5,6,5
68048701,17,9.02,17,40,90,85,3,4,3
68048801,12,6.14,77,57,107,111,6,7,7
68049001,16,7.46,46,49,99,99,5,5,5
68049101,15,7.38,47,49,99,99,5,5,5
68049201,13,8.67,21,42,92,88,3,4,3
68049301,13,7.95,35,46,96,94,4,5,4
68049401,15,7.81,38,47,97,96,4,5,4
68049501,21,8.28,27,44,94,91,4,4,4
68049701,17,7.83,37,47,97,96,4,5,4
68049801,21,9.64,11,38,88,82,3,3,2
68049901,18,9.24,15,40,90,85,3,4,3
68050001,21,11.05,3,31,81,72,1,2,0
68050101,16,8.08,31,45,95,93,4,5,4
68050201,20,10.51,5,34,84,76,2,2,1
68050301,18,8.13,30,45,95,93,4,5,4
68050401,18,6.93,58,52,102,103,5,6,6
68050501,17,10.7,4,32,82,73,1,2,1
68050601,18,8.73,20,42,92,88,3,4,3
68050701,16,8.03,32,45,95,93,4,5,4
68050801,19,8.44,24,43,93,90,4,4,3
68050901,19,9.19,15,40,90,85,3,4,3
68051101,17,7.26,50,50,100,100,5,6,5
68051301,17,7.83,37,47,97,96,4,5,4
68051401,18,8.79,19,41,91,87,3,4,3
