"partid","CCTncards","CCTacards","CCTratio","CCTaratio","CCTpayoff"
65036301,351,193,0.17017365,0.20116021,6.7857143
65036401,327,141,0.14861039,0.1058872,78.511905
65036501,431,123,0.21481701,0.19628904,71.547619
65036601,361,176,0.17614757,0.21029934,-23.511905
65036701,653,62,0.29602978,0.34259131,-1.0714286
65036801,378,248,0.16513719,0.18613705,15.238095
65036901,495,166,0.23036408,0.32619566,-9.8809524
65037001,344,214,0.15104317,0.14629768,90.357143
65037101,297,219,0.13331973,0.16645417,2.0238095
65037201,492,162,0.2333247,0.38068196,-27.321429
65037301,315,215,0.14104707,0.15517886,16.547619
65037401,455,270,0.19977647,0.25703788,46.488095
65037501,526,218,0.24410152,0.36502028,5
65037601,449,280,0.21122656,0.25087372,38.27381
65037701,383,281,0.16743416,0.19209707,47.559524
65037801,402,247,0.17146534,0.19162328,16.011905
65037901,361,183,0.18855985,0.17794281,68.392857
65038001,472,311,0.21954022,0.35635802,11.428571
65038101,478,255,0.22701814,0.31663783,79.52381
65038201,410,240,0.20085015,0.26490673,50.535714
65038301,372,197,0.17566634,0.18473855,55.535714
65038401,327,264,0.15265055,0.18213307,41.428571
65038501,373,191,0.16630664,0.17251214,13.095238
65038601,329,123,0.15550349,0.10360673,76.904762
65038701,393,184,0.1710366,0.1404342,79.583333
65038801,521,261,0.23454672,0.30072331,27.797619
65038901,447,200,0.19545908,0.21758223,34.880952
65039001,452,169,0.21824885,0.3508989,-10
65039101,438,280,0.18863131,0.23422937,40.059524
65039201,199,139,0.092028761,0.081544168,58.809524
65039301,463,227,0.21811984,0.27847454,70.059524
65039401,366,145,0.17958253,0.15915255,49.642857
65039501,523,166,0.24727576,0.39352527,4.7619048
65039601,269,188,0.11851991,0.11546687,88.392857
65039701,275,131,0.12955703,0.092112378,91.488095
65039801,514,170,0.23196456,0.25123948,60.357143
65039901,323,246,0.13198242,0.14480851,-9.7619048
65040001,425,231,0.20835944,0.3096642,35.77381
65040201,382,221,0.18345294,0.24839305,12.619048
65040301,377,205,0.18419265,0.16997371,80.952381
65040401,394,222,0.17482538,0.18314015,-12.678571
65040501,186,149,0.09282347,0.088765106,37.738095
65040601,369,255,0.17011526,0.21799853,16.547619
65040701,544,341,0.23465707,0.30666506,66.190476
65040801,424,255,0.21374409,0.28885365,81.785714
65040901,350,150,0.16926861,0.13245949,122.02381
65041001,480,135,0.23162097,0.24242424,42.02381
65041101,420,170,0.20800677,0.22302558,42.142857
65041201,468,313,0.19704925,0.24178867,20.654762
65041301,217,188,0.088365806,0.091944853,28.27381
65041401,542,179,0.24263496,0.23451984,77.321429
65041501,389,215,0.18108281,0.21047183,38.988095
65041601,440,210,0.19137935,0.18843259,96.190476
65041801,519,165,0.24513122,0.27324805,47.02381
65041901,649,0,0.29330562,NA,-70.297619
65042001,466,287,0.20441842,0.26685278,12.321429
65042101,467,219,0.21008981,0.24178013,23.571429
65042201,423,194,0.19804661,0.18968888,111.13095
65042301,520,357,0.2479937,0.35456809,118.21429
65042401,228,139,0.12674787,0.13305115,-29.166667
65042501,336,39,0.18117593,0.049362975,93.988095
65042601,485,249,0.23524522,0.29222958,126.07143
65042701,367,151,0.17342121,0.14553915,49.761905
65042801,559,153,0.26018917,0.44114673,3.9285714
65042901,361,137,0.18469548,0.17833849,25.416667
65043101,550,194,0.22886671,0.22219241,6.4285714
65043401,417,274,0.18299742,0.22861407,69.940476
65043501,421,173,0.2062923,0.29887009,-11.309524
65043601,311,155,0.15890389,0.14012798,66.904762
65043801,510,125,0.24579216,0.25687245,55.595238
65043901,546,196,0.23085008,0.22930673,20.47619
65044001,370,106,0.16951924,0.095026266,76.845238
65044101,338,155,0.15242252,0.14299392,30.297619
65044201,462,86,0.21983614,0.11354839,112.2619
65044301,595,297,0.27712382,0.49480294,8.5714286
65044401,354,119,0.17796286,0.11623705,85.238095
65044501,362,93,0.18058405,0.11735261,71.190476
65044601,439,108,0.20067022,0.17403642,19.22619
65044701,330,231,0.13870217,0.13247116,47.857143
65044801,463,254,0.22050196,0.30368519,64.880952
65044901,428,292,0.1839323,0.22060468,3.2142857
65045001,601,168,0.2760849,0.68242492,-20.952381
65045101,414,224,0.20353726,0.23314186,10.535714
65045201,513,167,0.23750586,0.36608016,-22.380952
65045301,354,51,0.1566661,0.049368579,67.559524
65045401,527,208,0.24621109,0.35001138,45.238095
65045501,323,237,0.15137929,0.18897539,-8.9880952
65045601,433,208,0.18758695,0.18736333,49.761905
65045701,559,289,0.25560369,0.34948939,39.047619
65045801,281,158,0.13837595,0.11514174,81.607143
65045901,450,221,0.21738931,0.33435298,5.1785714
65046001,446,135,0.20089093,0.17118588,-40.535714
65046101,457,288,0.20046482,0.24642795,23.154762
65046201,466,194,0.2234925,0.37904267,0
65046301,690,99,0.31696406,0.65116796,21.904762
65046401,447,251,0.18805464,0.20309407,30.714286
65046601,353,177,0.16166306,0.14435484,63.690476
65046701,359,246,0.17806692,0.2188401,26.845238
65046801,505,279,0.23023111,0.27968522,42.261905
65046901,365,190,0.15954147,0.1820103,-16.845238
65047001,391,196,0.17294245,0.20381493,-39.702381
65047101,532,196,0.24601233,0.39410595,12.380952
65047201,468,257,0.19991057,0.22449159,-2.6785714
65047301,463,259,0.21999497,0.31405265,4.5238095
65047401,575,270,0.24332707,0.27862257,61.190476
65047501,501,227,0.21432664,0.23143151,17.321429
65047601,404,206,0.19144598,0.24399375,12.380952
65047701,587,294,0.24603919,0.27819884,74.345238
65047901,466,228,0.21626016,0.28814604,-36.488095
65048001,280,122,0.14153879,0.099307823,82.321429
65048101,577,162,0.26865617,0.48941585,33.869048
65048201,455,158,0.20992895,0.28210185,-37.97619
65048301,389,246,0.18291957,0.23245372,3.9880952
65048401,443,249,0.19065606,0.20410505,5.4166667
65048501,529,196,0.22818855,0.22285298,65.892857
65048601,586,261,0.27014597,0.39794628,74.22619
65048701,238,158,0.12822601,0.12884309,34.345238
65048801,274,137,0.14577006,0.15337243,-7.0833333
65048901,399,171,0.18788781,0.21929143,-8.6904762
65049001,484,88,0.23132678,0.21023359,26.190476
65049101,474,234,0.20215814,0.23344886,40.119048
65049301,631,83,0.29358624,0.73491379,-1.7857143
65049401,440,256,0.19120017,0.24803407,16.607143
65049501,225,56,0.109907,0.041275687,64.761905
65049601,580,348,0.25142788,0.35437095,55.238095
65049701,298,119,0.14659815,0.10575675,63.333333
65049801,238,135,0.11796399,0.097167886,50.952381
65049901,379,201,0.18381001,0.1994575,45.357143
65050001,580,288,0.26335747,0.35363207,82.380952
65050101,450,230,0.22007836,0.29672927,47.261905
65050301,301,181,0.14362457,0.1530835,37.619048
65050401,431,184,0.19095579,0.21099173,-35.654762
65050501,451,238,0.21989879,0.3026092,26.190476
65050601,501,274,0.22825619,0.26662345,71.130952
65050701,358,153,0.15843391,0.14324365,69.047619
65050801,436,236,0.20913988,0.34412907,-12.738095
65050901,463,209,0.22407182,0.31328104,52.142857
65051001,367,281,0.15778966,0.17719909,81.309524
65051101,359,146,0.17834272,0.18898653,6.1309524
65051201,595,239,0.27424704,0.42385568,20.119048
65051301,381,200,0.18882304,0.19342614,65.892857
65051401,504,250,0.22918194,0.32142041,58.869048
65051501,686,110,0.31133381,0.88709677,6.6666667
65051601,501,247,0.21591882,0.25772578,1.7261905
65051701,362,194,0.14577944,0.11419135,61.309524
65051901,431,199,0.1873428,0.18079482,44.166667
65052001,484,253,0.19704035,0.18002532,9.5833333
65052101,235,187,0.10502704,0.10118232,26.607143
65052201,474,195,0.20774834,0.29274274,-19.285714
65052301,357,187,0.17831087,0.22195221,13.988095
65052401,425,266,0.18148866,0.19155122,20.714286
65052501,499,223,0.21169074,0.23502992,39.285714
65052601,215,132,0.11166327,0.10502142,-19.047619
65052701,281,147,0.14787595,0.12574751,56.904762
65052801,373,241,0.18358782,0.22331193,14.047619
65052901,541,229,0.24976046,0.27875218,92.321429
65053001,434,257,0.21274294,0.32258548,17.5
65053101,363,158,0.1584685,0.13258598,25.357143
65053201,491,196,0.22014101,0.24874665,2.8571429
65053301,244,109,0.11569766,0.076176265,65.416667
65053401,448,244,0.21602825,0.28832425,41.25
65053501,440,195,0.2043552,0.23622839,62.02381
65053601,374,204,0.18652813,0.2186631,49.404762
65053701,372,141,0.17305832,0.12320463,86.25
65053801,596,111,0.27237101,0.55746404,-10.952381
65053901,425,144,0.2035409,0.19605117,45.357143
65054001,516,210,0.24491516,0.46338735,-0.77380952
65054101,480,221,0.20127422,0.18198519,62.559524
65054201,390,224,0.1654465,0.17619439,15.595238
65054301,468,199,0.22093216,0.27093375,61.130952
65054401,646,205,0.2902428,0.45893585,47.738095
65054501,193,65,0.093189011,0.043075218,86.190476
65054601,567,266,0.25926642,0.50019312,14.642857
65054701,253,125,0.13645219,0.11769168,61.190476
65054801,485,250,0.22361494,0.29955502,5.5952381
65054901,361,205,0.17705464,0.18290351,59.583333
65055001,388,255,0.1871558,0.23076956,28.27381
65055101,262,98,0.14760977,0.088697723,99.821429
65055201,718,31,0.32738218,1,-0.11904762
65055401,237,160,0.12362868,0.11401544,53.27381
65055501,556,214,0.26040611,0.36302131,47.97619
65055601,521,231,0.24023524,0.41794422,-9.6428571
65055701,536,328,0.244072,0.41649797,28.511905
65055801,418,209,0.19623169,0.24082343,44.047619
65055901,513,233,0.23530133,0.34023512,2.797619
65056101,198,163,0.091990439,0.096146323,49.940476
65056201,378,137,0.17797929,0.13937484,69.107143
65056301,401,213,0.17458173,0.16445775,52.97619
65056401,341,195,0.14003973,0.13233728,-25.357143
65056501,629,288,0.28765783,0.43713688,108.27381
65056601,473,180,0.21799329,0.30282974,-13.333333
65056701,252,139,0.11991551,0.099956215,42.619048
65056801,309,116,0.15555014,0.13521017,39.166667
65056901,313,197,0.15085442,0.16348619,24.761905
65057101,328,141,0.16605058,0.13300242,79.52381
65057301,531,250,0.24461949,0.3384546,4.5238095
65057401,434,208,0.21171426,0.24189713,76.964286
65057501,284,117,0.14425673,0.095462274,74.166667
65057601,546,284,0.22202178,0.22427938,68.511905
65057801,528,288,0.24790259,0.34928194,84.583333
65057901,587,244,0.26553943,0.46662865,-9.1666667
65058001,428,228,0.2053828,0.27049879,-13.690476
65058201,479,330,0.21820933,0.30479193,43.571429
65058401,503,193,0.23686497,0.32895457,40.178571
65058501,582,303,0.26621671,0.37858353,66.845238
65058601,683,106,0.31268903,0.85483871,17.142857
65058701,406,119,0.1844506,0.12912421,58.928571
65058901,332,188,0.14882149,0.13094804,81.25
65059001,264,42,0.13418261,0.044173607,66.309524
65059101,429,321,0.17834962,0.21446987,43.809524
65059201,539,238,0.24240558,0.35281626,17.142857
65059301,526,172,0.25096315,0.37162176,51.964286
65059401,279,104,0.14402612,0.090150024,79.345238
65059501,368,163,0.18543677,0.16323007,77.678571
65059601,403,294,0.16663176,0.17298627,70.416667
65059801,343,239,0.14815948,0.15007829,37.97619
65059901,424,243,0.19586472,0.22436091,28.333333
65060001,435,194,0.18177592,0.14431123,64.880952
65060101,450,171,0.21045046,0.26902861,32.321429
65060201,226,53,0.1172541,0.04554097,59.821429
65060301,726,132,0.3270205,0.71412681,31.666667
65060401,455,232,0.2211711,0.33677818,3.1547619
65060501,449,237,0.19031809,0.16392508,84.404762
65060601,357,149,0.17405357,0.21878411,-32.142857
65060701,614,193,0.28317185,0.47006655,42.797619
65060801,502,225,0.2201365,0.26065789,17.380952
65060901,580,256,0.26658953,0.4934895,-9.3452381
65061001,659,220,0.29845258,0.56889843,11.488095
65061101,358,269,0.14438291,0.14754123,36.845238
65061201,424,191,0.19437016,0.20540506,17.5
65061301,388,226,0.17398245,0.18165249,1.6666667
65061401,354,274,0.1516245,0.15550907,65.595238
65061501,491,239,0.22565605,0.29263914,1.1309524
65061601,331,139,0.17820935,0.15192517,98.928571
65061701,301,208,0.14565609,0.17017899,31.845238
65061801,479,232,0.1998965,0.18763303,13.154762
65061901,295,188,0.13323531,0.14502426,-26.428571
65062001,556,197,0.25716866,0.46640342,5.4761905
65062101,355,166,0.17362844,0.17681262,68.511905
65062201,624,217,0.263509,0.24724231,36.309524
65062301,562,222,0.25717485,0.30230049,89.166667
65062401,587,103,0.27581911,0.2493104,38.988095
65062501,274,162,0.1415818,0.13632114,26.666667
65062601,304,190,0.13183527,0.12728117,31.369048
65062701,250,110,0.13320955,0.08727109,100.2381
65062801,497,217,0.23060071,0.35388306,-25.357143
65062901,464,204,0.22300675,0.42060623,11.666667
65063001,148,87,0.071044773,0.052521549,36.845238
65063101,358,125,0.18485013,0.14655172,72.02381
65063201,334,143,0.16839924,0.15168542,60.952381
65063301,550,271,0.25540378,0.41365722,28.511905
65063401,454,227,0.21850188,0.31905532,36.071429
65063501,515,206,0.23078332,0.27302059,78.630952
65063601,467,61,0.22479698,0.12401125,41.666667
65063701,307,185,0.13577127,0.12901136,54.52381
65063801,590,301,0.27003504,0.49082314,67.678571
65063901,530,338,0.22432731,0.28108349,61.071429
65064001,393,294,0.16669305,0.18754022,74.583333
65064101,82,63,0.042787591,0.033594747,28.333333
65064201,280,78,0.13013691,0.063428652,78.809524
65064301,459,117,0.22371288,0.21523915,31.011905
65064401,493,311,0.23312506,0.32967034,47.678571
65064501,236,190,0.10547865,0.1093359,50.297619
65064601,409,224,0.19706056,0.24374884,0.47619048
65064701,546,240,0.25507837,0.42922736,27.916667
65064801,277,195,0.13436085,0.14484256,27.678571
65064901,468,298,0.19187683,0.22190392,23.988095
65065001,250,84,0.12390892,0.067236543,66.845238
65065101,453,189,0.20727117,0.21687331,58.154762
65065201,482,78,0.21840197,0.12394724,62.5
65065301,427,269,0.19375176,0.25558702,38.392857
65065401,486,240,0.22030639,0.20800016,20.535714
65065501,428,151,0.20392289,0.24585599,-35.595238
65065601,484,227,0.22830141,0.32090651,7.4404762
65065701,436,157,0.18982514,0.16958563,28.452381
65065801,409,234,0.19911832,0.25734323,57.380952
65065901,126,68,0.081314671,0.048253413,64.107143
65066001,172,79,0.10277754,0.064369501,58.571429
65066101,537,232,0.2527677,0.4746941,40.357143
65066201,420,261,0.16643209,0.15327998,64.345238
65066301,152,58,0.089253085,0.038637034,63.988095
65066401,228,164,0.093494209,0.084357462,-15.535714
65066501,321,246,0.14376599,0.16041413,56.071429
65066601,592,187,0.27719324,0.47668349,36.428571
65066701,404,199,0.1946251,0.22288199,-10.535714
65066801,471,220,0.22680333,0.32788185,28.27381
65066901,441,242,0.18898684,0.20853363,21.428571
65067001,370,198,0.17596183,0.21790792,46.309524
65067101,361,194,0.16334861,0.14835177,32.97619
65067201,200,130,0.11120162,0.096262691,56.607143
65067301,194,97,0.09676065,0.065122297,21.488095
65067401,619,190,0.28533723,0.45946773,22.97619
65067501,362,233,0.17243955,0.18657031,82.797619
65067601,563,198,0.24912351,0.26550901,31.488095
65067701,282,164,0.13902615,0.14105589,32.916667
65067801,344,138,0.14811571,0.1145495,-8.8690476
65067901,411,228,0.18468201,0.20717275,40
65068001,513,288,0.21804272,0.28412696,33.869048
65068101,134,116,0.059297839,0.057011231,49.22619
65068201,408,196,0.19484349,0.24923015,-34.22619
65068301,239,94,0.11826728,0.080643691,15.178571
65068401,537,128,0.24551924,0.25119896,26.130952
65068501,522,223,0.24902589,0.35149487,14.52381
65068601,347,160,0.15249613,0.12852772,66.785714
65068701,399,130,0.1946256,0.1505724,74.642857
65068801,130,58,0.073095286,0.044268185,25.357143
65068901,416,273,0.1906603,0.24230756,12.797619
65069001,404,213,0.1760237,0.17684443,-4.047619
65069101,516,259,0.22580169,0.26836471,25.654762
65069201,495,186,0.23069707,0.27698574,28.035714
65069301,172,131,0.068685198,0.061608136,5.0595238
65069401,487,223,0.22775429,0.28645826,3.3333333
65069501,415,287,0.17823227,0.18968981,103.92857
65069601,420,214,0.19084346,0.23814346,8.75
65069701,315,170,0.1538106,0.13309176,7.797619
65069801,466,313,0.21742367,0.29458763,55.238095
65069901,198,0,0.11460784,0,70.535714
65070001,433,212,0.18368922,0.16726076,68.630952
65070101,391,135,0.17748376,0.1271949,61.547619
65070201,417,299,0.19680236,0.24963657,56.904762
65070301,589,354,0.26552503,0.39710294,57.261905
65070401,208,174,0.089164026,0.091288141,50.77381
65070501,350,175,0.15331966,0.1468368,34.761905
65070601,373,223,0.18072432,0.22398835,30.952381
65070701,570,274,0.25839246,0.36509725,92.97619
65070801,517,211,0.22422508,0.23673526,71.369048
65070901,464,176,0.21974154,0.26050915,26.011905
65071001,495,275,0.2245921,0.28071448,62.142857
65071101,453,173,0.21795752,0.24486144,85.119048
65071201,343,228,0.17116416,0.17981876,37.97619
65071301,442,211,0.19087556,0.2199043,31.369048
65071401,336,221,0.16656351,0.16518756,49.52381
65071501,401,151,0.1960141,0.17122106,92.559524
65071601,225,154,0.10416669,0.096902101,53.690476
65071701,414,267,0.19568625,0.27963,56.428571
65071801,372,187,0.15997851,0.16847452,17.142857
65071901,510,207,0.23891282,0.37986652,39.880952
65072001,499,223,0.21535302,0.20389991,57.97619
65072101,454,216,0.21837927,0.2831755,7.9166667
65072201,394,205,0.18899938,0.20295311,40.77381
65072301,145,110,0.071054479,0.066853181,31.964286
65072401,168,64,0.080692863,0.038383186,63.571429
65072501,533,240,0.25230894,0.3894327,41.607143
65072601,265,168,0.14200207,0.15559581,45.357143
65072701,322,165,0.15990438,0.15017583,23.511905
65072801,393,198,0.16997996,0.17699682,-12.142857
65072901,510,255,0.23417569,0.39590647,9.5238095
65073001,316,191,0.14468808,0.14165777,48.27381
65073101,261,174,0.13667433,0.1396994,4.8809524
65073201,516,271,0.23451354,0.32402653,68.035714
65073301,510,219,0.24069056,0.29558969,35.833333
65073401,411,265,0.18026292,0.22222529,29.166667
65073501,369,179,0.18829228,0.16546478,96.190476
65073601,225,131,0.12173647,0.12092093,-20
65073701,274,117,0.15367569,0.10511953,41.488095
65073801,406,266,0.1894509,0.25241743,7.5595238
65073901,383,223,0.18888522,0.20829401,52.5
65074001,497,209,0.23204103,0.39089074,-19.107143
65074101,373,269,0.16237287,0.16996044,21.666667
65074201,448,118,0.21736506,0.15466073,104.88095
65074301,209,135,0.10108233,0.093814782,14.22619
65074401,554,160,0.26296126,0.35678026,51.666667
65074501,507,202,0.23700541,0.42008521,-30.535714
65074601,451,224,0.21772069,0.31898844,19.642857
65074701,324,141,0.15929255,0.13762728,38.75
65074801,545,284,0.25442521,0.40115051,34.345238
65074901,323,110,0.1746667,0.17236082,-8.6309524
65075001,346,132,0.16904914,0.13762096,5.4166667
65075101,209,108,0.099361243,0.063545646,72.916667
65075201,510,202,0.2265893,0.23802247,36.011905
65075301,269,148,0.13628704,0.12433549,22.02381
65075401,398,108,0.17508945,0.1323281,-19.404762
65075501,640,244,0.27603755,0.37418681,2.6190476
65075601,303,105,0.1606952,0.13039567,24.583333
65075701,246,57,0.12234418,0.045334925,95.535714
65075801,445,229,0.21671173,0.2597225,65.297619
65075901,536,143,0.24514341,0.30872845,10.416667
65076001,503,168,0.22090417,0.29266736,-51.904762
65076101,247,142,0.12879315,0.10679387,53.27381
65076201,403,200,0.18082853,0.18298109,52.380952
65076301,496,232,0.19887289,0.17924779,-14.821429
65076401,418,252,0.17841636,0.20605471,27.559524
65076501,227,140,0.11025982,0.092865097,5
65076601,323,157,0.15195907,0.14520849,-5.7142857
65076701,500,192,0.22746657,0.31620933,-6.0119048
65076801,462,178,0.21841794,0.31075464,12.083333
65076901,511,189,0.24103451,0.31709395,30.178571
65077001,270,186,0.13612016,0.13886873,59.22619
65077101,356,218,0.15838752,0.17339783,-10.178571
65077201,521,219,0.24246971,0.42993849,-14.821429
65077301,232,126,0.11094368,0.094532814,60
65077401,479,290,0.22756225,0.34590088,43.809524
65077501,585,241,0.26987194,0.41488976,4.1071429
65077601,390,78,0.19850595,0.10879342,53.035714
65077701,436,171,0.21077665,0.22778087,81.369048
65077801,566,160,0.25832337,0.51041561,-30.238095
65077901,399,280,0.1779266,0.18130477,62.02381
65078001,286,69,0.12516683,0.048303817,59.761905
65078101,463,177,0.20270431,0.18827371,40.77381
65078201,533,176,0.23740629,0.28181545,30.178571
65078301,543,198,0.23004748,0.23333285,51.964286
65078401,654,163,0.29140423,0.41601148,-13.333333
65078501,293,160,0.15331278,0.15621789,33.154762
65078601,655,244,0.29954697,0.58650485,86.845238
65078701,303,170,0.13099095,0.1087829,85.654762
65078801,503,201,0.23958998,0.40621524,-0.05952381
65078901,415,235,0.18476041,0.21691451,47.857143
65079001,349,185,0.16170161,0.18003337,39.107143
65079101,404,189,0.19367705,0.24825264,-20.178571
65079201,279,113,0.15718305,0.11193347,77.440476
65079301,636,279,0.28047335,0.39149534,73.095238
65079401,617,284,0.27968263,0.42218297,73.154762
65079501,538,79,0.23963294,0.17686792,37.083333
65079601,387,226,0.1791902,0.18300029,105.65476
68000201,592,230,0.27031104,0.48746292,33.452381
68000301,286,170,0.15053588,0.16665122,12.083333
68000401,659,99,0.29084164,0.33869114,32.02381
68000601,580,260,0.26560458,0.47676778,11.72619
68000801,410,215,0.18053203,0.17534524,52.857143
68000901,496,307,0.20979509,0.22878451,15.238095
68001001,319,176,0.14307514,0.12137708,84.880952
68001101,449,224,0.19304277,0.24512505,-3.0357143
68001201,341,196,0.16997953,0.18864065,1.4285714
68001301,293,124,0.1518762,0.14814824,-2.3809524
68001401,439,175,0.20648619,0.17224592,85.47619
68001501,386,111,0.19138511,0.19462984,11.964286
68001601,598,155,0.27936692,0.40753259,16.666667
68001701,376,262,0.17057696,0.19578702,61.190476
