"partid","location","rt_decision","H","R","R_sh1","R_sh2"
64000401,"Basel",9780.875,0.25,0.75,0.75,0.75
64004701,"Basel",17189.125,0.625,0.625,0.5,0.75
64006401,"Basel",7961.25,0.25,0.5,0.5,0.5
64006901,"Basel",10625.625,0.5,0.25,0,0.5
64007901,"Basel",12778.875,0.25,0.75,0.75,0.75
64008701,"Basel",16847.625,0.5,0.75,0.75,0.75
64011501,"Basel",12801.125,0.5,0.25,0.5,0
64015601,"Basel",7981.875,0.375,0.625,0.5,0.75
64016901,"Basel",8731.5,0.25,0.75,0.75,0.75
64018301,"Basel",10335.875,0.375,0.125,0,0.25
64020401,"Basel",13398.625,0.125,0.375,0.5,0.25
64020501,"Basel",11982.25,0.5,0.25,0.25,0.25
64021901,"Basel",7991.125,0.125,0.625,0.25,1
64022901,"Basel",4858.375,0.375,0.625,1,0.25
64025601,"Basel",8360.25,0.25,0.5,0.5,0.5
64026901,"Basel",5853.5,0.625,0.625,0.5,0.75
64027801,"Basel",9260,0.25,0.5,0.25,0.75
64029901,"Basel",7058.125,0.25,0.5,0.5,0.5
64031301,"Basel",13536.25,0.25,0.25,0.5,0
64034901,"Basel",8118.125,0.25,0.5,0.25,0.75
64036201,"Basel",6155,0.625,0.625,0.75,0.5
64036701,"Basel",4083.125,0,0.5,0.5,0.5
64037701,"Basel",13088.125,0.25,0.5,0.75,0.25
64039601,"Basel",16217.625,0.75,0.5,0.5,0.5
64042701,"Basel",6809.75,0.5,0.5,0.5,0.5
64046301,"Basel",9111,0.375,0.375,0.5,0.25
64047801,"Basel",9508.75,0.375,0.375,0.25,0.5
64049601,"Basel",14458.625,0.875,0.375,0.25,0.5
64049701,"Basel",7460.5,0.125,0.375,0.75,0
64051301,"Basel",6163.625,0.5,0.5,0.5,0.5
64051501,"Basel",7838.75,0.125,0.375,0.5,0.25
64052901,"Basel",8206.75,0.375,0.375,0.5,0.25
64053701,"Basel",12748.375,0.5,0.5,0.25,0.75
64055001,"Basel",6712.375,0.25,0.25,0.5,0
64056701,"Basel",10072.125,0.125,0.625,0.25,1
64057101,"Basel",8408,0.375,0.375,0.25,0.5
64057201,"Basel",22513.75,0.75,0.5,0.5,0.5
64057901,"Basel",11611.25,0.25,0.25,0.5,0
64058101,"Basel",6936.75,0.375,0.125,0.25,0
64058701,"Basel",10570.75,0.125,0.375,0,0.75
64059001,"Basel",9640.125,0.5,0.5,0.25,0.75
64060701,"Basel",7781.75,0.625,0.625,1,0.25
64061701,"Basel",11451.25,0.125,0.375,0.25,0.5
64061901,"Basel",12312.375,0.5,0,0,0
64063501,"Basel",10111.375,0.375,0.625,1,0.25
64063601,"Basel",5302.375,0.25,0.25,0.5,0
64066601,"Basel",7977.5,0.375,0.125,0.25,0
64067701,"Basel",10832.75,0.625,0.125,0,0.25
64068201,"Basel",5577.125,0.375,0.125,0.25,0
64069001,"Basel",11901.875,0.375,0.375,0.5,0.25
64069401,"Basel",12643,0.5,0.75,0.5,1
64069501,"Basel",7600.625,0.75,0.5,0.75,0.25
64069601,"Basel",14988.875,0.5,0.25,0.25,0.25
64070201,"Basel",14160,0.5,0.25,0,0.5
64070601,"Basel",9006.75,0.625,0.375,0.5,0.25
64071401,"Basel",13916.75,0.5,0.5,0.5,0.5
64072601,"Basel",11049.5,0.75,0.75,0.5,1
64072701,"Basel",7184.125,0.5,0.75,0.5,1
64072901,"Basel",6829.75,0.375,0.625,0.75,0.5
64073001,"Basel",7056.25,0.125,0.625,0.5,0.75
64073201,"Basel",11587.75,0.25,0.5,0.25,0.75
64073501,"Basel",7928.125,0.375,0.125,0,0.25
64075601,"Basel",5589.25,0.5,0.5,0.5,0.5
64075801,"Basel",16072.625,0.75,0.25,0,0.5
64076301,"Basel",5706.375,0.5,0.75,0.75,0.75
64079401,"Basel",25604.75,0.5,0.25,0.25,0.25
64079601,"Basel",12580.625,0.25,0.25,0.25,0.25
64079801,"Basel",4902.75,0.5,0.5,0.5,0.5
64080101,"Basel",8222.75,0.375,0.625,0.5,0.75
64081701,"Basel",17380.125,1,0.5,0.75,0.25
64082001,"Basel",7442.875,0.5,0.5,0.5,0.5
64082301,"Basel",13789.75,0.5,0.5,0.5,0.5
64083001,"Basel",9112.125,0.125,0.625,0.5,0.75
64083901,"Basel",5826.875,0.375,0.625,0.75,0.5
64084601,"Basel",21351.75,1,0.5,0.25,0.75
64085501,"Basel",5269.25,0.625,0.125,0.25,0
64086301,"Basel",14510.125,0.25,0.25,0,0.5
64088601,"Basel",5685.375,0.5,0.25,0,0.5
64089401,"Basel",6290.5,0.25,0.75,0.5,1
64089701,"Basel",5590.375,0.25,0.25,0.25,0.25
64090101,"Basel",8507.75,0.25,0.5,0.25,0.75
64090301,"Basel",12886.75,0.625,0.625,0.5,0.75
64090901,"Basel",8475.25,0.625,0.375,0.25,0.5
64092901,"Basel",6024.625,0.625,0.375,0.25,0.5
64093501,"Basel",5377.875,0.375,0.625,0.75,0.5
64094201,"Basel",12567.5,0.25,0.75,0.5,1
64096601,"Basel",5557.75,0,0.5,0.25,0.75
64098201,"Basel",7279.75,0.375,0.375,0.5,0.25
64099201,"Basel",8440.5,0.5,0.25,0.25,0.25
64100101,"Basel",10351.25,0.625,0.375,0.25,0.5
64100701,"Basel",7553.25,0.25,0.25,0,0.5
64100901,"Basel",8369.75,0.25,0.25,0,0.5
64101101,"Basel",6412.25,0.5,0.75,0.75,0.75
64102101,"Basel",10841.625,0.5,0.5,0.5,0.5
64102401,"Basel",6744,0.625,0.125,0.25,0
64102801,"Basel",12475.25,0.25,0.25,0.25,0.25
64103301,"Basel",6654.5,0.625,0.375,0.5,0.25
64103801,"Basel",9296.75,0.125,0.375,0.5,0.25
64104501,"Basel",14411.625,0.25,0.75,0.75,0.75
64104601,"Basel",9294,0.375,0.375,0.5,0.25
64105101,"Basel",6419.25,0.25,0.75,0.75,0.75
64109601,"Basel",9008.375,0.375,0.125,0.25,0
64110701,"Basel",10344,0.5,0.5,0.5,0.5
64111001,"Basel",5775.5,0.75,0.25,0,0.5
64111201,"Basel",6893.625,0.25,0.5,0.5,0.5
64112901,"Basel",9264.625,0.875,0.625,0.75,0.5
64113001,"Basel",13512.375,0.5,1,1,1
64114801,"Basel",10333,0.5,0.5,0.25,0.75
64115101,"Basel",8710.125,0.625,0.625,0.5,0.75
64115601,"Basel",5987,0.375,0.375,0.5,0.25
64116101,"Basel",5114.25,0.125,0.375,0.5,0.25
64116201,"Basel",12890.875,0.75,0.5,0.25,0.75
64116301,"Basel",8067,0.5,0.5,0.5,0.5
64116901,"Basel",9689.625,0.5,0.5,0.25,0.75
64117601,"Basel",15814.75,0.25,0.25,0,0.5
64118001,"Basel",12063.75,0.75,0.5,0.5,0.5
64118401,"Basel",9516.625,0.625,0.625,0.75,0.5
64118601,"Basel",8658.375,0.625,0.125,0,0.25
64120001,"Basel",2706,0.5,0.5,0.25,0.75
64120201,"Basel",6629.25,0.5,0.5,0.75,0.25
64120701,"Basel",11988.25,0.125,0.375,0.5,0.25
64121001,"Basel",29646.375,1,0.5,0.5,0.5
64121601,"Basel",8105,0.125,0.375,0.25,0.5
64122901,"Basel",7641.375,0.25,0.5,0.5,0.5
64124501,"Basel",8120.75,0.625,0.375,0.25,0.5
64125001,"Basel",4775.75,0.25,0.5,0.5,0.5
64125601,"Basel",12991.75,0.25,0.5,0.5,0.5
64126601,"Basel",11497.375,0.625,0.375,0.5,0.25
64126701,"Basel",6857.75,0.125,0.625,0.25,1
64127001,"Basel",7151.75,0.5,0.25,0.25,0.25
64127201,"Basel",9637.125,0.875,0.625,0.5,0.75
64127301,"Basel",8738.375,0.625,0.625,0.75,0.5
64129001,"Basel",10328.5,0.375,0.625,0.5,0.75
64129201,"Basel",11506.375,0.25,0.75,0.75,0.75
64129701,"Basel",10385.25,0.625,0.375,0.5,0.25
64130101,"Basel",8043.125,0.5,0.75,0.75,0.75
64130201,"Basel",9049,0.625,0.375,0,0.75
64130901,"Basel",6598,0.75,0.5,0.25,0.75
64131001,"Basel",6698.25,0.5,0.25,0.5,0
64131501,"Basel",8832.5,0.25,0.5,0.5,0.5
64134301,"Basel",29412.625,0.25,0.75,0.75,0.75
64134801,"Basel",5471.625,0.5,0.5,0.5,0.5
64135001,"Basel",9351.25,1,0.5,0.75,0.25
64136701,"Basel",10462.625,0.625,0.625,0.5,0.75
64136801,"Basel",8055.125,0.5,0.25,0.25,0.25
64137401,"Basel",6426.875,0.75,0.5,0.25,0.75
64138101,"Basel",11431.875,0.5,0.5,0.25,0.75
64138301,"Basel",17851.875,0.375,0.375,0.25,0.5
64139201,"Basel",8801.5,0.375,0.375,0.5,0.25
64139301,"Basel",9154.75,0.875,0.375,0.25,0.5
64139401,"Basel",6927.5,0.125,0.375,0.5,0.25
64141301,"Basel",10417.125,0.375,0.125,0.25,0
64141701,"Basel",7104,0.375,0.375,0.25,0.5
64142601,"Basel",12216.25,0.125,0.375,0.25,0.5
64143401,"Basel",7397.75,0.125,0.625,0.5,0.75
64144101,"Basel",11569.125,0.375,0.625,0.5,0.75
64144501,"Basel",6386.5,0.25,0.5,0.5,0.5
64144601,"Basel",10582.25,0,0.5,0.5,0.5
64146301,"Basel",7473.375,0.75,0.25,0.5,0
64146901,"Basel",10969.5,0.625,0.375,0.25,0.5
64148301,"Basel",7837.125,0.375,0.625,0.75,0.5
64148601,"Basel",9365.625,0.375,0.375,0.25,0.5
64148801,"Basel",9862.875,0.375,0.625,0.5,0.75
64149401,"Basel",6232.375,0.25,0.5,0.25,0.75
64149901,"Basel",7699.375,0.375,0.375,0.5,0.25
64150101,"Basel",13037.875,0.125,0.625,0.75,0.5
64150401,"Basel",21841.125,0.5,0.75,0.75,0.75
64151401,"Basel",10448.25,0.625,0.375,0.5,0.25
64152701,"Basel",10758.75,0.375,0.375,0.5,0.25
64153601,"Basel",11294.5,0,0.5,0.75,0.25
64153801,"Basel",8559,0.25,0.5,1,0
64154201,"Basel",15585.25,0.125,0.375,0.5,0.25
64154401,"Basel",6018.25,0.5,0.25,0,0.5
64154501,"Basel",3077.375,0.375,0.625,0.5,0.75
64154901,"Basel",7194.5,0.875,0.375,0.25,0.5
64155101,"Basel",5452.125,0.75,0.5,0.25,0.75
64155301,"Basel",11444.875,0.5,0.5,0.5,0.5
64156501,"Basel",4055.75,0.25,0.75,1,0.5
64156901,"Basel",5843,0,0.5,0.5,0.5
64157801,"Basel",8091.125,0,0.5,0.25,0.75
64158001,"Basel",3990.625,0.875,0.375,0.25,0.5
64158201,"Basel",7835.75,0.625,0.375,0.25,0.5
64159301,"Basel",5111.375,0.5,0.75,1,0.5
64160101,"Basel",11794.875,0.375,0.125,0.25,0
64161401,"Basel",17690.5,0.5,0.75,0.75,0.75
64161601,"Basel",4649.25,0.5,0.25,0.25,0.25
64162001,"Basel",6211.375,0.25,0.75,1,0.5
64162701,"Basel",7401.125,0.5,0.5,0.25,0.75
64163801,"Basel",9491.875,0.5,0.5,0.75,0.25
64164801,"Basel",13448.75,0.625,0.625,0.5,0.75
64165001,"Basel",7494.75,0.25,0.5,0.25,0.75
64165601,"Basel",8934.5,0.25,0.5,0.5,0.5
64165701,"Basel",9092.125,0.5,0.5,0.5,0.5
64166501,"Basel",9235.125,0.5,0.5,0.5,0.5
64166701,"Basel",11653.75,0.5,0.5,0.25,0.75
64167601,"Basel",9482,1,0.5,0.5,0.5
64167801,"Basel",6295.5,0.125,0.625,0.25,1
64167901,"Basel",6950.125,0.5,1,1,1
64168101,"Basel",13124.25,0.75,0.5,0.5,0.5
64169101,"Basel",7086.625,0.375,0.375,0.5,0.25
64170001,"Basel",12813.375,0.5,0.25,0.25,0.25
64170601,"Basel",9429.125,0.25,0.5,0.5,0.5
64171101,"Basel",3314.25,0.75,0.75,0.5,1
64171601,"Basel",9616.5,0.625,0.375,0.25,0.5
64171801,"Basel",7098.25,0.375,0.125,0.25,0
64172901,"Basel",6305.875,0.25,0.5,0.75,0.25
64173401,"Basel",12956.875,0.875,0.625,0.75,0.5
64173601,"Basel",10289,0.25,0.5,0.25,0.75
64174501,"Basel",8824.75,0.25,0.5,0.5,0.5
64174801,"Basel",9121,0.5,0.5,0.5,0.5
64174901,"Basel",11944.25,0.125,0.375,0.25,0.5
64175001,"Basel",9070.375,0.375,0.875,0.75,1
64175101,"Basel",10361.375,0.375,0.625,1,0.25
64176001,"Basel",11600.75,0.625,0.625,0.5,0.75
64176201,"Basel",11533.875,0.25,0.5,0.75,0.25
64176401,"Basel",16470,0,0.5,0.75,0.25
64176501,"Basel",12592.5,0.25,0.25,0,0.5
64176601,"Basel",12418.375,0.375,0.625,0.5,0.75
64176801,"Basel",11682.375,0.125,0.625,1,0.25
64177901,"Basel",7583.875,0.125,0.625,0.75,0.5
64178801,"Basel",8055,0.25,0.75,0.75,0.75
64179101,"Basel",8852.125,0.25,0.75,0.75,0.75
64179301,"Basel",8510.25,0.375,0.375,0.5,0.25
64179701,"Basel",10123.75,1,0.5,0.5,0.5
64180001,"Basel",8352.875,0.25,0.5,0.75,0.25
64180601,"Basel",7076.875,0.125,0.625,0.5,0.75
64181101,"Basel",10401.875,0.625,0.625,0.75,0.5
64181301,"Basel",10276.625,0.625,0.375,0.25,0.5
64181801,"Basel",9706.5,0.625,0.125,0.25,0
64181901,"Basel",9504.5,0.25,0.75,0.75,0.75
64182001,"Basel",17374.375,0.875,0.375,0.5,0.25
64182201,"Basel",9063,0.25,0.5,0.75,0.25
64182301,"Basel",29543.5,0.875,0.375,0,0.75
64182501,"Basel",15131,0.375,0.375,0,0.75
64182701,"Basel",6903.375,0.625,0.375,0.25,0.5
64182801,"Basel",5344.75,0,0.5,1,0
64183001,"Basel",7665.125,0.5,0.5,0.5,0.5
64183101,"Basel",4552.375,0.375,0.375,0.5,0.25
64183201,"Basel",12611.375,0.125,0.625,0.75,0.5
64183301,"Basel",10215.75,0.5,0.5,0.5,0.5
64183501,"Basel",8938.375,0.375,0.375,0.25,0.5
64184101,"Basel",11678.25,0.5,0.25,0.25,0.25
64184701,"Basel",6085.625,0.75,0.25,0.25,0.25
64184901,"Basel",6915,0.625,0.875,0.75,1
64185101,"Basel",6680.125,0,0.5,0.75,0.25
64186001,"Basel",11438.25,0.75,0.5,0.75,0.25
64186401,"Basel",10391.75,0.625,0.125,0,0.25
64186801,"Basel",4074.5,0.25,0.25,0.25,0.25
64187001,"Basel",5513.5,0.375,0.875,0.75,1
64187101,"Basel",8818.625,0.25,0.5,0.25,0.75
64187301,"Basel",7767.125,0.5,0.75,0.75,0.75
64188401,"Basel",9069.125,0.375,0.625,0.5,0.75
64188901,"Basel",7045.125,0.25,0.5,0.75,0.25
64189101,"Basel",7685.875,0.5,0.5,0.5,0.5
64189201,"Basel",2868.625,0.5,0.5,0.75,0.25
64190101,"Basel",3817.375,0,0.5,0.25,0.75
64190201,"Basel",12832.5,0.25,0.25,0,0.5
64190401,"Basel",9111.75,0.25,0.5,0.5,0.5
64190501,"Basel",8445.25,0.375,0.375,0.25,0.5
64191901,"Basel",7331.75,0.25,0.5,0.75,0.25
64192101,"Basel",28599.25,0.375,0.625,0.5,0.75
64192801,"Basel",10667,0.125,0.625,0.5,0.75
64193501,"Basel",13030,0.375,0.375,0.25,0.5
64193601,"Basel",5943.75,0.375,0.125,0,0.25
64194201,"Basel",19376.75,0.125,0.625,0.5,0.75
64194501,"Basel",7965.625,0.375,0.625,0.5,0.75
64194701,"Basel",8756,0.625,0.375,0.5,0.25
64195101,"Basel",10511.75,0.5,0.75,0.75,0.75
64195201,"Basel",8142,0.5,0.25,0.5,0
64195501,"Basel",9203.25,0.5,0.75,1,0.5
64195601,"Basel",14952.875,0.375,0.625,0.25,1
64196601,"Basel",10261.625,0.625,0.375,0.5,0.25
64196701,"Basel",7107.5,0.75,0.5,0.5,0.5
64197801,"Basel",12532,0.875,0.625,0.5,0.75
64198101,"Basel",18699.625,0.625,0.375,0.25,0.5
64198701,"Basel",7938.625,0.25,0.5,0.75,0.25
64199201,"Basel",12430.625,0.375,0.375,0.5,0.25
64199301,"Basel",11102.375,0.375,0.625,0.75,0.5
64199601,"Basel",7386.125,0.375,0.625,0.75,0.5
64200501,"Basel",2014.875,0.375,0.625,0.75,0.5
64200601,"Basel",14094.625,0.25,0.25,0.5,0
64200901,"Basel",11307.625,0.375,0.625,0.75,0.5
64202001,"Basel",12456.5,0.375,0.375,0.25,0.5
64202201,"Basel",11694,0,0.5,0.25,0.75
64202501,"Basel",8415,0.25,0.5,0.5,0.5
64202601,"Basel",12083.75,0.375,0.125,0,0.25
64202701,"Basel",12232.875,0.25,0.5,0.5,0.5
64202901,"Basel",10202.875,0.5,0.75,0.75,0.75
64204201,"Basel",11931,0.5,0.75,0.75,0.75
64204501,"Basel",7271.875,0.25,0.5,0.75,0.25
64204601,"Basel",9214,0.625,0.375,0.25,0.5
64204701,"Basel",10950.875,0.25,0.75,0.5,1
64205801,"Basel",10723.25,0.125,0.375,0.5,0.25
64205901,"Basel",6039.375,0.125,0.625,0.5,0.75
64206701,"Basel",8611.125,0.375,0.625,0.75,0.5
64207301,"Basel",9105.625,0.125,0.375,0.25,0.5
64207801,"Basel",8133,0.375,0.625,0.75,0.5
64207901,"Basel",13163.625,0.375,0.625,0.5,0.75
64209301,"Basel",18510.75,0.875,0.625,0.5,0.75
64211001,"Basel",9252,0.375,0.375,0.75,0
64212701,"Basel",9246.125,0.625,0.375,0.25,0.5
65000201,"Berlin",9738.625,0.625,0.375,0.25,0.5
65000301,"Berlin",10543.125,0.5,0.75,0.75,0.75
65000501,"Berlin",7294.875,0.375,0.625,0.75,0.5
65000601,"Berlin",14080,0.75,0.5,0.5,0.5
65000701,"Berlin",10935.75,0.375,0.625,0.75,0.5
65000801,"Berlin",12238.5,0.875,0.625,0.75,0.5
65000901,"Berlin",14026.5,0.375,0.625,0.75,0.5
65001001,"Berlin",5172.25,0.5,0.25,0,0.5
65001101,"Berlin",7966.125,0.25,0.75,0.75,0.75
65001201,"Berlin",10445,0.375,0.375,0.5,0.25
65001301,"Berlin",13515.875,0.125,0.375,0.5,0.25
65001401,"Berlin",3960.125,0.375,0.375,0.5,0.25
65001501,"Berlin",29212,0.625,0.125,0.25,0
65001601,"Berlin",5465.75,0,0.5,0.75,0.25
65001701,"Berlin",9009.375,0.5,0.75,0.5,1
65001801,"Berlin",6457.875,0.125,0.375,0.25,0.5
65001901,"Berlin",8624.75,0.625,0.125,0.25,0
65002001,"Berlin",11977.25,0.375,0.625,0.25,1
65002101,"Berlin",5966.25,0.5,0.75,0.75,0.75
65002201,"Berlin",5834.75,0.125,0.625,0.5,0.75
65002301,"Berlin",5389.875,0.125,0.625,0.5,0.75
65002401,"Berlin",8342,0.375,0.875,1,0.75
65002501,"Berlin",10571.125,0.25,0.5,0.75,0.25
65002601,"Berlin",4205,0.75,0.75,0.75,0.75
65002701,"Berlin",6114.25,0.375,0.125,0.25,0
65002801,"Berlin",8253.75,0.125,0.375,0.5,0.25
65002901,"Berlin",11891.375,0.625,0.625,0.5,0.75
65003001,"Berlin",9872.5,0.375,0.125,0.25,0
65003101,"Berlin",10193,0.375,0.625,1,0.25
65003201,"Berlin",8096.25,0.375,0.375,0.5,0.25
65003301,"Berlin",10594.75,0.5,0.5,0.5,0.5
65003401,"Berlin",5638.5,0.25,0.5,0.5,0.5
65003501,"Berlin",9699.5,0.5,0.25,0.25,0.25
65003601,"Berlin",12066.75,0.25,0.5,0.75,0.25
65003701,"Berlin",9110.75,0.25,0.25,0.25,0.25
65003801,"Berlin",10896.5,0.375,0.625,0.5,0.75
65003901,"Berlin",11128.875,0.625,0.375,0,0.75
65004001,"Berlin",6734,0.625,0.375,0.5,0.25
65004101,"Berlin",5487.25,0.5,1,1,1
65004201,"Berlin",7837.75,0.125,0.375,0.25,0.5
65004301,"Berlin",5615,0.125,0.375,0.5,0.25
65004401,"Berlin",8410.125,0.25,0.25,0.5,0
65004501,"Berlin",5371.25,0.75,0.5,0.25,0.75
65004601,"Berlin",5270,0.25,0.25,0.5,0
65004701,"Berlin",18581.75,0.5,0.25,0.5,0
65004801,"Berlin",22743.875,0.5,0.75,1,0.5
65004901,"Berlin",8319.75,0.5,0.75,0.5,1
65005001,"Berlin",6450.5,0.25,0.25,0.25,0.25
65005101,"Berlin",11083.5,0.25,0.25,0.25,0.25
65005201,"Berlin",13202.5,0.125,0.375,0.5,0.25
65005301,"Berlin",6460.125,0.625,0.625,1,0.25
65005401,"Berlin",8504.25,0.5,0.5,0.5,0.5
65005501,"Berlin",15477.25,0.25,0.75,0.5,1
65005601,"Berlin",26792.75,0.625,0.375,0.25,0.5
65005701,"Berlin",7049.375,0.375,0.625,0.5,0.75
65005801,"Berlin",6458.375,0.125,0.375,0,0.75
65005901,"Berlin",9522.25,0.625,0.375,0.25,0.5
65006001,"Berlin",5004.125,0.375,0.375,0.5,0.25
65006101,"Berlin",8928.625,0.5,0.5,0.75,0.25
65006201,"Berlin",8462.75,0.375,0.375,0.25,0.5
65006301,"Berlin",8841.25,0.625,0.625,0.5,0.75
65006401,"Berlin",11592.5,0.625,0.375,0.5,0.25
65006501,"Berlin",11306.375,0.5,0.25,0.25,0.25
65006601,"Berlin",4693.25,0.375,0.125,0,0.25
65006701,"Berlin",6430.25,0.375,0.625,0.5,0.75
65006801,"Berlin",6986,0.375,0.625,0.75,0.5
65006901,"Berlin",8986.125,0.375,0.375,0.5,0.25
65007001,"Berlin",9754.875,0.375,0.375,0.25,0.5
65007101,"Berlin",16201.875,0.375,0.125,0.25,0
65007201,"Berlin",8653.375,0.75,0.5,0.25,0.75
65007301,"Berlin",8755.75,0.625,0.625,0.75,0.5
65007401,"Berlin",7132,0.375,0.625,0.75,0.5
65007501,"Berlin",7228.875,0.5,0.25,0,0.5
65007601,"Berlin",10665.25,0.625,0.375,0.25,0.5
65007701,"Berlin",4572.375,0.625,0.375,0.25,0.5
65007801,"Berlin",11098.125,0.25,0.5,0.75,0.25
65007901,"Berlin",9406.25,0.25,0.5,0.25,0.75
65008001,"Berlin",9580.125,0.375,0.625,0.75,0.5
65008101,"Berlin",12407.25,0.5,0.5,0.75,0.25
65008201,"Berlin",15796.875,0.5,0,0,0
65008301,"Berlin",7665.875,0.625,0.875,0.75,1
65008401,"Berlin",6320.125,0.25,0.5,0.75,0.25
65008501,"Berlin",6985.375,0.125,0.625,0.5,0.75
65008601,"Berlin",9677.5,0.625,0.875,0.75,1
65008701,"Berlin",5956,0.125,0.625,0.5,0.75
65008901,"Berlin",7872,0.625,0.375,0.5,0.25
65009001,"Berlin",7976.75,0.375,0.625,0.75,0.5
65009101,"Berlin",11877.125,0.25,0.5,0.25,0.75
65009201,"Berlin",5534.375,0.5,0.5,0.75,0.25
65009301,"Berlin",6505,0.75,0.5,0.25,0.75
65009401,"Berlin",7679.625,0.125,0.375,0.5,0.25
65009501,"Berlin",13050.125,0.375,0.375,0.5,0.25
65009601,"Berlin",7806,0.375,0.625,0.75,0.5
65009701,"Berlin",15146.625,0.875,0.625,0.5,0.75
65009801,"Berlin",7850.75,0.5,0.75,1,0.5
65009901,"Berlin",10979.5,0.875,0.375,0.5,0.25
65010001,"Berlin",3466.375,0.125,0.625,0.5,0.75
65010101,"Berlin",7657.125,0.375,0.625,0.75,0.5
65010201,"Berlin",9649.875,0.5,0.25,0,0.5
65010301,"Berlin",10294.375,0.5,0.25,0.5,0
65010401,"Berlin",21182.125,0.375,0.625,0.75,0.5
65010601,"Berlin",9966.875,0.25,0.5,0.75,0.25
65011001,"Berlin",11773.125,0.75,0.5,0.5,0.5
65011101,"Berlin",18481,0.625,0.625,0.75,0.5
65011201,"Berlin",5690,0.5,0.75,0.75,0.75
65011301,"Berlin",19929.75,0.75,0.75,1,0.5
65011401,"Berlin",9402.375,0.25,0.25,0.25,0.25
65011501,"Berlin",21918.375,0.875,0.375,0.75,0
65011601,"Berlin",6808.5,0.25,0.25,0.5,0
65011701,"Berlin",8752.625,0.25,0.5,0.25,0.75
65011801,"Berlin",9652.75,0.625,0.625,0.75,0.5
65011901,"Berlin",5509.125,0.875,0.375,0.25,0.5
65012001,"Berlin",6565.375,0.25,0.5,0.5,0.5
65012101,"Berlin",8597.25,0.375,0.375,0.5,0.25
65012201,"Berlin",10211,0.375,0.625,0.5,0.75
65012301,"Berlin",18394.25,0.5,0.25,0.25,0.25
65012401,"Berlin",4537.875,0.25,0.5,0.5,0.5
65012501,"Berlin",6984.75,0.375,0.625,0.5,0.75
65012601,"Berlin",9142.375,0.25,0.5,0.5,0.5
65012701,"Berlin",7576.25,0.375,0.375,0.75,0
65012801,"Berlin",10950,0.5,0.25,0,0.5
65012901,"Berlin",8853.25,0.375,0.875,0.75,1
65013001,"Berlin",6273,0.5,0.25,0,0.5
65013101,"Berlin",9227.875,0.5,1,1,1
65013201,"Berlin",5663.625,0.25,0.5,0,1
65013301,"Berlin",8053.875,0,0.5,0.5,0.5
65013401,"Berlin",9440.875,0,0.5,0.5,0.5
65013501,"Berlin",7020.25,0,0.5,0.25,0.75
65013601,"Berlin",13203,0.75,0.5,0.75,0.25
65013701,"Berlin",6353,0.5,0.75,0.75,0.75
65013801,"Berlin",9565.125,0.25,0.25,0.5,0
65013901,"Berlin",10917.125,0.25,0.25,0.5,0
65014001,"Berlin",7818.875,0.5,0.25,0.25,0.25
65014101,"Berlin",6284.125,0.375,0.625,0.5,0.75
65014201,"Berlin",8377.625,0.375,0.625,0.5,0.75
65014401,"Berlin",7973.625,0.25,0.5,0.75,0.25
65014501,"Berlin",4281.75,0.625,0.375,0.5,0.25
65014601,"Berlin",10300.875,0.375,0.625,0.75,0.5
65014701,"Berlin",14021.875,0.75,0.75,0.75,0.75
65014801,"Berlin",10434.375,0.125,0.625,0.5,0.75
65014901,"Berlin",7289.375,0.375,0.375,0.5,0.25
65015401,"Berlin",9756,0.25,0.5,0.5,0.5
65015501,"Berlin",5455.625,0.125,0.375,0.25,0.5
65015601,"Berlin",11277.625,0.25,0.5,0.5,0.5
65015801,"Berlin",7524.5,0.5,0.5,0.5,0.5
65015901,"Berlin",9873.75,0.25,0.5,0.5,0.5
65016001,"Berlin",6217.25,0.375,0.375,0.25,0.5
65016101,"Berlin",7329.75,0.125,0.375,0.75,0
65016201,"Berlin",13678.625,0.375,0.875,0.75,1
65016301,"Berlin",8272,0.625,0.375,0.25,0.5
65016401,"Berlin",5308.25,0.625,0.375,0.5,0.25
65016501,"Berlin",9485.75,0.375,0.875,0.75,1
65016601,"Berlin",11364.625,0.75,0.25,0.25,0.25
65016701,"Berlin",20251.75,1,0.5,0.25,0.75
65016801,"Berlin",11170,0.75,0.5,0.75,0.25
65016901,"Berlin",14269.625,0,0.5,0.5,0.5
65017001,"Berlin",13614.5,1,0.5,0.25,0.75
65017101,"Berlin",9216.875,0.875,0.375,0.25,0.5
65017201,"Berlin",16204.375,0.375,0.125,0.25,0
65017301,"Berlin",8991,0.75,0.75,0.5,1
65017401,"Berlin",6216.25,0.5,0.25,0.25,0.25
65017501,"Berlin",11257,0.625,0.625,0.5,0.75
65017601,"Berlin",16297.5,0,0.5,0.25,0.75
65017701,"Berlin",9669.5,0.5,0.75,0.75,0.75
65017801,"Berlin",9060.875,0.625,0.375,0.5,0.25
65017901,"Berlin",8889.875,0.25,0.5,0.25,0.75
65018001,"Berlin",6741.125,0.25,0.5,0.25,0.75
65018101,"Berlin",11843.875,0.375,0.375,0.5,0.25
65018201,"Berlin",11308.875,0.625,0.375,0.25,0.5
65018301,"Berlin",6536.375,0.25,0.5,0,1
65018401,"Berlin",4780.5,0.5,0.5,0.5,0.5
65018501,"Berlin",7860,0.5,0.75,1,0.5
65018601,"Berlin",4492.875,1,0.5,1,0
65018701,"Berlin",6504.375,0.5,0.5,0.5,0.5
