"partid","gen_valence","gen_arousal","gen_arouspos","gen_arousneg","gen_happy","gen_afraid","gen_sad","gen_angry","gen_motivat","gen_concentr","gen_timepr","gen_tired","pre_valence","pre_arousal","pre_arouspos","pre_arousneg","pre_happy","pre_afraid","pre_sad","pre_angry","pre_motivat","pre_concentr","pre_timepr","pre_tired","mid1_valence","mid1_arousal","mid1_arouspos","mid1_arousneg","mid1_happy","mid1_afraid","mid1_sad","mid1_angry","mid1_motivat","mid1_concentr","mid1_timepr","mid1_tired","mid2_valence","mid2_arousal","mid2_arouspos","mid2_arousneg","mid2_happy","mid2_afraid","mid2_sad","mid2_angry","mid2_motivat","mid2_concentr","mid2_timepr","mid2_tired","post_valence","post_arousal","post_arouspos","post_arousneg","post_happy","post_afraid","post_sad","post_angry","post_motivat","post_concentr","post_timepr","post_tired"
65008301,80,48,70,20,85,29,10,39,70,55,69,40,70,60,71,0,80,55,0,0,80,85,10,60,79,60,71,0,88,0,0,0,90,59,0,58,52,69,59,9,61,0,5,31,91,81,53,60,54,38,54,0,75,0,0,65,45,43,55,65
65008401,84,49,70,29,80,29,20,21,100,90,59,44,90,16,71,0,85,0,1,0,95,90,0,10,90,20,59,0,85,0,0,0,89,89,0,11,85,20,45,5,95,0,0,1,90,84,0,15,89,10,10,0,85,1,0,1,95,86,9,16
65008501,70,40,70,31,89,90,70,80,91,79,80,30,59,39,60,11,60,59,70,1,89,90,9,20,10,68,60,10,72,23,9,70,80,81,10,9,71,70,68,19,70,30,31,9,73,62,16,25,81,74,68,25,67,53,37,25,34,57,65,60
65008601,95,39,93,19,100,0,5,20,90,69,73,81,89,10,49,0,78,0,0,0,69,81,0,39,11,90,8,91,12,0,15,88,35,35,15,0,79,37,63,15,77,0,0,12,25,80,71,57,94,98,97,0,54,66,0,4,83,100,73,8
65008701,100,30,71,10,94,35,11,0,80,72,31,21,80,6,49,0,84,15,0,1,66,93,0,12,68,29,62,1,42,12,2,67,90,92,2,9,73,15,45,3,62,22,8,1,36,69,1,26,62,15,41,0,59,6,34,1,23,12,69,78
65008901,69,71,89,19,70,20,31,29,70,30,30,89,75,18,69,0,69,0,20,0,71,50,0,75,70,22,65,24,72,10,0,17,35,55,39,72,64,24,59,37,64,8,12,39,29,29,67,71,69,13,57,24,71,19,3,14,35,60,20,70
65009001,69,50,26,6,31,9,16,4,80,82,31,5,83,21,9,0,53,0,3,0,84,71,0,40,47,57,7,58,50,0,5,38,70,67,11,21,81,69,76,9,66,0,0,2,83,80,18,56,54,53,21,5,60,0,10,0,26,72,0,65
65009101,74,75,69,56,67,35,38,55,88,87,70,37,58,43,38,19,63,15,32,40,78,78,30,69,73,68,60,34,68,36,28,40,75,80,66,25,57,62,57,36,60,33,32,41,70,66,38,75,46,19,18,18,29,12,21,27,14,33,38,8
65009201,74,56,67,22,62,48,46,13,71,70,75,14,71,29,31,0,71,0,8,0,55,31,10,85,84,57,72,3,77,5,0,19,78,78,15,66,82,44,30,0,65,0,0,0,31,38,24,76,60,26,23,9,57,0,42,0,29,30,14,76
65009301,74,38,71,39,81,14,28,7,79,32,80,26,63,36,59,1,57,1,0,0,77,78,1,9,47,70,62,64,37,7,38,46,67,76,16,3,47,58,36,70,39,55,5,60,27,27,26,73,40,12,0,6,0,5,1,20,1,0,0,100
65009401,69,30,60,2,69,46,13,14,64,47,45,76,69,15,54,45,54,1,0,21,62,31,1,98,76,82,70,26,64,10,0,49,65,54,0,47,90,65,66,10,77,8,2,5,73,47,2,29,72,60,68,23,61,5,7,7,37,55,4,64
65009501,85,30,65,0,95,0,10,0,50,69,0,70,100,69,80,0,79,0,0,0,84,61,0,71,79,76,78,67,88,13,10,63,79,78,0,69,78,66,65,60,65,0,0,52,62,59,0,72,78,21,40,0,84,0,4,0,30,29,0,59
65009601,60,81,70,53,70,32,50,42,61,43,71,69,42,11,10,41,40,1,59,60,69,71,11,89,69,69,58,47,69,0,69,20,40,42,2,80,80,59,59,60,58,0,60,31,65,59,11,60,53,18,30,15,41,0,60,60,41,42,67,70
65009701,79,71,70,19,82,14,47,26,54,55,74,80,74,53,66,8,80,6,9,5,36,47,23,82,25,82,44,64,34,66,28,81,67,64,57,55,36,69,27,66,45,24,25,76,74,84,45,80,57,35,37,65,67,12,25,79,38,26,29,70
65009801,80,40,100,0,89,29,10,0,100,89,71,31,100,71,100,0,79,39,0,0,89,100,11,0,41,60,70,11,80,0,0,59,91,100,0,0,79,21,31,0,91,11,0,0,30,30,0,79,89,0,29,69,90,0,0,71,11,1,100,90
65009901,79,46,21,22,80,20,20,9,100,100,100,60,60,80,60,31,70,39,30,19,100,100,11,20,30,34,38,70,53,11,27,80,70,78,10,12,69,43,47,40,59,22,19,19,61,89,19,32,58,40,31,60,56,30,55,57,40,79,80,39
65010001,69,31,60,70,89,69,60,40,80,79,70,70,79,30,69,30,80,60,31,39,78,69,80,70,19,30,59,70,31,60,70,31,60,31,60,40,40,40,58,69,40,59,70,60,58,60,40,69,70,73,62,61,40,59,69,69,71,69,70,69
65010101,70,31,60,30,53,41,45,31,41,41,29,41,61,40,55,0,53,0,0,0,66,77,0,70,67,38,54,0,53,0,0,0,47,42,0,63,61,14,41,0,55,0,0,0,56,46,0,78,70,56,55,0,55,0,0,0,56,55,20,59
65010201,59,60,61,10,70,60,19,20,80,81,70,20,71,10,21,0,71,0,0,0,89,90,9,0,0,89,10,69,11,0,30,100,80,80,0,20,11,37,0,72,31,0,68,60,70,32,0,80,80,19,69,0,79,0,0,0,79,81,0,80
65010301,85,90,69,41,85,41,41,79,100,100,82,80,99,39,69,1,100,0,1,0,99,100,0,64,100,0,56,0,100,0,0,11,77,99,0,79,99,0,99,1,90,0,0,0,80,69,0,100,99,29,74,0,99,0,4,0,63,98,0,57
65010401,75,59,77,40,89,53,55,54,100,92,86,48,75,35,58,19,64,13,30,0,80,64,25,62,52,27,56,55,64,24,25,31,69,56,55,54,55,23,59,15,76,15,18,18,64,57,42,30,59,21,58,30,56,12,31,15,54,43,56,69
65010601,80,59,79,60,70,31,28,30,100,74,40,40,90,69,80,20,89,23,11,19,81,80,20,40,78,75,29,78,80,9,21,80,92,86,10,21,80,71,61,25,79,16,13,0,53,64,18,68,70,21,69,10,87,7,12,8,19,24,19,81
65011001,81,53,67,38,81,20,19,21,83,69,71,60,68,68,80,13,80,16,15,9,69,69,42,63,62,65,61,25,77,12,15,12,74,65,26,65,40,73,30,71,32,24,28,27,24,63,93,82,55,69,54,19,60,9,36,41,26,64,64,82
65011101,89,72,97,21,69,30,31,21,96,95,70,31,90,60,59,0,81,0,0,0,100,100,12,0,72,89,81,13,78,10,12,22,98,100,59,1,87,21,41,12,59,0,0,10,98,100,59,41,81,13,41,39,77,0,0,31,31,90,98,81
65011201,85,10,75,0,80,20,60,11,85,50,25,50,74,26,78,25,89,15,38,0,87,89,5,36,44,63,66,75,66,53,53,67,76,38,40,33,65,55,53,24,53,53,29,33,80,80,58,64,81,64,53,66,70,28,38,29,100,60,100,67
65011301,63,66,59,41,64,25,40,28,66,75,61,83,76,56,58,19,57,8,22,6,64,79,12,29,28,66,64,43,61,26,30,35,35,40,78,56,37,68,21,47,38,20,15,63,33,33,80,79,20,78,33,60,40,16,11,76,33,27,68,61
65011401,80,30,98,14,70,22,19,20,80,80,26,31,88,61,64,0,74,0,0,0,100,100,0,27,79,36,80,0,80,0,13,0,88,82,0,62,85,66,88,2,82,0,1,0,79,76,2,64,79,76,73,0,70,1,19,0,80,78,0,61
65011501,60,20,60,21,60,31,30,21,41,60,60,21,31,60,30,70,40,0,0,10,59,70,0,20,40,62,20,60,51,0,30,39,61,70,0,20,47,20,17,9,25,0,11,0,30,60,0,57,11,9,55,58,41,0,0,28,37,16,0,70
65011601,100,31,95,10,89,60,10,10,99,100,31,40,100,40,64,0,70,10,0,0,81,90,0,70,70,70,69,30,69,21,0,54,80,90,70,30,80,70,58,0,79,19,0,0,70,80,71,12,86,24,58,0,70,1,0,0,46,73,14,70
65011701,59,35,75,11,84,21,30,23,76,29,85,69,80,39,69,0,81,0,10,0,100,90,0,0,60,90,85,11,90,0,0,79,100,100,0,0,61,95,80,90,76,0,17,64,100,91,0,0,43,68,79,57,77,0,54,17,10,0,26,85
65011801,91,67,85,20,93,64,30,21,73,60,74,66,81,60,69,10,80,23,6,0,71,70,41,80,69,78,69,26,70,10,30,39,68,83,31,74,71,68,66,36,68,20,22,33,58,41,38,69,81,59,74,11,85,5,9,5,63,68,30,39
65011901,84,47,69,3,86,36,10,9,86,75,41,25,88,24,54,5,84,0,0,0,62,65,0,55,76,70,72,2,84,7,0,13,69,75,0,36,76,32,55,2,74,0,0,0,59,58,0,38,90,8,60,0,66,0,0,0,65,42,0,65
65012001,70,21,14,0,79,8,0,0,78,71,79,71,70,20,23,0,72,0,0,0,63,68,71,85,74,76,72,0,74,0,0,0,84,89,72,30,81,76,71,22,74,0,0,0,19,22,0,12,83,78,81,0,74,0,17,0,10,9,100,99
65012101,100,57,90,0,100,7,0,16,100,82,50,20,90,52,54,0,78,0,0,0,88,78,9,31,13,69,24,69,17,20,68,80,79,68,0,12,64,46,27,61,32,0,1,22,33,25,43,62,77,44,60,4,56,0,13,0,28,27,55,55
65012201,89,80,100,0,100,30,0,20,98,90,59,39,100,39,69,0,70,40,0,0,69,61,60,59,83,60,65,0,78,0,0,0,69,79,58,46,78,70,0,0,79,0,0,0,74,66,60,45,88,34,61,0,57,0,0,0,39,27,64,34
65012301,80,71,79,20,89,60,10,0,79,79,81,60,69,60,55,0,70,9,0,0,89,89,0,39,41,80,36,41,29,0,1,37,89,89,58,20,11,84,3,93,0,1,43,88,17,14,0,71,60,68,17,0,63,0,5,25,65,60,65,25
65012401,79,40,69,18,81,20,10,13,91,79,68,21,76,54,69,11,85,13,12,9,77,81,14,49,38,65,57,14,52,16,19,34,86,79,20,30,67,62,73,14,71,14,11,13,68,70,21,44,57,58,57,46,56,7,41,29,54,43,26,46
65012501,60,70,68,41,70,59,31,53,89,80,70,44,43,42,69,35,54,30,59,39,80,69,21,31,70,67,70,9,69,11,70,61,71,70,31,39,68,30,31,20,80,11,58,70,60,78,21,80,70,80,80,1,88,36,63,60,88,90,11,11
65012601,89,67,69,11,80,15,33,33,70,79,26,24,70,29,55,0,66,0,29,0,65,70,0,90,69,20,60,0,31,0,11,0,40,59,20,74,65,22,54,30,67,0,12,0,59,76,10,55,49,16,59,6,34,0,0,0,38,35,15,41
65012701,79,60,60,20,71,20,30,10,79,38,19,78,69,40,10,10,60,10,30,11,58,69,21,70,68,71,69,1,73,20,20,4,67,69,21,59,61,40,20,34,46,22,27,20,46,57,29,83,69,30,31,21,54,22,23,24,22,39,69,71
65012801,29,31,31,40,11,79,41,41,59,39,21,61,59,59,41,0,20,41,21,9,79,70,59,71,31,59,20,31,11,59,21,59,59,41,29,68,30,69,40,21,15,59,30,69,80,60,11,60,19,69,9,61,0,41,51,70,10,30,70,59
65012901,80,60,70,20,80,10,20,20,69,50,80,70,100,60,74,0,90,0,0,0,100,90,10,65,40,69,40,60,59,0,0,69,80,80,11,9,55,70,60,55,55,0,0,59,70,70,20,65,69,60,54,0,69,0,0,0,60,40,0,70
65013001,88,30,70,64,69,46,32,41,76,47,70,60,90,31,74,19,70,10,8,2,72,68,21,67,31,74,75,75,48,37,57,63,80,66,73,28,37,65,42,64,30,4,45,33,66,41,80,41,62,39,64,23,60,30,17,24,64,71,14,70
65013101,39,21,31,20,33,60,59,20,70,30,30,60,69,31,30,10,65,0,30,0,41,36,0,75,30,66,59,59,55,0,11,65,58,69,10,70,59,30,25,24,58,3,19,29,34,59,3,75,65,20,58,60,52,12,65,55,26,16,0,89
65013201,90,30,70,10,90,11,5,21,90,71,71,20,90,18,60,0,80,0,0,1,100,88,0,19,39,69,62,0,80,0,56,40,100,94,0,0,60,71,80,21,68,0,0,2,90,82,0,59,95,70,72,0,88,0,0,0,69,38,23,70
65013301,91,61,90,39,90,61,20,20,89,80,60,41,91,70,94,0,79,0,0,0,89,70,9,41,31,83,15,72,34,2,64,90,81,67,0,42,29,0,5,0,53,0,0,10,23,10,2,100,82,30,65,5,85,1,0,4,25,29,5,83
65013401,70,40,61,40,41,41,59,31,70,69,31,58,69,60,62,21,60,21,21,10,70,70,21,60,31,69,70,41,29,21,31,60,79,80,21,20,30,39,31,39,31,20,31,71,59,40,69,31,21,30,39,41,31,20,30,60,30,41,21,39
65013501,90,19,86,19,97,19,0,2,98,91,30,19,98,11,96,0,81,12,0,0,97,95,39,20,71,33,44,36,62,31,35,59,68,68,36,16,42,53,47,63,39,20,63,64,65,34,40,6,87,19,81,23,7,19,3,8,78,79,30,40
65013601,79,29,21,70,79,69,12,58,78,90,39,60,88,1,0,0,85,0,0,0,68,89,10,90,58,61,11,71,62,4,42,69,90,35,56,65,28,57,2,63,19,0,27,79,16,17,20,80,45,65,19,66,30,8,1,74,19,26,96,91
65013701,92,12,100,22,100,44,35,51,35,62,0,79,75,0,21,0,64,0,34,0,40,74,0,74,21,25,7,39,40,20,66,62,32,71,0,67,84,68,0,0,63,18,0,20,29,63,0,60,86,73,0,0,63,0,0,0,65,81,68,0
65013801,69,80,65,13,66,25,60,22,70,55,100,0,100,21,20,0,68,0,29,17,100,80,0,50,36,83,58,57,64,0,11,69,100,100,0,23,0,35,0,77,0,0,23,100,38,57,0,0,41,35,11,40,55,0,38,30,25,42,64,63
65013901,69,49,71,60,85,31,25,40,60,60,71,24,70,30,60,10,59,10,8,7,80,60,57,21,68,47,55,13,59,24,19,38,72,37,71,17,24,40,62,12,68,5,27,60,74,79,21,18,60,31,67,22,63,31,28,31,43,36,28,61
65014001,81,20,80,10,79,11,10,10,79,79,20,31,59,5,69,11,59,4,11,0,89,89,4,69,40,58,44,55,41,6,25,58,70,57,20,59,80,11,69,0,70,0,4,0,89,89,20,21,54,31,58,36,59,0,35,11,70,79,21,69
65014101,31,40,10,44,19,70,80,54,35,59,19,60,50,22,0,0,41,0,36,21,63,63,21,80,40,57,8,57,30,31,42,68,61,60,24,82,48,57,19,44,20,21,29,35,65,64,59,84,46,19,16,25,10,13,58,15,63,58,0,100
65014201,89,35,69,20,79,31,21,25,65,64,21,40,79,21,69,11,80,9,9,11,59,75,11,61,31,79,43,70,59,10,30,61,80,79,20,31,70,61,60,40,64,10,10,29,70,70,10,45,59,31,40,12,56,9,8,10,36,38,7,69
65014401,60,30,55,39,39,69,44,31,69,66,59,79,80,20,69,21,89,31,20,20,70,80,60,79,41,58,60,65,40,59,64,63,63,75,58,31,70,31,60,40,67,31,25,19,64,68,63,72,60,39,40,34,59,31,39,39,30,29,68,74
65014501,68,50,74,45,55,70,30,57,68,70,44,56,60,1,60,0,73,0,10,0,90,85,3,0,39,66,41,42,59,0,0,40,43,34,30,3,19,100,0,18,5,1,69,85,21,13,71,70,61,40,68,2,69,0,0,0,19,10,21,63
65014601,60,70,84,31,69,56,60,30,65,47,67,62,42,39,55,63,58,20,43,60,77,79,42,57,61,60,63,34,66,14,12,27,63,77,18,38,58,26,64,27,65,23,39,35,68,66,57,61,60,33,47,56,65,22,37,38,60,38,66,68
65014701,80,40,70,61,89,10,10,30,71,20,74,11,80,30,71,0,89,0,0,0,90,80,10,10,61,60,59,10,61,0,0,61,70,70,0,0,60,30,62,0,70,0,0,0,73,75,59,67,78,0,0,0,60,0,0,1,33,27,39,70
65014801,89,31,87,0,82,20,15,7,87,70,32,8,74,0,76,49,82,0,0,0,91,93,9,11,100,68,100,0,100,0,0,0,81,73,0,0,70,74,38,33,64,0,0,0,41,0,30,69,84,66,70,0,89,0,0,0,65,68,0,37
65014901,70,59,63,33,71,14,10,31,78,79,59,63,69,17,59,0,72,0,0,0,73,61,0,79,65,78,75,20,67,0,0,20,75,74,0,17,48,55,30,63,41,0,44,63,26,0,67,58,53,44,54,56,59,39,38,62,42,40,11,36
65015401,86,69,87,26,89,21,13,20,85,76,66,21,88,21,49,0,81,0,0,0,92,85,0,20,70,80,67,17,64,0,9,21,81,84,0,0,75,28,44,0,67,0,1,0,76,73,0,31,72,36,34,0,54,0,0,0,64,66,66,71
65015501,80,40,40,59,89,31,11,41,89,69,20,59,90,10,81,0,100,0,0,0,92,100,19,0,30,29,25,66,83,0,30,60,71,76,0,0,70,10,26,19,35,0,23,0,28,30,38,90,79,20,71,8,74,0,14,0,37,36,70,72
65015601,92,79,94,16,91,27,5,31,91,85,67,24,87,36,56,0,67,1,0,0,77,73,27,79,73,29,59,0,59,0,0,0,76,61,28,68,62,0,0,0,53,0,0,0,36,20,0,100,86,5,30,0,56,0,0,0,36,33,0,67
65015801,80,25,77,30,75,20,37,17,86,76,20,21,52,18,18,2,71,1,16,8,69,72,1,14,69,14,19,16,69,9,13,10,76,71,5,10,67,19,53,15,61,4,8,17,71,70,13,18,81,16,57,13,78,8,9,8,77,77,5,13
65015901,80,19,58,39,64,11,21,48,79,69,94,60,66,8,48,3,42,0,0,0,94,77,0,66,47,69,29,0,55,2,0,42,84,87,0,57,77,59,59,0,71,0,0,1,69,67,0,0,76,17,64,2,82,0,0,2,75,76,0,24
65016001,70,30,60,11,53,59,19,21,60,46,31,70,60,40,53,0,41,1,5,0,80,70,0,69,47,78,80,8,49,30,6,38,71,81,16,20,49,59,39,59,36,4,3,26,91,87,53,60,55,27,13,15,24,4,14,14,13,6,13,82
65016101,94,78,82,6,96,9,7,4,68,69,33,44,97,23,65,0,84,0,0,0,90,92,0,80,80,40,68,7,76,0,0,0,69,81,22,45,59,66,82,46,65,0,0,53,58,79,61,35,91,27,80,0,86,0,0,0,34,53,29,41
65016201,80,19,61,10,80,31,20,20,58,20,39,69,60,20,59,20,59,0,9,20,60,30,11,79,59,59,40,60,59,10,20,32,60,60,31,20,41,65,29,30,39,10,10,41,29,30,14,70,42,38,40,55,18,2,19,22,40,9,11,69
65016301,89,23,80,10,91,10,9,11,80,80,41,21,80,29,70,0,85,0,0,0,70,69,0,30,68,59,69,30,70,11,20,31,69,80,20,59,64,31,41,20,70,2,10,10,61,69,9,41,60,28,58,10,60,11,8,21,61,47,30,61
65016401,80,40,89,11,90,21,0,0,79,80,30,21,90,21,70,0,79,0,0,0,80,80,0,10,40,70,31,60,41,0,60,61,71,89,0,0,61,69,40,60,61,20,0,39,71,80,0,11,80,29,69,0,69,0,0,0,70,71,30,31
65016501,80,59,70,35,100,87,39,16,92,66,100,76,92,34,61,15,77,0,0,3,84,85,0,64,40,66,71,61,62,16,2,54,77,73,18,14,27,31,5,43,21,3,55,44,11,13,73,99,58,12,45,19,62,0,17,17,30,32,61,74
65016601,76,45,79,30,80,59,30,31,65,55,40,59,90,23,89,1,89,19,0,0,69,65,0,80,10,80,19,79,30,80,90,89,80,73,0,21,41,39,40,56,70,45,21,40,30,20,0,69,60,30,70,25,71,54,17,21,76,39,29,55
65016701,56,69,46,47,71,35,59,55,81,61,74,68,75,42,42,23,65,17,37,25,80,64,28,59,53,47,55,52,53,30,46,46,54,54,39,53,66,30,29,54,53,21,30,39,35,31,29,86,44,33,23,56,45,15,24,55,40,59,53,57
65016801,70,53,25,11,55,40,49,39,70,53,40,60,73,55,31,11,52,10,11,10,70,70,60,40,65,66,63,10,49,5,5,10,70,85,5,15,55,48,20,5,39,5,4,3,60,70,10,60,47,46,16,55,27,6,9,56,54,54,64,45
65016901,59,58,74,77,65,75,66,24,81,79,94,72,75,23,80,0,74,0,13,3,93,95,9,55,0,57,17,90,14,27,30,85,40,77,9,11,5,79,14,77,15,14,11,79,24,27,24,65,58,25,68,25,62,33,38,25,23,64,69,81
65017001,76,30,40,20,79,64,24,30,69,80,30,30,80,20,70,0,70,0,0,0,85,86,6,57,5,80,13,18,0,19,7,90,72,72,11,41,80,39,64,23,75,0,6,9,80,62,10,56,70,40,53,9,70,0,0,5,58,58,9,66
65017101,92,50,100,2,98,15,2,30,50,14,6,8,100,43,78,0,71,0,0,0,84,72,0,0,66,33,54,34,67,0,0,38,70,93,0,34,86,62,79,5,68,0,0,1,100,71,7,12,91,37,35,6,65,0,0,0,39,77,13,54
65017201,81,31,70,21,89,31,70,19,89,59,11,21,61,56,60,0,71,0,0,0,79,61,0,9,53,70,53,69,55,0,11,69,40,90,30,21,70,11,68,59,80,0,11,19,70,60,67,10,69,9,54,56,71,0,11,0,39,39,0,69
65017301,79,53,81,54,90,5,4,39,97,76,41,24,91,59,70,4,89,2,2,2,89,82,12,54,69,77,43,34,79,4,20,5,71,71,69,27,55,40,46,38,84,1,4,55,81,85,28,11,89,86,82,20,96,3,12,1,93,85,84,10
65017401,51,11,0,50,50,0,50,4,41,35,65,70,50,53,0,0,47,1,0,0,35,34,54,77,50,11,5,0,51,1,0,14,24,23,0,51,50,10,0,0,50,0,20,0,16,24,0,80,50,0,0,0,50,0,0,1,19,16,1,19
65017501,96,45,79,32,95,40,0,0,92,38,56,32,100,8,78,0,96,0,0,0,95,94,0,76,85,31,86,17,82,0,0,21,76,73,22,65,81,12,74,0,79,0,0,0,82,76,0,28,76,47,71,43,71,0,1,43,38,29,37,80
65017601,85,20,77,0,97,15,0,0,96,91,0,20,96,6,60,0,89,0,0,0,83,30,0,30,41,65,42,59,37,0,0,59,63,71,10,0,65,34,54,0,70,0,0,0,71,67,0,62,91,1,35,0,82,1,0,1,34,31,0,71
65017701,69,70,49,69,79,60,59,79,89,81,60,40,60,49,65,56,60,12,1,2,81,60,3,70,20,42,8,71,49,59,72,90,78,47,0,68,34,32,38,59,60,3,13,75,54,57,1,70,60,31,36,10,56,0,76,59,21,22,0,79
65017801,71,39,70,6,73,30,38,10,67,82,40,60,90,9,53,0,55,0,21,0,89,81,31,80,53,60,54,15,49,0,10,46,56,73,8,58,34,41,15,65,25,0,0,57,49,60,25,84,49,49,14,47,21,13,11,16,65,82,55,71
65017901,70,30,40,53,60,53,21,52,60,58,41,29,69,31,48,0,53,19,0,10,59,70,30,59,39,48,49,54,50,11,11,29,59,81,48,31,21,60,21,81,19,30,49,80,31,41,47,30,53,53,53,0,53,0,11,0,47,59,47,21
65018001,70,29,99,23,85,13,15,22,86,36,85,74,89,1,100,0,90,0,1,0,90,75,0,71,21,69,30,66,34,0,65,59,31,38,0,31,40,35,0,70,42,0,63,63,40,60,61,65,67,16,71,25,72,0,0,0,65,71,78,81
65018101,80,41,70,19,89,20,0,31,81,69,29,10,81,20,59,0,81,0,0,1,79,79,59,10,41,69,60,59,61,0,9,59,80,70,0,0,90,70,60,10,70,0,0,19,80,81,0,0,79,20,59,11,69,0,10,1,59,82,11,0
65018201,41,30,45,50,30,40,65,60,20,60,69,66,64,45,60,21,53,31,54,39,63,59,41,55,41,64,30,60,40,30,59,61,39,59,40,41,60,60,64,40,55,21,30,41,59,59,30,65,60,20,69,2,68,27,9,20,30,19,1,66
65018301,79,61,76,38,77,34,21,13,71,62,70,62,79,61,70,16,61,34,12,0,77,89,40,59,59,65,61,11,58,18,11,37,69,84,24,60,66,82,68,57,60,31,31,31,64,68,64,30,77,82,83,26,84,13,15,22,41,74,76,65
65018401,82,20,66,29,71,0,0,30,100,69,69,61,69,11,41,0,50,2,0,1,41,61,0,64,66,61,58,24,62,0,0,19,65,77,0,18,42,33,46,11,54,3,5,0,60,62,0,41,74,61,59,55,66,0,2,0,76,63,69,31
65018501,81,66,70,9,79,32,33,31,82,73,81,67,52,57,34,69,41,42,31,32,72,85,28,27,44,63,20,68,39,76,25,67,71,66,0,0,87,65,37,0,51,0,0,0,37,16,0,69,100,41,57,0,75,0,0,0,59,64,0,75
65018601,81,50,80,11,90,29,10,31,89,81,71,41,90,21,70,1,90,0,0,0,79,80,0,50,61,21,60,21,80,10,10,10,71,61,10,60,61,41,61,21,61,0,39,20,41,40,39,60,21,41,0,100,40,0,20,100,30,11,100,100
65018701,81,40,55,30,86,20,17,49,70,59,41,53,72,7,19,6,76,7,2,11,69,65,9,58,32,65,37,64,38,2,13,68,86,82,60,13,33,19,21,62,27,9,38,45,28,41,36,58,39,17,26,36,29,6,16,32,34,37,70,58
65018801,71,10,9,20,79,29,3,0,59,30,60,70,80,10,9,20,79,0,0,0,51,19,22,79,20,68,24,50,57,17,63,81,58,58,32,56,65,26,22,49,78,0,21,10,22,76,20,76,26,74,48,40,69,3,10,45,24,14,69,46
65018901,69,20,40,30,71,0,33,20,86,74,80,60,59,16,36,0,65,0,7,0,80,74,25,70,35,73,41,78,55,0,21,79,83,79,29,45,42,20,25,0,39,0,0,0,80,60,0,80,70,40,70,0,79,0,0,0,30,39,0,70
65019001,81,30,51,25,79,1,20,4,80,60,20,30,90,21,52,1,71,0,0,2,95,99,20,0,60,41,50,21,70,1,0,20,89,76,0,10,59,40,58,31,61,0,0,0,70,61,9,29,65,38,57,14,70,0,4,0,75,63,57,54
65019101,98,30,87,13,100,2,2,11,88,77,27,21,78,10,87,1,74,0,0,9,87,93,9,81,90,19,79,9,80,1,1,0,91,88,1,80,100,12,83,17,76,1,22,19,74,87,0,95,12,21,9,99,0,15,0,100,4,12,71,100
65019201,65,44,79,14,80,15,43,15,92,64,53,58,88,10,75,8,79,0,6,9,100,100,3,62,60,17,55,14,73,1,5,4,91,93,14,56,25,56,30,59,43,33,39,71,68,87,46,53,94,31,55,35,65,0,2,5,70,45,58,48
65019301,23,19,33,58,67,36,39,35,29,35,34,85,33,38,22,66,21,16,71,10,65,32,65,74,26,66,41,72,44,11,39,66,64,75,32,61,72,73,23,23,71,19,26,22,90,81,21,73,76,37,11,11,59,21,11,15,26,16,69,83
65019401,69,41,62,27,61,22,33,22,69,68,65,30,63,19,21,20,61,12,19,11,80,81,70,64,30,41,51,26,63,0,13,62,71,73,40,20,15,63,36,52,47,25,47,73,69,71,69,25,44,67,29,26,51,23,32,50,33,30,32,27
65019501,90,58,45,37,70,0,10,58,89,49,89,44,89,59,44,0,91,0,0,1,90,36,1,40,59,40,1,0,60,1,0,1,70,90,0,70,81,60,58,6,56,0,0,0,39,74,4,95,67,15,1,0,70,0,1,1,17,79,92,98
65019601,66,66,81,9,69,21,40,4,76,90,28,69,78,9,79,1,74,4,5,5,73,71,7,82,10,73,0,69,38,11,9,93,77,70,62,20,39,63,38,30,58,3,4,60,24,13,69,70,69,34,65,36,69,0,10,0,57,73,4,64
65019701,90,40,81,22,94,61,9,35,95,80,71,10,80,70,70,0,71,10,0,0,91,90,22,9,31,71,58,70,59,40,30,65,80,41,19,39,78,27,37,16,60,12,0,10,73,39,4,30,80,20,70,0,70,0,0,0,59,68,0,80
65019801,60,20,60,30,69,30,31,30,60,40,70,80,61,11,60,19,70,20,10,10,71,60,10,80,70,30,59,21,59,20,30,19,70,71,10,70,60,40,60,20,58,25,10,9,59,59,20,60,74,52,66,22,68,16,12,15,74,72,6,63
65019901,86,54,70,27,89,40,15,4,92,58,37,45,70,32,41,0,72,0,0,0,69,69,3,71,34,71,59,58,59,9,58,61,83,86,29,12,71,43,26,8,76,5,5,0,43,58,0,61,76,33,29,4,71,0,0,0,59,65,2,63
65020001,79,41,74,24,78,11,11,20,88,64,60,50,80,19,70,9,80,0,1,1,79,89,20,60,80,30,81,10,80,0,0,20,93,83,2,31,78,15,65,8,76,1,1,4,80,89,11,33,69,21,63,19,76,0,10,18,79,84,22,70
65020101,80,31,78,30,70,10,30,30,70,81,21,66,80,10,58,1,71,3,10,10,73,66,0,79,60,58,59,21,53,12,31,19,77,78,24,37,60,40,90,6,61,5,11,5,72,75,35,61,69,19,71,5,71,6,6,5,59,32,60,75
65020201,68,35,45,14,69,16,15,17,79,59,69,56,65,56,55,9,54,11,9,11,81,76,21,64,44,65,42,58,32,12,20,58,77,75,55,64,45,25,30,56,48,8,7,56,63,63,39,79,72,60,56,15,57,5,14,24,76,79,56,34
