"partid","gen_valence","gen_arousal","gen_arouspos","gen_arousneg","gen_happy","gen_afraid","gen_sad","gen_angry","gen_motivat","gen_concentr","gen_timepr","gen_tired","pre_valence","pre_arousal","pre_arouspos","pre_arousneg","pre_happy","pre_afraid","pre_sad","pre_angry","pre_motivat","pre_concentr","pre_timepr","pre_tired","mid1_valence","mid1_arousal","mid1_arouspos","mid1_arousneg","mid1_happy","mid1_afraid","mid1_sad","mid1_angry","mid1_motivat","mid1_concentr","mid1_timepr","mid1_tired","mid2_valence","mid2_arousal","mid2_arouspos","mid2_arousneg","mid2_happy","mid2_afraid","mid2_sad","mid2_angry","mid2_motivat","mid2_concentr","mid2_timepr","mid2_tired","post_valence","post_arousal","post_arouspos","post_arousneg","post_happy","post_afraid","post_sad","post_angry","post_motivat","post_concentr","post_timepr","post_tired"
65020301,80,50,70,0,91,0,10,0,89,70,2,0,49,50,20,50,52,2,0,53,60,69,0,70,0,69,40,80,40,0,0,80,70,69,100,31,52,52,54,0,53,0,0,0,100,79,60,0,40,30,31,0,60,0,0,80,69,80,60,60
65020401,77,24,68,9,80,30,10,19,75,74,41,81,75,29,69,0,80,10,0,0,89,90,19,30,89,69,74,0,84,0,0,0,89,89,9,10,75,71,74,0,59,0,0,0,71,75,9,64,80,20,29,0,69,0,0,0,74,75,11,65
65020501,78,66,60,10,67,0,21,11,40,41,30,40,81,21,5,0,46,0,0,0,69,65,0,58,65,30,21,0,57,0,0,0,65,57,0,31,74,59,54,0,65,0,0,0,81,83,0,12,61,36,41,31,62,0,18,32,60,47,28,0
65020601,59,46,63,42,65,28,37,39,78,70,61,43,76,22,41,0,69,0,0,0,70,80,0,65,52,41,45,0,55,0,0,0,55,71,0,56,45,31,21,0,45,0,1,0,43,41,0,59,70,30,60,0,69,0,0,0,44,59,0,53
65020701,40,21,70,30,59,31,60,10,60,60,0,70,60,10,60,10,60,11,21,0,70,60,0,89,54,29,30,19,59,1,12,17,69,31,0,58,40,20,11,30,30,0,19,31,70,40,0,59,69,60,70,0,81,0,30,0,31,30,0,69
65020801,69,55,64,19,70,21,31,36,55,55,37,61,41,20,45,37,46,0,43,37,35,44,31,88,56,46,54,39,54,1,14,56,53,54,61,69,46,31,40,62,38,5,47,55,21,37,42,87,66,42,54,25,60,0,27,23,6,26,25,86
65020901,71,41,61,68,79,59,41,21,69,41,61,60,80,60,72,10,60,20,11,0,70,69,22,59,39,68,39,61,41,29,40,60,69,40,29,59,69,39,39,1,59,11,28,0,40,39,18,70,73,36,41,22,65,27,34,20,61,39,33,58
65021001,68,20,53,40,82,31,55,25,82,80,63,30,71,30,45,3,74,3,6,4,93,93,7,45,65,83,81,54,60,3,14,57,81,83,25,8,63,23,23,9,53,9,8,5,57,56,5,83,61,62,37,55,44,25,31,32,49,58,60,56
65021101,71,30,31,20,60,11,21,10,71,79,21,49,81,60,70,0,68,0,0,2,79,81,10,21,21,71,39,68,31,0,11,70,71,90,21,21,60,30,39,34,55,0,0,13,73,36,34,25,59,22,34,0,60,0,14,0,35,27,15,69
65021201,80,40,60,61,81,61,30,20,80,70,60,69,80,60,70,0,81,10,11,0,80,71,21,20,70,85,70,60,70,0,31,60,81,29,6,49,80,30,20,5,81,0,0,0,29,21,5,19,61,12,39,41,59,0,1,59,1,1,71,70
65021301,90,72,66,36,88,35,17,20,94,77,26,73,68,26,75,29,83,6,12,0,68,59,0,58,75,44,56,10,77,2,11,10,76,69,0,46,86,60,74,14,80,0,0,0,63,62,1,57,74,55,38,0,81,0,0,0,77,66,0,79
65021401,60,30,69,31,60,61,30,31,81,40,80,69,70,60,59,40,67,11,0,0,78,70,20,59,60,60,60,0,65,0,0,0,66,40,31,68,44,61,43,58,76,0,0,0,43,33,0,59,69,28,60,0,66,0,0,0,65,31,0,36
65021501,60,21,61,29,65,61,40,22,70,69,20,60,70,30,70,9,60,7,9,0,80,90,3,31,78,80,80,13,87,19,11,14,89,90,3,12,69,78,42,71,40,2,48,80,80,69,40,10,80,17,54,9,59,6,19,8,69,71,11,70
65021601,81,60,82,20,94,9,10,12,70,61,43,40,56,21,10,0,47,0,0,0,54,54,0,100,32,28,59,39,29,2,43,58,56,57,32,68,65,16,32,57,65,0,0,59,59,31,0,62,74,8,24,16,71,0,2,16,4,11,1,95
65021701,69,22,86,11,98,64,8,13,80,77,78,14,82,15,58,3,90,6,7,5,82,66,42,4,70,36,43,27,60,16,46,34,79,82,64,41,63,30,29,29,46,23,25,1,45,61,25,74,88,16,76,8,93,14,5,4,57,66,26,83
65021801,86,68,73,34,84,19,23,18,80,70,57,39,79,56,18,13,86,28,0,5,55,57,77,83,71,72,41,38,63,8,11,10,62,64,39,40,70,59,46,11,76,1,1,10,58,58,38,58,83,54,54,3,57,3,0,3,72,78,71,36
65022001,76,29,76,19,70,10,21,19,62,53,10,21,23,8,16,11,24,13,20,29,61,74,11,13,26,59,23,62,20,15,36,63,63,60,16,21,64,61,36,54,33,11,60,42,24,14,19,26,60,28,29,53,32,17,52,43,30,8,1,56
65022101,83,76,73,39,83,43,40,33,74,63,62,33,65,42,55,25,54,43,15,27,75,69,14,36,58,56,54,25,45,5,35,37,68,76,36,60,57,43,63,42,64,14,16,9,62,54,16,60,43,56,33,36,47,36,45,26,43,38,35,75
65022201,52,61,68,47,57,48,29,49,54,53,52,55,70,45,54,26,61,19,18,27,54,59,47,52,57,53,45,43,52,26,41,33,53,64,49,56,53,43,41,21,59,6,14,17,48,57,31,50,62,48,61,16,75,6,10,6,59,69,19,24
65022301,70,90,79,40,77,29,80,53,90,31,89,60,79,80,55,53,69,61,70,69,55,37,90,69,19,89,20,78,40,13,70,78,39,34,80,68,80,77,69,26,76,23,43,33,42,40,82,61,84,46,66,42,67,22,42,43,57,58,82,38
65022401,60,30,63,27,66,23,39,59,59,38,64,62,41,63,34,62,64,25,64,60,60,41,40,61,71,58,80,60,84,32,33,23,74,69,71,35,65,66,31,21,65,13,21,31,37,20,21,81,66,35,37,35,62,37,35,39,60,34,36,63
65022501,54,65,66,65,39,62,30,44,67,39,80,60,43,34,45,9,54,15,9,2,36,74,21,77,25,76,26,66,41,2,43,70,61,63,62,45,56,74,81,14,58,7,0,33,70,79,67,28,57,30,39,0,65,0,16,0,14,38,24,19
65022601,76,47,71,11,72,34,16,14,87,82,31,21,72,27,61,8,73,15,4,4,70,70,5,59,28,60,40,65,46,30,64,75,58,66,43,58,73,66,68,39,65,32,15,35,76,80,63,79,70,48,68,18,60,36,18,25,29,61,57,84
65022701,84,57,75,42,79,28,31,28,81,79,33,48,59,22,42,9,69,54,0,0,66,59,35,67,55,20,52,20,62,0,0,45,54,57,25,59,69,34,46,22,80,8,1,8,63,60,13,82,60,81,81,8,70,0,1,6,59,58,59,39
65022801,90,60,60,10,89,0,0,0,89,80,79,21,80,70,70,0,60,0,0,0,89,80,0,10,31,90,71,40,39,0,10,61,91,90,0,0,20,69,41,67,32,0,6,70,88,91,4,10,70,31,29,4,59,0,1,1,90,39,1,2
65022901,67,21,38,21,63,14,23,8,74,55,28,33,73,16,53,46,50,0,0,0,100,100,58,74,46,65,49,61,46,0,48,56,26,33,15,26,20,71,13,65,18,1,65,14,26,1,59,86,47,11,0,11,39,0,18,8,0,0,100,100
65023001,100,40,70,30,90,20,0,0,89,61,60,39,100,10,41,0,100,1,1,1,89,89,1,1,90,9,9,0,100,0,0,0,90,91,0,0,100,1,18,1,89,0,0,0,89,90,0,1,99,0,0,0,100,0,0,0,79,89,0,11
65023101,80,31,80,20,89,10,20,31,90,90,10,40,80,10,60,0,80,0,0,0,100,90,0,31,31,69,20,69,40,0,0,59,69,69,0,0,80,40,70,0,79,0,0,0,80,79,0,20,89,0,60,0,59,0,0,0,40,40,0,59
65023201,80,60,90,30,91,19,21,41,100,85,21,31,30,10,69,0,60,41,83,0,70,90,27,39,42,16,55,21,53,0,62,3,75,71,14,39,3,70,26,70,25,20,33,68,30,38,7,68,24,25,21,36,22,5,80,0,10,19,7,93
65023301,85,28,79,11,68,46,0,0,81,67,30,65,94,10,1,1,79,1,0,0,89,89,0,20,81,13,30,1,79,0,1,0,89,93,1,6,31,57,19,57,29,0,12,42,79,79,2,1,73,18,54,0,79,0,0,0,41,86,0,42
65023401,61,50,69,22,59,41,40,30,60,59,21,40,80,20,31,7,59,0,29,12,78,70,0,80,63,56,74,21,72,4,8,15,75,66,6,60,73,22,45,10,63,11,21,3,62,62,6,15,56,12,52,12,55,12,8,11,68,75,5,72
65023501,70,20,70,19,79,10,10,20,80,79,21,40,91,0,59,0,79,0,0,0,90,89,10,28,35,60,29,41,71,8,9,60,89,82,9,11,69,17,61,8,71,0,0,3,60,70,0,20,79,65,39,50,65,0,21,4,40,31,39,70
65023601,70,25,96,30,36,69,76,68,89,21,34,95,96,10,42,0,71,0,0,0,96,94,0,63,95,56,76,0,80,0,1,0,92,92,0,3,92,44,83,0,75,0,0,0,100,94,0,18,33,14,20,0,70,1,0,0,14,0,0,87
65023701,70,71,80,78,80,69,40,20,79,78,80,71,69,65,54,0,55,61,16,2,100,92,91,80,47,67,49,53,52,71,19,55,94,88,83,59,22,78,47,67,43,72,9,71,80,80,90,20,20,78,26,64,38,18,16,52,7,0,92,85
65023801,70,55,64,60,54,90,65,70,70,64,80,80,90,60,70,1,90,1,1,0,85,70,1,1,29,60,69,60,55,30,2,59,80,59,0,0,21,33,6,22,49,20,69,56,59,0,72,83,73,27,53,8,59,61,20,20,10,11,78,93
65023901,77,25,60,8,69,58,12,5,97,85,77,69,74,3,6,0,63,13,0,0,85,84,10,77,19,20,41,64,47,0,1,70,96,79,0,59,59,5,29,0,58,0,1,1,88,87,10,78,68,0,42,0,55,0,0,0,64,62,57,74
65024001,81,24,60,9,79,25,4,11,65,50,9,20,75,24,79,0,81,0,1,0,77,67,6,80,70,20,62,11,71,4,9,9,71,77,0,71,78,18,58,5,71,2,7,7,74,77,9,23,82,15,66,10,85,18,18,11,75,74,4,20
65024101,37,59,64,63,70,64,41,37,80,63,35,69,64,38,16,11,41,0,50,0,80,64,14,55,31,71,40,61,40,57,9,58,39,68,61,0,34,67,41,36,32,43,40,70,24,20,57,64,63,60,60,35,66,30,29,31,1,10,28,28
65024201,85,74,88,10,89,25,16,6,81,76,71,25,86,77,60,0,78,0,3,0,94,75,2,43,80,90,88,3,93,0,0,0,92,61,96,23,27,76,59,9,76,0,24,58,52,28,87,71,80,75,63,57,64,0,12,35,11,12,87,78
65024301,70,31,69,32,71,59,3,8,90,71,73,62,74,70,64,11,43,9,0,0,81,69,59,66,76,81,64,22,72,0,15,70,82,80,9,6,43,19,20,13,13,0,33,12,46,39,10,62,58,53,61,0,60,8,2,0,19,9,77,82
65024401,79,31,69,41,80,30,10,29,70,39,40,40,70,58,60,0,60,11,10,0,81,79,0,60,60,69,70,39,60,0,54,40,81,70,20,18,61,63,67,43,42,3,3,33,70,42,9,74,59,20,59,57,57,2,13,12,29,30,29,77
65024501,74,62,80,21,72,30,21,21,85,78,47,63,81,22,38,13,71,0,9,0,73,74,27,73,55,70,43,68,64,11,21,59,90,80,55,15,41,65,32,70,38,9,18,66,81,83,40,32,38,33,47,46,55,29,42,30,41,37,64,61
65024601,89,24,66,13,87,14,11,3,67,56,26,42,90,14,71,0,63,0,0,0,86,100,24,7,73,57,68,0,58,0,12,10,90,100,13,0,71,90,70,12,63,0,0,8,89,96,0,17,82,14,57,0,75,0,0,0,30,59,23,37
65024701,100,82,94,21,91,20,8,13,86,81,74,60,89,62,64,0,87,1,1,0,82,70,5,37,65,74,74,39,87,10,10,58,93,100,15,4,66,35,23,26,76,0,31,4,63,73,11,57,96,70,68,2,84,5,0,3,82,69,64,1
65024801,80,70,90,0,90,10,1,10,91,69,31,1,99,11,30,1,81,1,1,0,79,90,2,19,49,79,59,59,50,11,70,60,79,80,40,31,50,39,31,39,79,9,10,60,59,82,19,60,52,11,40,10,60,3,10,2,38,51,69,69
65024901,90,43,60,26,95,16,20,20,86,52,82,50,90,10,52,0,70,0,0,0,89,80,0,0,41,48,53,44,79,0,4,60,75,34,3,9,85,16,22,17,70,0,0,1,38,86,0,62,82,12,51,1,88,0,0,0,68,27,16,14
65025001,79,53,74,71,75,30,53,75,69,74,65,30,70,49,45,30,69,10,24,31,75,85,29,21,79,60,20,30,77,20,24,21,78,81,24,65,69,63,21,19,65,21,22,31,65,64,30,59,76,30,30,21,74,21,23,25,63,66,37,65
65025101,69,50,70,20,70,20,29,10,49,51,30,60,70,21,20,0,71,0,0,0,20,21,0,90,70,51,51,0,79,21,0,0,22,20,60,90,51,60,41,40,59,0,9,61,10,12,59,70,39,41,60,40,60,1,0,38,9,9,60,91
65025201,71,60,76,66,71,32,34,40,75,70,20,55,60,79,77,24,54,11,22,29,82,83,36,73,37,79,70,68,39,6,43,78,90,88,56,19,34,29,40,75,36,37,62,69,34,32,41,69,26,14,33,60,26,0,33,62,27,13,77,86
65025301,89,30,89,31,91,34,20,20,100,90,79,55,92,21,60,5,89,14,0,0,100,70,47,31,82,22,74,4,90,4,1,0,86,90,10,21,10,78,7,79,27,53,55,71,27,30,66,72,49,19,15,6,73,10,12,7,20,21,9,82
65025401,100,70,70,60,69,50,0,30,100,61,69,40,80,58,61,0,60,0,0,0,80,81,60,0,71,72,65,29,63,22,36,36,79,70,73,35,61,33,32,36,42,44,44,34,39,37,33,72,67,35,29,42,66,33,33,35,35,30,33,71
65025601,79,30,69,10,71,29,20,11,89,69,41,49,90,10,29,0,99,1,9,1,90,79,1,69,91,20,20,1,89,0,0,0,77,64,0,66,91,6,35,0,93,0,0,0,48,55,0,66,80,13,0,1,70,1,1,0,37,43,56,63
65025701,69,79,70,58,74,50,33,41,85,76,68,59,60,31,29,19,66,58,11,30,75,69,65,75,39,57,42,69,39,62,38,67,42,78,71,38,59,69,60,62,67,74,26,67,67,21,77,60,67,33,38,28,63,45,38,30,33,67,28,40
65025801,89,64,93,10,91,7,2,15,82,56,69,40,80,21,30,0,81,0,0,0,89,85,0,71,75,40,42,0,74,0,0,0,79,70,0,65,79,21,32,0,82,0,0,0,68,28,0,86,33,73,37,70,77,1,31,63,69,72,0,41
65025901,41,70,57,70,31,61,74,71,57,52,69,61,70,30,59,20,70,0,21,0,60,53,48,41,54,68,68,37,58,25,22,20,61,56,20,67,25,8,0,71,34,23,34,60,6,26,28,87,43,63,27,66,29,43,29,27,23,13,64,74
65026001,85,59,71,35,70,21,30,60,91,50,70,50,80,43,71,21,80,2,20,0,98,93,59,55,40,69,45,57,53,12,21,59,85,87,64,60,68,63,56,45,52,6,4,6,95,93,58,52,30,76,43,42,42,21,28,42,39,33,84,73
65026101,80,59,65,48,85,40,21,14,85,71,55,48,91,31,30,2,62,13,11,3,68,61,9,60,61,54,41,8,69,5,6,4,41,42,42,60,60,53,40,48,77,14,8,2,30,31,31,24,43,32,53,7,57,21,6,9,22,30,5,63
65026201,79,60,69,39,79,31,30,21,41,60,65,42,67,39,69,10,78,10,39,19,59,79,0,90,42,46,30,39,70,61,14,45,42,59,71,60,30,40,32,41,43,9,33,72,20,61,25,77,55,41,34,11,70,5,23,31,31,60,0,70
65026301,80,49,66,25,81,30,9,20,92,78,65,35,67,49,45,10,56,11,24,7,80,80,0,30,80,38,34,25,83,0,7,29,82,83,38,57,75,30,11,13,68,0,3,4,69,66,49,64,82,83,57,21,91,2,16,0,90,54,40,37
65026401,70,69,57,78,80,42,17,66,95,81,44,69,62,21,60,9,76,0,0,0,75,80,0,79,24,70,37,71,46,2,74,81,66,64,28,52,37,53,39,69,39,15,37,74,32,36,38,86,53,30,59,22,48,11,4,16,43,36,81,82
65026501,80,70,45,70,89,49,30,0,78,34,86,61,53,40,39,55,52,33,46,49,70,48,41,74,77,77,80,14,72,15,16,9,80,79,13,18,56,36,45,27,55,3,41,64,47,37,55,76,58,58,54,61,62,10,19,59,18,35,94,27
65026601,78,40,68,0,79,0,1,1,69,70,80,9,70,31,79,0,69,0,1,1,99,99,1,60,23,59,40,40,32,0,0,69,68,100,3,0,40,31,41,0,64,2,1,40,78,81,39,1,70,28,38,0,60,0,0,0,59,38,64,33
65026701,40,59,60,20,69,30,20,59,99,80,40,40,20,21,90,0,80,10,11,1,88,79,0,20,89,42,89,2,90,1,0,0,100,99,10,0,89,35,79,1,78,1,5,3,95,94,3,1,93,34,91,2,91,66,0,6,38,24,71,71
65026801,75,30,70,5,80,15,10,10,85,75,5,60,74,40,66,1,80,4,10,6,75,80,0,10,60,65,60,56,54,41,45,55,70,59,0,47,70,40,61,47,70,5,20,5,69,60,1,36,69,39,60,54,70,3,31,18,64,64,0,71
65026901,65,61,72,32,66,45,41,25,65,76,33,25,47,58,42,45,33,5,45,26,59,79,11,15,72,70,69,28,62,46,38,27,75,68,36,22,44,41,40,47,36,24,31,55,40,26,29,59,65,39,70,19,65,19,26,25,29,36,33,33
65027001,39,40,59,30,40,11,69,40,86,80,80,11,9,72,4,68,21,7,83,62,64,79,20,72,57,44,69,6,46,0,66,6,74,84,30,62,83,27,79,3,79,1,18,0,74,70,14,20,72,31,65,28,18,26,60,23,67,59,65,18
65027101,89,41,76,0,88,16,13,21,91,41,79,31,81,39,68,3,77,0,1,0,89,89,1,37,85,39,74,0,100,2,0,0,93,100,0,0,89,60,59,1,99,0,0,2,88,82,0,5,100,68,65,0,71,0,0,1,88,97,0,0
65027201,80,35,76,40,87,26,11,24,96,84,69,43,73,17,64,5,70,0,0,3,75,74,54,83,44,63,56,54,56,0,0,27,85,87,38,18,75,31,59,0,74,2,1,14,82,75,16,16,90,43,74,15,86,3,0,2,66,82,57,23
65027301,92,25,68,20,95,5,9,23,61,34,75,64,92,56,92,0,81,10,0,0,90,84,0,65,39,69,66,26,43,35,55,58,65,75,10,68,35,70,59,67,41,0,60,69,64,65,29,75,83,31,60,20,70,21,10,69,38,20,70,80
65027401,79,39,69,31,81,60,30,20,80,80,70,39,39,70,60,29,60,11,40,60,71,80,60,70,59,59,50,61,60,30,60,69,69,69,38,60,39,28,38,37,59,0,27,40,37,22,3,73,40,31,38,70,58,0,39,60,22,29,69,77
65027501,65,56,75,20,79,10,21,24,89,74,40,29,70,19,68,0,69,0,0,11,79,79,0,72,40,29,52,31,59,0,14,30,75,65,23,35,69,30,35,33,50,0,0,0,90,80,0,60,69,12,36,0,51,1,0,0,56,30,0,76
65027601,65,41,65,35,60,59,48,31,74,84,60,73,80,54,59,10,80,7,10,0,84,73,0,61,66,45,55,9,69,8,8,29,64,63,1,56,67,38,38,6,69,0,5,6,65,60,0,40,65,58,54,41,69,14,9,43,59,55,4,57
65027701,79,26,79,21,73,35,30,66,65,30,40,59,9,65,11,81,11,69,86,79,66,69,0,71,31,59,31,79,21,71,79,70,60,59,20,79,41,64,40,69,38,60,60,60,69,58,15,65,28,60,27,67,28,71,70,67,35,39,63,80
65027801,74,67,72,11,85,18,17,40,74,58,41,59,68,31,59,0,57,0,0,0,80,91,0,72,53,36,59,0,72,0,0,0,82,72,0,54,53,41,73,0,72,0,0,4,81,83,6,23,91,26,63,24,72,0,0,0,39,69,0,28
65027901,69,60,60,31,60,31,39,41,79,39,39,60,41,42,41,58,43,57,65,57,64,68,44,75,70,70,81,35,67,26,31,25,74,74,17,36,37,55,76,42,55,22,43,36,78,57,21,56,59,35,61,42,70,38,40,37,65,39,37,65
65028001,90,10,66,5,84,0,20,24,98,89,21,16,100,0,59,0,60,0,0,0,100,100,1,0,59,0,55,0,59,1,0,0,94,97,0,59,100,1,61,0,78,0,0,0,97,96,0,2,89,0,48,0,56,1,0,0,57,73,0,77
65028101,96,19,80,0,95,16,37,6,85,85,77,64,84,5,76,34,84,6,57,58,93,95,0,12,46,55,46,55,54,4,57,65,84,94,25,16,36,55,35,83,47,46,53,75,74,74,66,86,85,16,64,16,66,14,75,27,75,58,44,64
65028201,65,31,83,37,70,31,40,41,86,80,77,28,83,40,82,9,65,17,20,12,81,74,39,46,56,75,60,42,54,30,27,46,77,72,55,28,35,61,46,67,42,56,61,75,45,30,76,66,55,78,67,75,44,59,47,68,63,66,85,67
65028301,70,60,71,40,69,60,20,60,100,30,65,44,83,70,70,0,77,0,0,0,100,87,79,0,100,70,68,18,90,0,0,0,100,75,64,0,80,30,40,0,69,0,0,0,69,41,20,59,49,0,17,58,35,0,0,8,76,32,0,80
65028401,75,35,59,30,69,31,33,40,80,75,64,26,67,31,50,16,64,9,15,17,84,84,0,27,75,85,76,15,73,25,9,15,76,72,0,4,45,67,29,56,41,53,30,56,72,81,21,17,53,21,25,10,54,9,39,65,37,34,56,59
65028501,64,43,22,12,65,56,41,15,70,67,70,68,70,28,49,1,57,30,16,0,68,88,78,30,46,82,40,44,48,6,41,27,58,77,80,5,71,59,55,0,53,7,19,0,79,76,25,45,63,5,35,0,69,0,4,1,37,12,61,64
65028601,78,21,80,16,79,47,11,0,100,74,68,75,90,15,70,0,79,0,0,1,79,75,10,73,61,31,32,54,66,28,13,54,41,61,24,72,55,44,41,59,43,1,9,7,54,36,34,83,77,34,41,24,60,2,7,9,63,64,20,53
65028701,87,21,61,19,90,0,1,3,81,69,61,30,60,10,53,0,68,1,1,0,69,71,9,31,74,6,41,1,66,2,1,1,74,70,15,47,69,12,55,3,80,1,1,2,58,89,12,60,72,30,66,3,75,0,0,0,72,75,16,64
65028801,89,40,89,17,89,29,23,12,89,82,32,30,86,25,59,0,85,0,0,0,74,73,35,69,65,35,8,7,74,0,0,0,57,62,38,73,67,30,0,0,64,0,0,0,64,62,24,67,80,65,29,0,74,0,0,0,65,65,53,72
65028901,69,70,41,60,60,31,40,61,70,39,90,60,90,21,60,0,69,0,0,0,80,71,11,40,31,60,10,69,39,0,9,70,80,69,68,10,60,20,39,40,40,0,0,2,31,21,10,29,40,20,10,0,31,0,0,10,10,19,8,9
65029001,69,39,80,21,61,10,10,29,70,60,30,20,69,31,59,0,60,0,0,0,70,70,0,60,59,30,57,53,61,20,9,52,70,77,15,65,55,36,34,26,33,3,22,25,34,34,6,83,60,36,20,56,43,0,45,34,44,45,55,53
65029101,80,16,95,8,85,24,57,19,74,56,22,42,68,20,59,19,53,8,37,26,87,69,52,72,41,74,45,56,30,21,49,57,64,59,36,81,24,10,0,38,23,8,31,54,27,22,34,98,45,16,2,37,29,24,45,49,6,21,52,95
65029201,68,53,94,9,75,28,28,6,83,82,38,16,58,24,62,5,77,6,16,0,66,77,13,82,77,66,77,36,77,9,20,17,66,68,0,89,63,13,22,6,60,7,15,26,13,13,58,100,33,34,28,56,56,0,41,58,0,19,19,100
65029301,100,22,100,0,100,63,0,0,100,100,85,64,75,0,26,55,69,0,0,0,30,25,0,100,65,0,20,0,78,0,0,0,11,16,0,100,76,70,58,0,100,0,0,0,65,61,0,62,70,50,61,0,95,0,0,0,71,77,0,53
65029401,88,19,92,30,80,19,40,11,85,50,13,64,85,14,57,4,83,9,5,1,82,90,11,70,44,47,47,54,67,34,49,48,88,94,37,66,29,46,31,54,40,28,60,31,75,80,20,77,40,31,41,56,46,21,58,30,62,86,25,85
65029501,100,68,100,0,100,24,0,32,100,83,69,59,78,28,66,0,80,0,0,0,85,68,0,54,76,63,45,0,63,0,0,0,77,79,0,54,68,26,61,0,76,0,1,0,66,81,0,29,61,12,37,0,68,0,32,0,32,29,0,69
65029601,86,48,63,25,86,31,19,25,75,63,79,49,71,81,59,0,77,34,0,0,69,69,67,37,80,81,69,0,79,0,0,0,52,53,54,48,74,75,68,24,74,0,0,36,81,82,66,22,80,65,48,0,74,0,0,0,23,26,62,24
65029701,89,11,70,0,78,12,1,10,88,78,7,12,73,12,55,0,53,0,1,0,98,100,1,49,37,60,35,56,39,0,1,70,92,88,0,0,79,34,53,53,52,1,1,49,96,91,0,53,81,21,8,4,50,0,2,1,68,31,1,78
65029801,85,61,53,13,78,27,37,5,72,53,18,68,80,30,60,20,70,5,12,2,74,79,24,79,70,70,66,17,69,7,6,3,77,74,31,58,79,31,40,1,69,3,3,1,65,64,15,72,80,24,33,15,75,9,11,9,60,42,67,68
65029901,60,40,59,31,69,60,39,60,79,79,40,20,59,24,59,0,60,0,1,0,90,80,10,59,60,21,60,3,60,0,0,10,80,79,0,29,49,20,40,0,55,0,0,0,79,66,1,29,69,9,40,0,59,1,0,0,59,39,0,21
65030001,88,27,88,18,85,27,18,9,92,81,71,20,82,62,66,14,91,63,5,15,71,90,67,16,77,77,96,15,86,4,2,3,89,94,47,6,73,19,70,27,74,27,10,31,27,37,15,29,80,23,60,8,67,46,9,15,60,35,19,80
65030101,26,67,21,78,19,53,79,80,75,75,48,57,41,29,37,27,45,0,47,0,76,75,0,60,49,49,29,48,48,0,39,0,80,60,0,53,26,22,0,80,27,0,0,0,38,37,0,78,0,100,0,100,1,0,1,100,0,14,0,89
65030201,40,40,36,53,55,56,56,40,70,79,69,59,48,60,32,9,48,62,55,10,71,65,78,75,80,77,62,2,70,10,10,10,89,90,39,20,55,45,16,0,55,10,45,12,70,58,31,63,57,2,17,25,61,2,42,4,22,31,1,87
65030301,90,69,77,70,99,58,48,49,92,87,65,60,58,11,53,0,60,0,2,1,86,92,47,70,53,41,53,13,54,0,0,42,60,60,49,86,45,30,40,48,47,1,49,53,60,59,60,90,46,42,20,19,41,0,1,47,41,56,31,70
65030401,76,24,66,17,85,10,3,14,94,84,79,26,67,26,62,0,57,0,0,0,100,99,0,6,28,58,32,68,25,20,46,58,46,54,0,4,64,55,62,14,64,0,0,0,90,78,19,45,63,6,23,18,51,0,22,0,1,11,21,91
65030501,79,40,70,41,90,68,31,21,84,90,60,24,80,40,60,0,80,0,0,0,100,89,10,10,80,60,53,0,81,0,0,0,80,67,11,60,80,10,60,0,79,0,0,0,70,69,0,70,90,40,30,10,90,0,0,0,20,20,15,89
65030601,83,46,100,15,96,0,36,0,92,59,64,15,87,37,53,0,70,0,4,0,100,100,0,59,30,46,43,55,36,4,64,59,47,91,0,54,20,15,20,47,66,0,29,66,86,81,0,77,81,0,65,0,79,0,15,0,68,74,0,59
65030701,60,59,89,40,59,21,59,30,70,60,20,60,80,40,70,30,79,10,21,10,60,60,11,60,66,40,45,42,62,0,25,26,30,37,44,74,21,29,21,60,40,39,40,68,40,41,70,71,54,46,53,0,60,0,5,8,40,57,79,75
65030801,98,90,98,8,95,0,0,17,100,61,73,0,100,67,72,0,82,0,0,0,100,100,0,0,23,95,37,73,42,1,66,0,100,100,0,0,56,33,34,38,57,1,43,48,29,22,19,76,79,66,78,0,80,0,0,0,14,23,74,85
65030901,69,30,59,32,69,77,53,31,81,69,79,72,65,39,60,30,70,40,31,33,72,64,83,67,40,53,55,52,70,54,53,56,70,72,46,48,60,56,55,27,69,47,16,38,65,85,65,26,70,27,46,38,66,31,33,30,38,65,66,65
65031001,70,32,69,12,68,36,30,32,59,68,70,19,61,28,54,0,52,0,2,0,59,41,0,71,29,55,32,39,41,6,10,61,59,56,19,39,60,21,57,12,58,4,8,13,63,71,4,31,63,40,29,1,68,2,0,2,65,72,1,7
65031101,60,61,70,69,70,36,31,63,90,74,86,100,100,21,90,65,90,20,0,0,90,100,90,20,0,75,67,54,29,65,60,75,89,59,42,66,20,16,70,10,42,39,76,59,87,61,80,77,90,73,92,2,74,0,2,13,88,100,3,22
65031201,80,60,70,40,71,29,30,30,80,70,70,40,99,70,79,0,80,0,0,0,100,99,1,59,40,70,59,10,50,1,50,10,100,79,0,79,59,40,50,0,71,0,0,30,70,69,9,60,70,23,80,0,82,1,1,1,59,71,0,73
65031301,61,30,71,9,61,21,31,10,50,90,90,60,69,10,60,20,51,0,11,0,81,92,11,60,81,91,60,30,50,70,11,70,81,90,69,10,59,19,11,3,30,4,11,7,67,64,0,54,58,10,33,0,62,2,42,2,46,68,1,69
