"","num_mem","P1_proj1","P1_proj2","P1_proj3","ins_g","mor_g","h_l","g_p","ta_1","ta_2","do_1","do_2","e_g","age","income","male","realestate","insurance","self_emp","mulSwitch_hl","deductible","inv_ris","valsavings"
"977",885379,50,25,25,5,3,11,NA,NA,NA,NA,NA,NA,35,1.75,1,0,1,0,FALSE,0,NA,NA
"978",885467,50,30,20,4,2,NA,265,NA,NA,NA,NA,NA,43,3.21,1,NA,NA,0,NA,1,40,NA
"979",885623,25,50,25,1,1,5,NA,NA,NA,NA,NA,NA,47,1.256,1,NA,NA,0,FALSE,1,0,NA
"980",885644,34,33,33,2,1,NA,800,NA,NA,NA,NA,NA,81,NA,1,0,0,0,NA,0,NA,NA
"981",885809,50,50,0,5,2,NA,NA,NA,NA,5,5,NA,46,0.8,0,0,0,0,NA,0,NA,NA
"982",885879,25,25,50,4,1,NA,600,NA,NA,NA,NA,NA,78,1.25,0,0,0,0,NA,0,NA,20
"983",885928,80,10,10,5,1,NA,NA,15,15,NA,NA,NA,64,2.044,0,0,0,0,NA,0,0,103
"984",885977,100,0,0,1,1,NA,NA,1,15,NA,NA,NA,33,1.885,1,0,0,0,NA,NA,0,NA
"985",886071,0,50,50,3,1,6,NA,NA,NA,NA,NA,NA,66,1.25,0,NA,NA,0,FALSE,0,0,NA
"986",886163,40,40,20,1,2,NA,NA,NA,NA,6,6,NA,21,0,1,0,0,0,NA,NA,NA,NA
"987",886276,25,50,25,1,1,NA,NA,NA,NA,7,5,NA,59,0.4,0,1,0,0,NA,NA,0,145.786
"988",886364,35,35,30,1,1,NA,400,NA,NA,NA,NA,NA,55,1.208,0,NA,NA,0,NA,0,NA,NA
"989",886376,35,35,30,1,1,NA,NA,NA,NA,NA,NA,1,62,2.25,1,1,1,0,NA,1,20,NA
"990",886410,100,0,0,1,3,NA,NA,9,14,NA,NA,NA,57,2.9,1,NA,NA,0,NA,0,NA,NA
"991",886508,55,30,15,5,2,NA,NA,NA,NA,NA,NA,1,34,2.3,0,0,0,0,NA,0,0,30
"992",886779,100,0,0,2,2,NA,200,NA,NA,NA,NA,NA,33,1.25,0,NA,NA,0,NA,NA,NA,NA
"993",886807,34,33,33,5,1,NA,NA,12,12,NA,NA,NA,62,NA,0,NA,NA,0,NA,0,NA,NA
"994",886862,0,88,12,2,2,NA,NA,NA,NA,6,6,NA,50,0,0,0,0,0,NA,1,0,0
"995",886880,50,25,25,5,1,NA,NA,NA,NA,6,5,NA,54,0.25,0,0,0,0,NA,1,NA,-0.5
"996",886926,20,70,10,1,3,NA,NA,NA,NA,6,5,NA,30,1.75,0,0,0,0,NA,0,0,50
"997",887103,33,33,34,1,2,NA,NA,7,8,NA,NA,NA,47,1.35,0,0,0,0,NA,0,0,10
"998",887313,50,30,20,1,1,NA,NA,NA,NA,2,2,NA,33,NA,0,0,0,0,NA,NA,0,NA
"999",887432,100,0,0,1,1,NA,NA,NA,NA,3,2,NA,34,0.428,0,0,0,0,NA,0,0,2.409
"1000",887448,50,50,0,3,2,NA,200,NA,NA,NA,NA,NA,32,1.6,1,0,0,0,NA,0,20,NA
"1001",887615,50,25,25,5,1,NA,NA,NA,NA,1,1,NA,71,1.75,0,NA,NA,0,NA,0,NA,NA
"1002",887780,30,40,30,5,2,NA,NA,NA,NA,2,1,NA,63,1.6,0,0,0,0,NA,0,NA,NA
"1003",887826,80,10,10,5,2,6,NA,NA,NA,NA,NA,NA,60,1.15,0,0,0,0,TRUE,NA,NA,7
"1004",888043,50,10,40,2,2,NA,0,NA,NA,NA,NA,NA,57,1.108,0,0,0,0,NA,NA,NA,2.5
"1005",888348,33,33,34,1,1,NA,800,NA,NA,NA,NA,NA,66,1.2,1,NA,NA,0,NA,0,NA,NA
"1006",888400,35,35,30,5,2,NA,400,NA,NA,NA,NA,NA,49,1.5,0,0,1,1,NA,NA,0,20
"1007",888412,30,45,25,4,2,NA,NA,NA,NA,NA,NA,3,20,0,0,0,0,0,NA,NA,NA,3
"1008",888415,0,0,100,3,2,NA,NA,NA,NA,NA,NA,3,59,3.717,1,1,1,0,NA,1,17,123.864
"1009",888424,70,20,10,1,2,NA,NA,NA,NA,5,3,NA,63,1.65,1,0,0,0,NA,0,0,0
"1010",888629,50,50,0,3,2,NA,NA,NA,NA,3,3,NA,45,1.55,0,0,0,0,NA,0,NA,2
"1011",888677,100,0,0,1,1,NA,NA,NA,NA,NA,NA,1,52,1.91,1,NA,NA,0,NA,0,0,NA
"1012",888714,50,25,25,5,2,6,NA,NA,NA,NA,NA,NA,65,0.985,0,0,0,0,TRUE,1,NA,0
"1013",888906,50,25,25,1,1,NA,NA,15,15,NA,NA,NA,58,2.15,1,0,0,0,NA,0,NA,NA
"1014",888934,60,30,10,5,1,NA,NA,NA,NA,NA,NA,1,61,0.9,0,1,1,0,NA,NA,0,NA
"1015",888958,33,33,34,1,2,NA,NA,NA,NA,6,4,NA,52,2,1,0,0,1,NA,1,NA,NA
"1016",889050,0,100,0,3,2,NA,NA,NA,NA,NA,NA,5,20,0.15,0,NA,NA,0,NA,NA,0,NA
"1017",889233,34,33,33,4,2,NA,NA,NA,NA,NA,NA,6,65,0,0,0,0,0,NA,NA,NA,2
"1018",889279,20,60,20,1,1,NA,NA,NA,NA,3,2,NA,60,1.923,1,NA,NA,0,NA,0,NA,NA
"1019",889651,80,10,10,5,1,NA,400,NA,NA,NA,NA,NA,50,0.97,0,1,1,0,NA,0,0,NA
"1020",889691,10,50,40,4,2,NA,NA,NA,NA,NA,NA,4,66,2,1,NA,NA,0,NA,1,NA,NA
"1021",889816,30,50,20,3,1,NA,NA,NA,NA,5,5,NA,28,0.653,1,0,0,0,NA,1,0,NA
"1022",889913,100,0,0,1,1,11,NA,NA,NA,NA,NA,NA,46,1.98,0,0,0,0,FALSE,0,NA,NA
"1023",890234,25,75,0,1,2,NA,NA,8,10,NA,NA,NA,32,1.7,1,0,1,0,NA,0,0,NA
"1024",890283,34,33,33,1,3,NA,NA,NA,NA,6,4,NA,18,0,0,NA,NA,0,NA,NA,0,NA
"1025",890316,0,100,0,5,1,NA,NA,10,10,NA,NA,NA,78,3.97,1,1,0,0,NA,0,0,5.465
"1026",890344,50,30,20,3,1,NA,400,NA,NA,NA,NA,NA,64,0.63,0,NA,NA,0,NA,0,0,NA
"1027",890350,50,25,25,1,2,6,NA,NA,NA,NA,NA,NA,76,2.211,1,0,0,0,FALSE,0,0,66.125
"1028",890368,40,40,20,1,3,NA,NA,NA,NA,NA,NA,5,35,2.319,1,0,0,0,NA,0,0,66.019
"1029",890722,0,0,100,5,1,NA,NA,14,14,NA,NA,NA,34,0,0,NA,NA,0,NA,NA,0,NA
"1030",890753,20,20,60,2,2,6.5,NA,NA,NA,NA,NA,NA,66,2,1,0,0,0,TRUE,0,NA,NA
"1031",890850,40,35,25,3,3,NA,NA,NA,NA,7,6,NA,50,1.722,1,NA,NA,0,NA,0,0,NA
"1032",891055,30,50,20,3,2,NA,NA,NA,NA,2,2,NA,36,1.7,0,NA,NA,0,NA,0,5,NA
"1033",891061,60,20,20,4,2,10,NA,NA,NA,NA,NA,NA,38,1.75,0,NA,NA,0,FALSE,1,5,NA
"1034",891094,100,0,0,5,1,NA,600,NA,NA,NA,NA,NA,40,NA,0,NA,NA,0,NA,NA,NA,NA
"1035",891152,100,0,0,1,1,NA,500,NA,NA,NA,NA,NA,50,1.25,1,0,0,0,NA,NA,NA,-0.55
"1036",891235,50,25,25,1,2,NA,400,NA,NA,NA,NA,NA,67,NA,0,0,0,0,NA,0,0,NA
"1037",891314,25,60,15,2,2,NA,550,NA,NA,NA,NA,NA,27,NA,1,0,0,0,NA,NA,NA,NA
"1038",891403,50,25,25,1,1,NA,NA,9,12,NA,NA,NA,54,NA,0,NA,NA,0,NA,0,NA,NA
"1039",891442,30,35,35,1,1,NA,NA,NA,NA,NA,NA,2,69,2.615,1,NA,NA,0,NA,0,NA,NA
"1040",891531,50,40,10,5,1,NA,NA,NA,NA,NA,NA,3,48,1,0,0,0,0,NA,0,0,NA
"1041",891650,100,0,0,1,1,NA,NA,NA,NA,NA,NA,5,27,0.7,0,0,0,0,NA,NA,0,NA
"1042",891729,50,30,20,1,3,NA,400,NA,NA,NA,NA,NA,43,1.55,0,NA,NA,0,NA,0,NA,NA
"1043",891839,33,33,34,5,1,NA,50,NA,NA,NA,NA,NA,57,1.783,1,0,0,0,NA,0,20,0.7
"1044",891867,35,35,30,5,1,6,NA,NA,NA,NA,NA,NA,83,1.3,1,NA,NA,0,TRUE,0,NA,NA
"1045",891870,0,0,100,5,2,NA,NA,NA,NA,NA,NA,5,24,0.3,0,0,0,0,NA,0,0,NA
"1046",891928,50,35,15,2,1,NA,200,NA,NA,NA,NA,NA,41,1.3,0,0,0,0,NA,0,NA,10
"1047",892108,50,25,25,4,2,7,NA,NA,NA,NA,NA,NA,49,1.2,0,NA,NA,0,FALSE,0,NA,NA
"1048",892434,0,0,100,5,3,NA,NA,NA,NA,NA,NA,1,28,1.865,1,NA,NA,0,NA,1,0,NA
"1049",892471,25,25,50,2,1,NA,500,NA,NA,NA,NA,NA,60,0,0,0,0,0,NA,0,NA,NA
"1050",892477,34,33,33,4,2,NA,NA,1,9,NA,NA,NA,48,1.25,0,0,0,0,NA,0,0,9
"1051",892572,20,40,40,5,2,NA,500,NA,NA,NA,NA,NA,48,3.15,1,NA,NA,0,NA,0,0,NA
"1052",892831,50,50,0,5,2,NA,NA,1,15,NA,NA,NA,32,1.6,1,NA,NA,0,NA,0,0,NA
"1053",893038,50,30,20,5,1,NA,NA,1,15,NA,NA,NA,28,1.6,1,NA,NA,0,NA,1,0,NA
"1054",893148,40,30,30,3,2,NA,400,NA,NA,NA,NA,NA,71,2.837,0,0,0,0,NA,0,0,20
"1055",893215,30,30,40,2,2,NA,NA,2,7,NA,NA,NA,34,2.3,1,NA,NA,0,NA,1,NA,NA
"1056",893325,50,30,20,5,3,NA,NA,4,9,NA,NA,NA,47,1.75,1,0,1,0,NA,0,25,NA
"1057",893334,40,40,20,1,3,NA,NA,6,13,NA,NA,NA,27,1.2,0,NA,NA,1,NA,1,0,NA
"1058",893371,25,30,45,5,1,NA,NA,NA,NA,NA,NA,1,19,0.25,0,NA,NA,0,NA,0,NA,NA
"1059",893411,30,40,30,1,2,4,NA,NA,NA,NA,NA,NA,49,1.4,0,0,0,0,FALSE,0,NA,2
"1060",893432,45,45,10,2,1,NA,NA,NA,NA,NA,NA,1,59,1.4,0,0,1,0,NA,1,2,8
"1061",893585,50,50,0,5,1,NA,400,NA,NA,NA,NA,NA,59,1.45,0,0,0,0,NA,0,NA,30
"1063",893753,50,25,25,1,1,5,NA,NA,NA,NA,NA,NA,25,0.75,1,NA,NA,0,FALSE,NA,NA,NA
"1064",893853,100,0,0,1,1,NA,400,NA,NA,NA,NA,NA,65,2.304,1,NA,NA,1,NA,0,NA,NA
"1065",893911,50,50,0,1,1,NA,NA,2,2,NA,NA,NA,47,1.833,1,0,0,0,NA,0,NA,26.945
"1066",893939,50,30,20,5,2,NA,200,NA,NA,NA,NA,NA,52,1.75,1,0,1,0,NA,0,0,NA
"1067",893969,50,30,20,1,1,8,NA,NA,NA,NA,NA,NA,40,0.8,0,0,0,0,FALSE,0,0,NA
"1068",894198,50,30,20,5,1,4.5,NA,NA,NA,NA,NA,NA,71,0.75,1,0,0,0,TRUE,0,NA,NA
"1069",894241,30,30,40,5,2,NA,NA,4,5,NA,NA,NA,32,2.3,1,0,0,0,NA,0,NA,1.5
"1070",894387,33,34,33,4,2,NA,NA,NA,NA,NA,NA,3,44,0,0,NA,NA,0,NA,1,NA,NA
"1071",894390,30,50,20,5,2,10,NA,NA,NA,NA,NA,NA,59,0.287,0,0,0,0,FALSE,0,0,10.335
"1072",894409,50,40,10,5,1,NA,NA,NA,NA,NA,NA,1,53,0,0,0,0,0,NA,0,0,29
"1073",894604,50,30,20,2,1,NA,NA,NA,NA,NA,NA,1,41,2.2,0,0,0,0,NA,0,0,31
"1074",894622,33,33,34,1,3,NA,NA,NA,NA,NA,NA,6,55,1.3,0,0,1,0,NA,0,NA,NA
"1075",894839,50,25,25,3,3,NA,400,NA,NA,NA,NA,NA,19,0,0,0,0,0,NA,NA,NA,0
"1076",895199,80,10,10,1,1,NA,NA,NA,NA,2,2,NA,66,1.5,0,NA,NA,0,NA,0,NA,NA
"1077",895266,70,20,10,1,1,NA,NA,NA,NA,NA,NA,1,66,0.68,0,0,0,0,NA,0,5,0
"1078",895346,60,30,10,1,1,NA,NA,NA,NA,NA,NA,1,55,1.788,1,0,0,0,NA,1,NA,40
"1079",895443,50,25,25,1,2,7,NA,NA,NA,NA,NA,NA,56,3.6,1,NA,NA,0,FALSE,0,25,NA
"1080",895526,33,33,34,3,2,NA,NA,NA,NA,NA,NA,2,48,1.2,1,0,1,0,NA,0,NA,NA
"1081",895697,100,0,0,2,1,NA,NA,NA,NA,NA,NA,2,69,1.25,1,0,0,0,NA,0,NA,NA
"1082",895748,40,40,20,1,1,NA,800,NA,NA,NA,NA,NA,58,2.1,1,0,0,0,NA,1,0,1
"1083",895776,25,50,25,3,3,NA,800,NA,NA,NA,NA,NA,71,3.7,1,1,0,0,NA,1,NA,0
"1084",895828,70,30,0,1,2,NA,100,NA,NA,NA,NA,NA,37,2.53,1,0,1,0,NA,0,0,NA
"1085",895886,0,0,100,1,2,NA,NA,7,4,NA,NA,NA,55,2.344,0,0,0,0,NA,0,0,90
"1086",896020,50,25,25,1,2,NA,NA,NA,NA,5,5,NA,49,NA,0,0,0,0,NA,NA,NA,NA
"1087",896121,10,30,60,1,2,6,NA,NA,NA,NA,NA,NA,53,2.3,1,NA,NA,0,TRUE,1,NA,NA
"1088",896163,50,30,20,1,2,NA,NA,10,10,NA,NA,NA,18,0.18,0,0,0,0,NA,NA,NA,0
"1089",896179,25,60,15,5,2,NA,NA,NA,NA,5,4,NA,35,NA,0,0,0,0,NA,NA,0,NA
"1090",896337,30,45,25,2,1,NA,300,NA,NA,NA,NA,NA,42,1.511,0,NA,NA,0,NA,NA,NA,NA
"1091",896478,40,30,30,2,2,NA,NA,4,15,NA,NA,NA,38,0.75,0,0,0,0,NA,NA,0,NA
"1092",896560,0,0,100,1,2,NA,NA,NA,NA,NA,NA,5,34,3.1,1,0,0,0,NA,0,0,14
"1093",896646,30,30,40,3,2,NA,50,NA,NA,NA,NA,NA,44,0.5,0,0,0,0,NA,0,NA,NA
"1094",896719,30,40,30,2,1,NA,NA,1,2,NA,NA,NA,73,0.639,0,0,0,0,NA,0,NA,NA
"1096",896777,0,50,50,1,1,NA,800,NA,NA,NA,NA,NA,54,0.4,0,0,0,0,NA,1,0,0
"1097",896859,60,40,0,3,1,NA,NA,NA,NA,3,2,NA,33,1.1,1,0,0,0,NA,NA,0,18
"1098",896954,100,0,0,1,1,NA,NA,NA,NA,5,4,NA,64,1.495,1,0,0,0,NA,0,0,22.258
"1099",897006,20,20,60,1,2,NA,400,NA,NA,NA,NA,NA,44,2.25,0,NA,NA,0,NA,NA,NA,NA
"1100",897079,100,0,0,1,1,11,NA,NA,NA,NA,NA,NA,64,9,1,1,1,0,FALSE,0,50,1500
"1101",897256,20,40,40,2,2,NA,NA,NA,NA,4,4,NA,70,1.2,1,NA,NA,0,NA,1,NA,NA
"1102",897357,100,0,0,2,2,NA,50,NA,NA,NA,NA,NA,65,1.6,1,0,0,0,NA,1,NA,NA
"1103",897625,50,25,25,3,2,NA,NA,NA,NA,NA,NA,1,62,1.5,1,1,1,1,NA,1,20,NA
"1104",897857,50,50,0,5,2,NA,NA,9,7,NA,NA,NA,70,1.7,1,NA,NA,0,NA,0,NA,NA
"1105",897906,20,30,50,5,2,NA,500,NA,NA,NA,NA,NA,55,1.672,0,0,0,0,NA,0,0,10.279
"1106",898025,30,40,30,1,2,NA,NA,NA,NA,6,6,NA,63,2.45,1,0,1,0,NA,0,10,NA
"1107",898056,0,0,100,5,3,NA,NA,NA,NA,NA,NA,1,62,3.36,1,0,1,0,NA,0,20,111
"1109",898114,30,30,40,5,1,NA,400,NA,NA,NA,NA,NA,64,1.4,1,NA,NA,0,NA,0,0,NA
"1110",898184,75,25,0,5,2,NA,NA,8,7,NA,NA,NA,59,0.95,0,0,0,0,NA,0,NA,10
"1111",898211,20,40,40,3,3,NA,NA,NA,NA,4,4,NA,32,1.61,1,0,0,0,NA,NA,NA,0
"1112",898242,15,40,45,5,2,NA,NA,NA,NA,3,2,NA,59,1.271,1,0,0,0,NA,0,NA,-0.235
"1113",898254,30,30,40,1,1,4,NA,NA,NA,NA,NA,NA,66,1.9,1,0,0,0,TRUE,0,1,12
"1114",898330,100,0,0,1,1,NA,NA,NA,NA,NA,NA,1,66,0.84,0,NA,NA,0,NA,1,NA,NA
"1115",898367,60,30,10,1,1,NA,NA,NA,NA,NA,NA,3,61,1.2,1,0,1,0,NA,0,NA,NA
"1116",898416,33,34,33,4,2,NA,NA,NA,NA,NA,NA,2,60,0,0,0,0,0,NA,0,NA,NA
"1117",898538,50,30,20,5,2,NA,NA,1,1,NA,NA,NA,27,NA,1,0,0,0,NA,0,0,NA
"1118",898547,100,0,0,5,1,NA,NA,NA,NA,NA,NA,1,50,1.8,1,0,0,0,NA,NA,NA,NA
"1119",898562,50,50,0,2,2,NA,NA,NA,NA,4,4,NA,30,1.2,0,0,0,0,NA,0,0,12
"1120",898596,30,50,20,4,2,NA,NA,NA,NA,NA,NA,3,22,0.4,1,NA,NA,0,NA,0,0,NA
"1121",898797,50,50,0,1,2,NA,NA,NA,NA,NA,NA,1,18,0.26,0,NA,NA,0,NA,1,NA,NA
"1122",898837,50,25,25,5,1,NA,NA,1,1,NA,NA,NA,74,1.25,0,NA,NA,0,NA,0,NA,NA
"1123",898889,50,30,20,1,1,NA,NA,NA,NA,NA,NA,1,34,0,0,0,0,1,NA,0,NA,-0.25
"1124",899032,50,25,25,5,1,NA,NA,10,10,NA,NA,NA,26,0,0,NA,NA,0,NA,0,NA,NA
"1125",899078,20,60,20,2,2,NA,NA,8,1,NA,NA,NA,40,NA,1,0,0,0,NA,0,0,NA
"1126",899188,30,40,30,1,2,NA,NA,NA,NA,NA,NA,4,65,2.194,1,0,0,0,NA,0,0,5.67
"1127",899234,60,30,10,4,2,NA,NA,NA,NA,4,3,NA,54,1.92,1,0,0,0,NA,1,10,8
"1128",899237,50,25,25,1,1,10,NA,NA,NA,NA,NA,NA,40,1.5,0,NA,NA,0,FALSE,0,0,NA
"1129",899319,30,0,70,3,1,NA,NA,NA,NA,3,3,NA,32,1.65,1,0,0,0,NA,NA,0,2
"1130",899322,25,25,50,2,1,NA,NA,NA,NA,NA,NA,1,50,NA,0,NA,NA,0,NA,0,NA,NA
"1131",899490,0,100,0,3,1,11,NA,NA,NA,NA,NA,NA,61,1.8,0,NA,NA,0,FALSE,0,0,NA
"1132",899517,50,0,50,1,1,NA,40,NA,NA,NA,NA,NA,54,0,0,0,0,0,NA,0,NA,NA
"1134",899914,100,0,0,3,2,NA,NA,NA,NA,3,2,NA,60,0.95,0,0,0,0,NA,NA,NA,0
