"partid","location","gamble_lab","domain","gamble_ind","samples","switches","swrate","A_mean","A_var","B_mean","B_var","rare_n","rt_sample","rt_decision","H","Hexp","R","Rexp","decision"
"65071901","Berlin","he04_2","gain",8,29,15,0.54,0.8,2.74,0.43,1.19,3,1201,557,1,1,1,1,"A"
"65072001","Berlin","he04_4","loss",1,2,1,1,-3,NA,0,NA,1,2620,711,0,1,1,NA,"B"
"65072001","Berlin","he04_3","loss",2,7,4,0.67,-3,0,0,0,0,6903,4223,0,1,1,NA,"B"
"65072001","Berlin","he04_2","gain",3,2,1,1,0,NA,0,NA,0,1797,684,1,NA,1,NA,"A"
"65072001","Berlin","he04_6inv","loss",4,2,1,1,0,NA,0,NA,0,1666,849,0,NA,1,NA,"B"
"65072001","Berlin","he04_5","gain",5,2,1,1,0,NA,3,NA,0,1202,653,0,1,0,NA,"B"
"65072001","Berlin","he04_1","gain",6,2,1,1,4,NA,3,NA,0,1589,675,1,1,1,NA,"A"
"65072001","Berlin","he04_6","gain",7,2,1,1,0,NA,0,NA,0,1100,597,0,NA,0,NA,"B"
"65072001","Berlin","he04_2inv","loss",8,2,1,1,0,NA,0,NA,0,1210,911,1,NA,0,NA,"A"
"65072101","Berlin","he04_6","gain",1,8,7,1,0,0,2.25,2.25,0,1345,683,0,1,0,1,"B"
"65072101","Berlin","he04_1","gain",2,6,1,0.2,3,4,3,0,1,1230,1030,1,NA,1,1,"A"
"65072101","Berlin","he04_5","gain",3,10,2,0.22,8,219.43,3,0,2,1477,885,1,1,1,1,"A"
"65072101","Berlin","he04_6inv","loss",4,15,2,0.14,-1.2,2.7,0,0,0,1129,610,0,1,1,0,"B"
"65072101","Berlin","he04_3","loss",5,7,1,0.17,-3,0,0,0,0,1018,491,0,1,1,NA,"B"
"65072101","Berlin","he04_4","loss",6,11,2,0.2,-3,0,-3.2,3.2,1,1183,645,1,1,0,0,"A"
"65072101","Berlin","he04_2","gain",7,14,1,0.08,1,3.43,0.5,1.5,2,1120,567,1,1,1,1,"A"
"65072101","Berlin","he04_2inv","loss",8,17,2,0.12,-0.6,1.6,-1.14,3.81,2,1128,598,1,1,0,0,"A"
"65072201","Berlin","he04_1","gain",1,24,1,0.04,3.67,1.33,3,0,1,1179,1478,0,0,0,0,"B"
"65072201","Berlin","he04_3","loss",2,19,1,0.06,-3,0,-6.4,182.04,2,1626,652,1,1,0,0,"A"
"65072201","Berlin","he04_2inv","loss",3,12,1,0.09,-0.6,1.8,0,0,0,1213,745,0,1,1,0,"B"
"65072201","Berlin","he04_6","gain",4,16,1,0.07,0,0,1.12,2.41,0,1038,616,1,0,1,0,"A"
"65072201","Berlin","he04_4","loss",5,27,2,0.08,-3,0,-3.38,2.26,2,1060,542,1,1,0,0,"A"
"65072201","Berlin","he04_2","gain",6,22,1,0.05,0.73,2.62,1.09,2.29,2,1015,554,1,0,1,1,"A"
"65072201","Berlin","he04_6inv","loss",7,12,1,0.09,-0.6,1.8,0,0,0,1030,530,0,1,1,0,"B"
"65072201","Berlin","he04_5","gain",8,31,2,0.07,2.67,85.33,3,0,1,1072,620,0,1,0,0,"B"
"65072301","Berlin","he04_2","gain",1,25,1,0.04,0.67,2.42,0.69,1.73,2,1172,1350,1,0,1,1,"A"
"65072301","Berlin","he04_4","loss",2,20,1,0.05,-3,0,-2.86,3.81,2,1187,861,0,1,1,1,"B"
"65072301","Berlin","he04_1","gain",3,29,2,0.07,3.11,3.11,3,0,2,1184,1428,1,1,1,1,"A"
"65072301","Berlin","he04_5","gain",4,22,1,0.05,0,0,3,0,0,1133,964,0,1,0,NA,"B"
"65072301","Berlin","he04_6","gain",5,39,2,0.05,1.78,56.89,0.43,1.16,1,1206,950,1,1,1,1,"A"
"65072301","Berlin","he04_6inv","loss",6,23,1,0.05,-0.33,1,-2.29,73.14,1,1157,834,1,1,0,0,"A"
"65072301","Berlin","he04_3","loss",7,23,2,0.09,-3,0,-2,64,1,1240,799,0,1,1,1,"B"
"65072301","Berlin","he04_2inv","loss",8,19,1,0.06,-1.5,2.45,-1.71,4.57,3,1171,819,1,1,0,0,"A"
"65072401","Berlin","he04_2","gain",1,36,15,0.43,0.22,0.89,1.17,2.26,1,1232,1157,0,1,0,1,"B"
"65072401","Berlin","he04_5","gain",2,16,15,1,4,128,3,0,1,990,1181,0,0,0,0,"B"
"65072401","Berlin","he04_1","gain",3,18,17,1,3.56,1.78,3,0,1,1008,1808,0,0,0,0,"B"
"65072401","Berlin","he04_6","gain",4,42,41,1,0,0,0.86,1.93,0,995,1099,0,1,0,1,"B"
"65072401","Berlin","he04_2inv","loss",5,25,24,1,-0.75,1.84,0,0,0,998,1362,0,1,1,0,"B"
"65072401","Berlin","he04_6inv","loss",6,22,21,1,-0.82,1.96,0,0,0,1041,1180,0,1,1,0,"B"
"65072401","Berlin","he04_3","loss",7,12,11,1,-3,0,0,0,0,1102,1138,0,1,1,NA,"B"
"65072401","Berlin","he04_4","loss",8,34,33,1,-3,0,-3.29,2.47,3,1252,1039,1,1,0,0,"A"
"65072501","Berlin","he04_1","gain",1,8,2,0.29,3.33,2.67,3,0,1,1342,5243,1,1,1,1,"A"
"65072501","Berlin","he04_3","loss",2,5,1,0.25,-3,0,0,0,0,1215,8766,1,0,0,NA,"A"
"65072501","Berlin","he04_4","loss",3,1,NA,NA,-3,NA,NA,NA,0,1000,1542,1,NA,0,NA,"A"
"65072501","Berlin","he04_5","gain",4,1,NA,NA,NA,NA,3,NA,0,2696,1242,0,NA,0,NA,"B"
"65072501","Berlin","he04_6inv","loss",5,6,1,0.2,0,0,0,0,0,1213,521,0,NA,1,NA,"B"
"65072501","Berlin","he04_2inv","loss",6,6,3,0.6,-0.75,2.25,-4,0,2,1175,627,0,0,1,0,"B"
"65072501","Berlin","he04_2","gain",7,4,2,0.67,2,8,0,0,1,1168,507,0,0,0,0,"B"
"65072501","Berlin","he04_6","gain",8,3,1,0.5,0,NA,0,0,0,1750,2728,0,NA,0,NA,"B"
"65072601","Berlin","he04_4","loss",1,20,12,0.63,-3,0,-2.67,3.88,4,1298,836,0,1,1,1,"B"
"65072601","Berlin","he04_6","gain",2,10,5,0.56,0,0,0.75,2.25,0,1262,726,0,1,0,1,"B"
"65072601","Berlin","he04_2inv","loss",3,18,9,0.53,-0.5,1.36,-1.33,4.27,2,1186,565,1,1,0,0,"A"
"65072601","Berlin","he04_6inv","loss",4,13,11,0.92,-1.71,2.57,0,0,0,1117,587,0,1,1,0,"B"
"65072601","Berlin","he04_5","gain",5,22,21,1,2.91,93.09,3,0,1,1019,863,0,1,0,0,"B"
"65072601","Berlin","he04_3","loss",6,16,15,1,-3,0,0,0,0,995,608,0,1,1,NA,"B"
"65072601","Berlin","he04_2","gain",7,20,19,1,0.8,2.84,0.6,1.6,2,1057,579,1,1,1,1,"A"
"65072601","Berlin","he04_1","gain",8,10,9,1,3.2,3.2,3,0,1,1027,581,1,1,1,1,"A"
"65072701","Berlin","he04_5","gain",1,19,2,0.11,0,0,3,0,0,1302,10142,0,1,0,NA,"B"
"65072701","Berlin","he04_6","gain",2,17,2,0.12,0,0,0.33,1,0,1162,953,0,1,0,1,"B"
"65072701","Berlin","he04_3","loss",3,26,2,0.08,-3,0,0,0,0,1106,3279,0,1,1,NA,"B"
"65072701","Berlin","he04_6inv","loss",4,18,1,0.06,-0.3,0.9,-4,128,1,1438,1786,1,1,0,0,"A"
"65072701","Berlin","he04_2inv","loss",5,20,1,0.05,-0.46,1.27,-1.14,3.81,2,1264,814,1,1,0,0,"A"
"65072701","Berlin","he04_1","gain",6,26,2,0.08,3.6,1.6,3,0,1,1224,725,0,0,0,0,"B"
"65072701","Berlin","he04_2","gain",7,22,1,0.05,0.92,3.08,1,2.25,3,1259,1821,1,0,1,1,"A"
"65072701","Berlin","he04_4","loss",8,24,1,0.04,-3,0,-3.6,1.6,1,1241,786,0,0,1,1,"B"
"65072801","Berlin","he04_3","loss",1,19,2,0.11,-3,0,-2.91,93.09,1,1263,901,1,0,0,0,"A"
"65072801","Berlin","he04_2inv","loss",2,19,1,0.06,-2.1,2.1,-0.89,3.11,2,1203,650,0,1,1,1,"B"
"65072801","Berlin","he04_6inv","loss",3,23,2,0.09,-1.12,2.41,0,0,0,1209,771,0,1,1,0,"B"
"65072801","Berlin","he04_4","loss",4,28,1,0.04,-3,0,-3.33,2.42,2,1246,504,1,1,0,0,"A"
"65072801","Berlin","he04_5","gain",5,21,1,0.05,5.33,155.15,3,0,2,1308,1987,0,0,0,0,"B"
"65072801","Berlin","he04_6","gain",6,26,1,0.04,0,0,0.67,1.75,0,1114,558,0,1,0,1,"B"
"65072801","Berlin","he04_1","gain",7,20,1,0.05,2,4.57,3,0,4,1177,656,1,0,1,1,"A"
"65072801","Berlin","he04_2","gain",8,29,1,0.04,1.43,3.96,0.8,1.89,5,1202,757,1,1,1,1,"A"
"65072901","Berlin","he04_2","gain",1,42,1,0.02,0.36,1.39,0.75,1.78,2,1376,838,0,1,0,1,"B"
"65072901","Berlin","he04_3","loss",2,43,2,0.05,-3,0,-2.91,88.66,2,1272,1137,1,0,0,0,"A"
"65072901","Berlin","he04_6","gain",3,49,1,0.02,1.6,51.2,0.83,1.86,1,1127,603,0,0,0,0,"B"
"65072901","Berlin","he04_4","loss",4,46,1,0.02,-3,0,-3.43,2.06,3,1086,589,0,0,1,1,"B"
"65072901","Berlin","he04_2inv","loss",5,42,1,0.02,-0.63,1.58,-0.52,1.9,3,1088,663,1,0,0,0,"A"
"65072901","Berlin","he04_5","gain",6,45,1,0.02,3.84,112.64,3,0,3,1137,525,0,0,0,0,"B"
"65072901","Berlin","he04_6inv","loss",7,53,1,0.02,-0.78,1.81,-2.13,65.91,2,1056,783,1,1,0,0,"A"
"65072901","Berlin","he04_1","gain",8,39,1,0.03,2.77,3.69,3,0,4,1067,479,0,1,0,0,"B"
"65073001","Berlin","he04_6inv","loss",1,4,1,0.33,0,0,0,0,0,5806,3780,1,NA,0,NA,"A"
"65073001","Berlin","he04_4","loss",2,2,1,1,-3,NA,-4,NA,0,7912,1062,1,1,0,NA,"A"
"65073001","Berlin","he04_3","loss",3,2,1,1,-3,NA,0,NA,0,4266,591,1,0,0,NA,"A"
"65073001","Berlin","he04_5","gain",4,2,1,1,0,NA,3,NA,0,1752,1097,0,1,0,NA,"B"
"65073001","Berlin","he04_2inv","loss",5,19,10,0.56,-1.5,2.5,-0.89,3.11,2,2019,838,0,1,1,1,"B"
"65073001","Berlin","he04_1","gain",6,15,2,0.14,2.55,4.07,3,0,4,1249,626,1,0,1,1,"A"
"65073001","Berlin","he04_6","gain",7,16,1,0.07,0,0,1.33,2.5,0,1147,705,0,1,0,1,"B"
"65073001","Berlin","he04_2","gain",8,22,2,0.1,0,0,0.9,2.1,0,1105,541,0,1,0,1,"B"
"65073101","Berlin","he04_5","gain",1,4,2,0.67,0,NA,3,0,0,2086,1156,0,1,0,NA,"B"
"65073101","Berlin","he04_6","gain",2,2,1,1,0,NA,0,NA,0,1633,799,1,NA,1,NA,"A"
"65073101","Berlin","he04_2","gain",3,3,1,0.5,0,0,0,NA,0,1124,499,1,NA,1,NA,"A"
"65073101","Berlin","he04_6inv","loss",4,2,1,1,-3,NA,0,NA,0,1388,620,0,1,1,NA,"B"
"65073101","Berlin","he04_1","gain",5,3,1,0.5,0,NA,3,0,1,1263,443,0,1,0,NA,"B"
"65073101","Berlin","he04_3","loss",6,2,1,1,-3,NA,0,NA,0,1108,660,0,1,1,NA,"B"
"65073101","Berlin","he04_2inv","loss",7,2,1,1,-3,NA,0,NA,0,1160,450,0,1,1,NA,"B"
"65073101","Berlin","he04_4","loss",8,2,1,1,-3,NA,-4,NA,0,1750,427,1,1,0,NA,"A"
"65073201","Berlin","he04_6inv","loss",1,5,1,0.25,-3,0,0,0,0,1626,904,0,1,1,NA,"B"
"65073201","Berlin","he04_2inv","loss",2,29,2,0.07,-0.79,1.84,-0.8,2.84,2,1438,394,1,1,0,0,"A"
"65073201","Berlin","he04_5","gain",3,20,1,0.05,3.2,102.4,3,0,1,1196,445,0,0,0,0,"B"
"65073201","Berlin","he04_6","gain",4,17,1,0.06,0,0,1.71,2.57,0,1111,396,0,1,0,1,"B"
"65073201","Berlin","he04_3","loss",5,16,2,0.13,-3,0,-2.91,93.09,1,1181,312,0,1,1,1,"B"
"65073201","Berlin","he04_2","gain",6,20,1,0.05,0.4,1.6,0.9,2.1,1,1172,274,0,1,0,1,"B"
"65073201","Berlin","he04_4","loss",7,20,1,0.05,-3,0,-3.6,1.6,1,1181,254,1,1,0,0,"A"
"65073201","Berlin","he04_1","gain",8,19,1,0.06,3.56,1.78,3,0,1,1165,240,1,1,1,1,"A"
"65073301","Berlin","he04_2","gain",1,9,2,0.25,0,0,0.75,2.25,0,1318,594,0,1,0,1,"B"
"65073301","Berlin","he04_3","loss",2,6,1,0.2,-3,0,0,0,0,1256,532,0,1,1,NA,"B"
"65073301","Berlin","he04_6","gain",3,8,1,0.14,0,0,1.5,3,0,1274,435,0,1,0,1,"B"
"65073301","Berlin","he04_1","gain",4,6,1,0.2,4,0,3,0,0,1173,543,1,1,1,NA,"A"
"65073301","Berlin","he04_4","loss",5,15,3,0.21,-3,0,-2.86,3.81,2,1766,1232,0,1,1,1,"B"
"65073301","Berlin","he04_6inv","loss",6,7,1,0.17,-1.5,3,0,0,0,1360,491,0,1,1,0,"B"
"65073301","Berlin","he04_5","gain",7,7,1,0.17,0,0,3,0,0,1305,515,0,1,0,NA,"B"
"65073301","Berlin","he04_2inv","loss",8,7,1,0.17,-1,3,-2,5.33,2,1364,460,1,1,0,0,"A"
"65073401","Berlin","he04_3","loss",1,48,4,0.09,-3,0,-4.27,122.41,4,1546,2496,1,1,0,0,"A"
"65073401","Berlin","he04_1","gain",2,21,2,0.1,3.6,1.6,3,0,1,1836,681,1,1,1,1,"A"
"65073401","Berlin","he04_2","gain",3,26,2,0.08,0.8,2.74,0.82,1.96,3,1122,646,0,1,0,0,"B"
"65073401","Berlin","he04_6","gain",4,38,2,0.05,0,0,1.11,2.21,0,1086,643,0,1,0,1,"B"
"65073401","Berlin","he04_6inv","loss",5,32,1,0.03,-0.88,1.99,-4.27,126.78,2,1082,552,1,1,0,0,"A"
"65073401","Berlin","he04_5","gain",6,22,1,0.05,6.86,185.67,3,0,3,1149,397,1,1,1,1,"A"
"65073401","Berlin","he04_2inv","loss",7,36,2,0.06,-0.5,1.3,-1,3.27,3,1262,595,1,1,0,0,"A"
"65073401","Berlin","he04_4","loss",8,43,2,0.05,-3,0,-3.2,2.69,4,1085,618,0,0,1,1,"B"
"65073501","Berlin","he04_6inv","loss",1,33,31,0.97,-0.56,1.46,0,0,0,1114,1474,0,1,1,0,"B"
"65073501","Berlin","he04_6","gain",2,60,26,0.44,2.53,76.47,0.68,1.66,3,1339,18828,1,1,1,1,"A"
"65073501","Berlin","he04_4","loss",3,36,2,0.06,-3,0,-3.8,0.8,1,1164,1950,1,1,0,0,"A"
"65073501","Berlin","he04_2inv","loss",4,23,2,0.09,-0.46,1.27,-0.4,1.6,1,1285,988,1,0,0,0,"A"
"65073501","Berlin","he04_1","gain",5,21,2,0.1,2.55,4.07,3,0,4,1414,829,1,0,1,1,"A"
"65073501","Berlin","he04_3","loss",6,32,2,0.06,-3,0,-2.29,73.14,1,1514,1273,1,0,0,0,"A"
"65073501","Berlin","he04_2","gain",7,11,2,0.2,0.8,3.2,2,2.4,1,1665,1125,0,1,0,0,"B"
"65073501","Berlin","he04_5","gain",8,20,1,0.05,6.4,182.04,3,0,2,1348,836,0,0,0,0,"B"
"65073601","Berlin","he04_4","loss",1,31,5,0.17,-3,0,-3,3.2,4,1218,1279,0,NA,1,1,"B"
"65073601","Berlin","he04_2inv","loss",2,19,1,0.06,-0.82,1.96,-2,4.57,4,1150,810,1,1,0,0,"A"
"65073601","Berlin","he04_6","gain",3,46,4,0.09,0,0,1,2.12,0,1220,759,0,1,0,1,"B"
"65073601","Berlin","he04_6inv","loss",4,22,2,0.1,-0.64,1.63,-8,219.43,2,1192,578,1,1,0,0,"A"
"65073601","Berlin","he04_2","gain",5,41,2,0.05,1.14,3.43,1.05,2.16,6,1165,515,1,1,1,1,"A"
"65073601","Berlin","he04_5","gain",6,88,1,0.01,5.46,148.6,3,0,7,1266,509,0,0,0,0,"B"
"65073601","Berlin","he04_1","gain",7,34,1,0.03,3.4,2.15,3,0,3,1175,647,1,1,1,1,"A"
"65073601","Berlin","he04_3","loss",8,43,1,0.02,-3,0,-4.8,137.43,3,1334,688,1,1,0,0,"A"
"65073701","Berlin","he04_1","gain",1,16,15,1,3,3.43,3,0,2,1215,1457,1,NA,1,1,"A"
"65073701","Berlin","he04_6","gain",2,77,76,1,2.46,74.62,0.55,1.39,3,1149,991,0,0,0,0,"B"
"65073701","Berlin","he04_5","gain",3,37,36,1,1.68,53.89,3,0,1,1006,447,0,1,0,0,"B"
"65073701","Berlin","he04_4","loss",4,95,93,0.99,-3,0,-3.17,2.7,10,1074,1405,0,0,1,1,"B"
"65073701","Berlin","he04_2","gain",5,32,31,1,0.75,2.6,0.94,2.06,3,1084,457,0,1,0,0,"B"
"65073701","Berlin","he04_2inv","loss",6,20,19,1,-0.3,0.9,-0.4,1.6,1,1034,351,0,0,1,1,"B"
"65073701","Berlin","he04_3","loss",7,13,12,1,-3,0,0,0,0,1155,2402,0,1,1,NA,"B"
"65073701","Berlin","he04_6inv","loss",8,24,21,0.91,-1.25,2.39,0,0,0,1305,555,0,1,1,0,"B"
"65073801","Berlin","he04_2inv","loss",1,24,3,0.13,-0.5,1.36,-0.33,1.33,1,1493,4608,1,0,0,1,"A"
"65073801","Berlin","he04_1","gain",2,32,2,0.06,2.93,3.35,3,0,4,1303,1300,0,1,0,0,"B"
"65073801","Berlin","he04_5","gain",3,28,2,0.07,2.46,78.77,3,0,1,1198,1061,0,1,0,0,"B"
"65073801","Berlin","he04_6inv","loss",4,18,2,0.12,-1,2.4,0,0,0,1227,671,0,1,1,0,"B"
"65073801","Berlin","he04_4","loss",5,20,3,0.16,-3,0,-3.69,1.23,1,1231,1045,1,1,0,0,"A"
"65073801","Berlin","he04_6","gain",6,29,2,0.07,0,0,0.75,1.84,0,1190,695,0,1,0,1,"B"
"65073801","Berlin","he04_3","loss",7,25,1,0.04,-3,0,-3.05,92.65,2,1187,542,0,0,1,1,"B"
"65073801","Berlin","he04_2","gain",8,22,1,0.05,1.2,3.73,0.75,1.84,3,1267,493,1,1,1,1,"A"
"65073901","Berlin","he04_3","loss",1,23,2,0.09,-3,0,0,0,0,1200,2565,0,1,1,NA,"B"
"65073901","Berlin","he04_6inv","loss",2,42,2,0.05,-0.55,1.4,-1.6,51.2,1,1174,993,1,1,0,0,"A"
"65073901","Berlin","he04_1","gain",3,34,2,0.06,3.64,1.45,3,0,1,1141,4097,0,0,0,0,"B"
"65073901","Berlin","he04_2","gain",4,14,0,0,NA,NA,0.64,1.63,0,1155,3215,0,NA,0,NA,"B"
"65073901","Berlin","he04_5","gain",5,42,2,0.05,3.37,101.8,3,0,2,1171,852,0,0,0,0,"B"
"65073901","Berlin","he04_2inv","loss",6,25,2,0.08,-0.64,1.63,0,0,0,1184,623,0,1,1,0,"B"
"65073901","Berlin","he04_6","gain",7,21,1,0.05,0,0,0.27,0.82,0,1121,519,0,1,0,1,"B"
"65073901","Berlin","he04_4","loss",8,17,10,0.62,-3,0,-4,0,0,1124,762,1,1,0,NA,"A"
"65074001","Berlin","he04_2inv","loss",1,46,44,0.98,-0.5,1.3,-1.09,3.32,6,1077,819,1,1,0,0,"A"
"65074001","Berlin","he04_1","gain",2,32,31,1,3.75,1,3,0,1,995,578,1,1,1,1,"A"
"65074001","Berlin","he04_3","loss",3,27,26,1,-3,0,-4.92,144.41,2,979,767,0,0,1,1,"B"
"65074001","Berlin","he04_5","gain",4,26,24,0.96,0,0,3,0,0,998,659,0,1,0,NA,"B"
"65074001","Berlin","he04_6inv","loss",5,22,20,0.95,-0.9,2.1,0,0,0,1032,821,0,1,1,0,"B"
"65074001","Berlin","he04_6","gain",6,19,18,1,0,0,0.6,1.6,0,1113,540,0,1,0,1,"B"
"65074001","Berlin","he04_4","loss",7,27,26,1,-3,0,-3.69,1.23,1,1128,526,1,1,0,0,"A"
"65074001","Berlin","he04_2","gain",8,18,17,1,2.22,4.44,0.67,1.75,5,1049,548,1,1,1,1,"A"
"65074101","Berlin","he04_6","gain",1,14,13,1,0,0,0.86,2.14,0,1240,1531,0,1,0,1,"B"
"65074101","Berlin","he04_2","gain",2,23,21,0.95,0.73,2.62,0.25,0.75,2,1361,538,1,1,1,1,"A"
"65074101","Berlin","he04_6inv","loss",3,36,35,1,-0.17,0.5,0,0,0,1241,589,0,1,1,0,"B"
"65074101","Berlin","he04_4","loss",4,12,11,1,-3,0,-2.67,4.27,2,1297,536,1,0,0,0,"A"
"65074101","Berlin","he04_2inv","loss",5,8,7,1,-0.75,2.25,0,0,0,1509,587,0,1,1,0,"B"
"65074101","Berlin","he04_5","gain",6,5,4,1,0,0,3,0,0,1763,534,0,1,0,NA,"B"
"65074101","Berlin","he04_1","gain",7,7,6,1,3,4,3,0,1,1230,430,1,NA,1,1,"A"
"65074101","Berlin","he04_3","loss",8,4,3,1,-3,0,0,0,0,1056,441,0,1,1,NA,"B"
"65074201","Berlin","he04_2inv","loss",1,42,10,0.24,-1,2.1,-0.95,3.05,5,1126,691,0,1,1,1,"B"
"65074201","Berlin","he04_2","gain",2,48,2,0.04,0.86,2.79,1.05,2.16,6,1078,486,0,1,0,0,"B"
"65074201","Berlin","he04_6inv","loss",3,43,1,0.02,-1.24,2.32,-1.23,39.38,1,1012,539,0,1,1,1,"B"
"65074201","Berlin","he04_6","gain",4,33,1,0.03,0,0,0.64,1.63,0,1069,887,0,1,0,1,"B"
"65074201","Berlin","he04_4","loss",5,42,4,0.1,-3,0,-3.2,2.67,5,1083,437,0,0,1,1,"B"
"65074201","Berlin","he04_3","loss",6,33,4,0.12,-3,0,-5.05,143.72,3,1014,1324,0,0,1,1,"B"
"65074201","Berlin","he04_1","gain",7,32,1,0.03,2.12,4.24,3,0,8,1104,493,1,0,1,1,"A"
"65074201","Berlin","he04_5","gain",8,31,5,0.17,5.65,158.12,3,0,3,1039,565,0,0,0,0,"B"
"65074301","Berlin","he04_6inv","loss",1,11,3,0.3,-1.2,2.7,0,0,0,2235,1042,0,1,1,0,"B"
"65074301","Berlin","he04_2","gain",2,19,2,0.11,0.73,2.62,0.38,1.12,2,1698,1257,1,1,1,1,"A"
"65074301","Berlin","he04_3","loss",3,12,2,0.18,-3,0,0,0,0,1421,849,0,1,1,NA,"B"
"65074301","Berlin","he04_2inv","loss",4,12,1,0.09,-1,2.4,-0.67,2.67,1,1645,1810,1,0,0,0,"A"
"65074301","Berlin","he04_4","loss",5,17,2,0.12,-3,0,-3.43,2.29,1,1561,2621,0,0,1,1,"B"
"65074301","Berlin","he04_6","gain",6,10,1,0.11,0,0,0,0,0,1480,1428,0,NA,0,NA,"B"
"65074301","Berlin","he04_5","gain",7,14,1,0.08,0,0,3,0,0,1296,899,0,1,0,NA,"B"
"65074301","Berlin","he04_1","gain",8,8,1,0.14,4,0,3,0,0,1221,660,0,0,0,NA,"B"
"65074401","Berlin","he04_6","gain",1,13,11,0.92,0,0,0.5,1.5,0,1812,1593,0,1,0,1,"B"
"65074401","Berlin","he04_2","gain",2,24,11,0.48,0.36,1.45,0.69,1.73,1,1233,876,1,0,1,0,"A"
"65074401","Berlin","he04_3","loss",3,16,5,0.33,-3,0,-4,128,1,1165,798,1,1,0,0,"A"
"65074401","Berlin","he04_6inv","loss",4,33,7,0.22,-0.46,1.27,0,0,0,1037,639,0,1,1,0,"B"
"65074401","Berlin","he04_2inv","loss",5,10,9,1,-1.8,2.7,-1.6,4.8,2,927,750,1,0,0,0,"A"
"65074401","Berlin","he04_1","gain",6,23,13,0.59,2.29,4.57,3,0,3,1002,594,1,0,1,1,"A"
"65074401","Berlin","he04_5","gain",7,27,11,0.42,2.67,85.33,3,0,1,1012,518,0,1,0,0,"B"
"65074401","Berlin","he04_4","loss",8,21,2,0.1,-3,0,-4,0,0,966,512,1,1,0,NA,"A"
"65074501","Berlin","he04_2inv","loss",1,34,14,0.42,-0.95,2.05,-1.67,4.24,5,1076,3687,1,1,0,0,"A"
"65074501","Berlin","he04_4","loss",2,45,13,0.3,-3,0,-3.56,1.67,2,1136,2204,0,0,1,1,"B"
"65074501","Berlin","he04_6inv","loss",3,2,1,1,-3,NA,0,NA,0,1074,562,0,1,1,NA,"B"
"65074501","Berlin","he04_1","gain",4,12,5,0.45,3.33,2.67,3,0,1,1203,527,1,1,1,1,"A"
"65074501","Berlin","he04_5","gain",5,5,3,0.75,0,0,3,0,0,1024,490,0,1,0,NA,"B"
"65074501","Berlin","he04_2","gain",6,39,12,0.32,1,3.11,1.64,2.45,7,1172,508,0,1,0,0,"B"
"65074501","Berlin","he04_6","gain",7,5,2,0.5,0,0,3,0,0,1088,441,0,1,0,NA,"B"
"65074501","Berlin","he04_3","loss",8,10,3,0.33,-3,0,-8,256,1,1132,486,0,0,1,1,"B"
"65074601","Berlin","he04_3","loss",1,49,10,0.21,-3,0,-2.67,81.62,2,1151,1815,1,0,0,0,"A"
"65074601","Berlin","he04_2","gain",2,3,2,1,2,8,0,NA,1,1127,764,1,1,1,NA,"A"
"65074601","Berlin","he04_6inv","loss",3,10,9,1,-1.8,2.7,0,0,0,1248,642,1,0,0,1,"A"
"65074601","Berlin","he04_6","gain",4,15,11,0.79,4,128,0,0,1,1229,570,1,1,1,1,"A"
"65074601","Berlin","he04_5","gain",5,9,7,0.88,0,0,3,0,0,1081,645,0,1,0,NA,"B"
"65074601","Berlin","he04_4","loss",6,5,1,0.25,-3,0,-4,0,0,1158,525,0,0,1,NA,"B"
"65074601","Berlin","he04_2inv","loss",7,13,9,0.75,-0.38,1.12,0,0,0,1159,533,1,0,0,1,"A"
"65074601","Berlin","he04_1","gain",8,2,1,1,4,NA,3,NA,0,1088,627,1,1,1,NA,"A"
"65074701","Berlin","he04_2inv","loss",1,71,2,0.03,-0.91,1.96,-0.21,0.82,2,1410,1397,0,1,1,0,"B"
"65074701","Berlin","he04_6inv","loss",2,67,1,0.02,-0.93,2,0,0,0,1421,644,0,1,1,0,"B"
"65074701","Berlin","he04_2","gain",3,158,2,0.01,0.55,1.92,0.56,1.39,10,1382,430,1,0,1,1,"A"
"65074701","Berlin","he04_6","gain",4,110,2,0.02,1.45,45.46,0.55,1.36,2,1344,566,1,1,1,1,"A"
"65074701","Berlin","he04_3","loss",5,132,3,0.02,-3,0,-2.55,75.84,7,1309,455,1,0,0,0,"A"
"65074701","Berlin","he04_4","loss",6,75,2,0.03,-3,0,-2.59,3.75,13,1202,421,0,1,1,1,"B"
"65074701","Berlin","he04_1","gain",7,51,2,0.04,3.35,2.24,3,0,5,1084,781,0,0,0,0,"B"
"65074701","Berlin","he04_5","gain",8,61,2,0.03,1.73,53.81,3,0,2,1114,642,0,1,0,0,"B"
"65074801","Berlin","he04_6inv","loss",1,3,2,1,0,NA,0,0,0,2493,1288,0,NA,1,NA,"B"
"65074801","Berlin","he04_5","gain",2,3,1,0.5,0,NA,3,0,0,2522,1589,0,1,0,NA,"B"
"65074801","Berlin","he04_1","gain",3,3,2,1,4,NA,3,0,0,1984,534,0,0,0,NA,"B"
"65074801","Berlin","he04_3","loss",4,3,1,0.5,-3,NA,0,0,0,1569,475,0,1,1,NA,"B"
"65074801","Berlin","he04_6","gain",5,3,2,1,0,0,0,NA,0,1022,517,1,NA,1,NA,"A"
"65074801","Berlin","he04_2inv","loss",6,2,1,1,-3,NA,0,NA,0,1904,2577,0,1,1,NA,"B"
