"partid","location","gamble_lab","domain","gamble_ind","samples","switches","swrate","A_mean","A_var","B_mean","B_var","rare_n","rt_sample","rt_decision","H","Hexp","R","Rexp","decision"
"65069101","Berlin","he04_6inv","loss",2,2,1,1,0,NA,0,NA,0,2135,441,0,NA,1,NA,"B"
"65069101","Berlin","he04_5","gain",3,2,1,1,0,NA,3,NA,0,1394,1396,0,1,0,NA,"B"
"65069101","Berlin","he04_3","loss",4,2,1,1,-3,NA,0,NA,0,1992,442,0,1,1,NA,"B"
"65069101","Berlin","he04_2inv","loss",5,2,1,1,0,NA,-4,NA,1,1312,788,1,1,0,NA,"A"
"65069101","Berlin","he04_2","gain",6,2,1,1,4,NA,0,NA,1,797,802,1,1,1,NA,"A"
"65069101","Berlin","he04_6","gain",7,2,1,1,0,NA,3,NA,0,1718,303,0,1,0,NA,"B"
"65069101","Berlin","he04_1","gain",8,2,1,1,4,NA,3,NA,0,1056,459,0,0,0,NA,"B"
"65069201","Berlin","he04_2inv","loss",1,48,2,0.04,-0.69,1.66,-0.55,1.97,3,1444,2475,1,0,0,0,"A"
"65069201","Berlin","he04_3","loss",2,33,1,0.03,-3,0,-4.57,135.03,2,1427,1422,0,0,1,1,"B"
"65069201","Berlin","he04_6inv","loss",3,26,1,0.04,-0.75,1.84,-2.29,73.14,1,1519,1002,0,0,1,1,"B"
"65069201","Berlin","he04_6","gain",4,44,1,0.02,1.45,46.55,0.27,0.78,1,1624,1507,1,1,1,1,"A"
"65069201","Berlin","he04_2","gain",5,35,1,0.03,0.38,1.45,1.07,2.23,2,1609,1230,0,1,0,1,"B"
"65069201","Berlin","he04_4","loss",6,39,1,0.03,-3,0,-2.8,3.54,6,1567,1451,0,1,1,1,"B"
"65069201","Berlin","he04_1","gain",7,31,1,0.03,3.14,2.9,3,0,3,1631,976,0,0,0,0,"B"
"65069201","Berlin","he04_5","gain",8,36,1,0.03,4.36,126.34,3,0,3,1796,17387,1,1,1,1,"A"
"65069301","Berlin","he04_6","gain",1,22,1,0.05,0,0,0.55,1.47,0,1224,1002,0,1,0,1,"B"
"65069301","Berlin","he04_2","gain",2,48,3,0.06,0.91,2.94,0.69,1.66,5,1265,622,1,1,1,1,"A"
"65069301","Berlin","he04_6inv","loss",3,26,1,0.04,-0.55,1.47,0,0,0,1208,818,0,1,1,0,"B"
"65069301","Berlin","he04_4","loss",4,19,1,0.06,-3,0,-2.8,3.73,3,1129,489,1,0,0,0,"A"
"65069301","Berlin","he04_5","gain",5,21,1,0.05,2.91,93.09,3,0,1,1353,740,1,0,1,1,"A"
"65069301","Berlin","he04_3","loss",6,25,1,0.04,-3,0,-8,204.8,4,1154,2796,1,1,0,0,"A"
"65069301","Berlin","he04_1","gain",7,29,1,0.04,3.14,2.9,3,0,3,1191,3737,0,0,0,0,"B"
"65069301","Berlin","he04_2inv","loss",8,22,1,0.05,-0.92,2.08,-2.22,4.44,5,1104,476,1,1,0,0,"A"
"65069401","Berlin","he04_5","gain",1,30,5,0.17,2.13,68.27,3,0,1,1620,3142,0,1,0,0,"B"
"65069401","Berlin","he04_6","gain",2,23,19,0.86,2.91,93.09,0.5,1.36,1,1156,2262,1,1,1,1,"A"
"65069401","Berlin","he04_6inv","loss",3,39,33,0.87,-0.79,1.84,0,0,0,1306,1503,0,1,1,0,"B"
"65069401","Berlin","he04_4","loss",4,60,57,0.97,-3,0,-3.33,2.3,5,1208,1063,0,0,1,1,"B"
"65069401","Berlin","he04_2","gain",5,17,15,0.94,1.78,4.44,0,0,4,1095,757,1,1,1,1,"A"
"65069401","Berlin","he04_2inv","loss",6,27,26,1,-0.86,1.98,-0.62,2.26,2,1087,835,1,0,0,0,"A"
"65069401","Berlin","he04_1","gain",7,6,5,1,4,0,3,0,0,1162,827,1,1,1,NA,"A"
"65069401","Berlin","he04_3","loss",8,23,21,0.95,-3,0,-5.82,167.56,2,1179,699,1,1,0,0,"A"
"65069501","Berlin","he04_6inv","loss",1,34,1,0.03,-1.09,2.29,-1.39,44.52,1,1940,1594,0,0,1,1,"B"
"65069501","Berlin","he04_2","gain",2,27,1,0.04,0.73,2.62,0.75,1.8,2,1695,2701,0,1,0,0,"B"
"65069501","Berlin","he04_3","loss",3,52,1,0.02,-3,0,-3.2,97.01,2,1410,1520,0,0,1,1,"B"
"65069501","Berlin","he04_1","gain",4,31,1,0.03,3.27,2.62,3,0,2,1262,772,0,0,0,0,"B"
"65069501","Berlin","he04_5","gain",5,26,2,0.08,6.4,182.04,3,0,2,1802,805,0,0,0,0,"B"
"65069501","Berlin","he04_6","gain",6,44,1,0.02,0.94,30.12,1.5,2.5,1,1238,676,0,1,0,0,"B"
"65069501","Berlin","he04_4","loss",7,48,1,0.02,-3,0,-3.4,2.15,3,1225,1838,0,0,1,1,"B"
"65069501","Berlin","he04_2inv","loss",8,25,1,0.04,-1.2,2.31,-1.6,4.27,4,1449,1066,1,1,0,0,"A"
"65069601","Berlin","he04_5","gain",1,14,13,1,4.57,146.29,3,0,1,1100,1006,0,0,0,0,"B"
"65069601","Berlin","he04_1","gain",2,23,22,1,3.33,2.42,3,0,2,1140,779,1,1,1,1,"A"
"65069601","Berlin","he04_6","gain",3,24,23,1,0,0,1.25,2.39,0,1072,1130,0,1,0,1,"B"
"65069601","Berlin","he04_4","loss",4,20,19,1,-3,0,-3.2,2.84,2,1099,581,0,0,1,1,"B"
"65069601","Berlin","he04_2inv","loss",5,14,13,1,-0.43,1.29,-2.29,4.57,4,1066,587,1,1,0,0,"A"
"65069601","Berlin","he04_3","loss",6,12,11,1,-3,0,0,0,0,1074,631,0,1,1,NA,"B"
"65069601","Berlin","he04_2","gain",7,27,26,1,0.62,2.26,0.86,1.98,2,1221,714,0,1,0,0,"B"
"65069601","Berlin","he04_6inv","loss",8,22,21,1,-1.09,2.29,0,0,0,1094,494,0,1,1,0,"B"
"65069701","Berlin","he04_4","loss",1,15,14,1,-3,0,-2.86,3.81,2,1238,1294,1,0,0,0,"A"
"65069701","Berlin","he04_2","gain",2,5,3,0.75,0,0,0,0,0,1349,2950,1,NA,1,NA,"A"
"65069701","Berlin","he04_6inv","loss",3,4,3,1,-1.5,4.5,0,0,0,1089,1518,0,1,1,0,"B"
"65069701","Berlin","he04_5","gain",4,4,3,1,0,0,3,0,0,1652,864,0,1,0,NA,"B"
"65069701","Berlin","he04_2inv","loss",5,2,1,1,0,NA,0,NA,0,1241,865,0,NA,1,NA,"B"
"65069701","Berlin","he04_6","gain",6,2,1,1,0,NA,0,NA,0,1016,692,1,NA,1,NA,"A"
"65069701","Berlin","he04_3","loss",7,4,3,1,-3,0,0,0,0,1126,788,0,1,1,NA,"B"
"65069701","Berlin","he04_1","gain",8,5,4,1,2.67,5.33,3,0,1,999,781,1,0,1,1,"A"
"65069801","Berlin","he04_2","gain",1,11,6,0.6,0,0,0.5,1.5,0,1895,2086,0,1,0,1,"B"
"65069801","Berlin","he04_4","loss",2,20,2,0.11,-3,0,-3.2,2.84,2,1203,1010,1,1,0,0,"A"
"65069801","Berlin","he04_6","gain",3,40,3,0.08,0,0,0.3,0.85,0,1140,620,0,1,0,1,"B"
"65069801","Berlin","he04_1","gain",4,11,1,0.1,3.33,2.67,3,0,1,1181,495,1,1,1,1,"A"
"65069801","Berlin","he04_6inv","loss",5,49,4,0.08,-0.6,1.52,0,0,0,1134,618,0,1,1,0,"B"
"65069801","Berlin","he04_2inv","loss",6,55,2,0.04,-0.94,2,-1.39,3.79,8,1159,446,0,0,1,1,"B"
"65069801","Berlin","he04_3","loss",7,45,2,0.05,-3,0,-2.78,85,2,1144,415,0,1,1,1,"B"
"65069801","Berlin","he04_5","gain",8,6,2,0.4,0,0,3,0,0,1065,372,0,1,0,NA,"B"
"65069901","Berlin","he04_5","gain",1,20,1,0.05,0,0,3,0,0,1134,1106,0,1,0,NA,"B"
"65069901","Berlin","he04_2","gain",2,70,4,0.06,0.9,2.86,1,2.07,9,1125,626,0,1,0,0,"B"
"65069901","Berlin","he04_3","loss",3,57,2,0.04,-3,0,-3.31,98.36,3,1119,579,1,1,0,0,"A"
"65069901","Berlin","he04_4","loss",4,71,2,0.03,-3,0,-3,3.08,10,1168,623,0,NA,1,1,"B"
"65069901","Berlin","he04_6inv","loss",5,50,1,0.02,-0.6,1.6,-2.4,72.86,3,1132,477,1,1,0,0,"A"
"65069901","Berlin","he04_6","gain",6,86,1,0.01,0.48,15.52,0.6,1.52,1,1128,538,0,1,0,0,"B"
"65069901","Berlin","he04_1","gain",7,57,1,0.02,2.29,4.57,3,0,3,1055,554,0,1,0,0,"B"
"65069901","Berlin","he04_2inv","loss",8,40,1,0.03,-0.6,1.52,-0.8,2.69,4,1134,1031,1,1,0,0,"A"
"65070001","Berlin","he04_3","loss",1,4,2,0.67,-3,0,0,0,0,3527,1138,0,1,1,NA,"B"
"65070001","Berlin","he04_2inv","loss",2,3,2,1,0,0,-4,NA,1,6942,2129,1,1,0,NA,"A"
"65070001","Berlin","he04_2","gain",3,20,15,0.79,0.36,1.45,1,2.25,1,1828,924,0,1,0,1,"B"
"65070001","Berlin","he04_6","gain",4,6,4,0.8,0,0,0,0,0,1367,1024,1,NA,1,NA,"A"
"65070001","Berlin","he04_6inv","loss",5,121,112,0.93,-0.64,1.54,-0.49,15.75,1,1078,756,0,1,1,1,"B"
"65070001","Berlin","he04_1","gain",6,50,16,0.33,2.6,3.83,3,0,7,1145,805,0,1,0,0,"B"
"65070001","Berlin","he04_4","loss",7,93,32,0.35,-3,0,-3.07,2.92,10,1140,789,0,0,1,1,"B"
"65070001","Berlin","he04_5","gain",8,47,9,0.2,1.52,48.76,3,0,1,1083,684,1,0,1,1,"A"
"65070101","Berlin","he04_2","gain",1,27,2,0.08,1.07,3.35,1,2.18,4,1159,595,1,1,1,1,"A"
"65070101","Berlin","he04_2inv","loss",2,29,2,0.07,-1.5,2.42,-0.8,2.74,3,1160,708,0,1,1,1,"B"
"65070101","Berlin","he04_3","loss",3,24,1,0.04,-3,0,-1.88,60.24,1,1300,963,0,1,1,1,"B"
"65070101","Berlin","he04_6inv","loss",4,34,2,0.06,-1.07,2.23,0,0,0,1089,591,0,1,1,0,"B"
"65070101","Berlin","he04_5","gain",5,30,1,0.03,0,0,3,0,0,1482,615,0,1,0,NA,"B"
"65070101","Berlin","he04_6","gain",6,35,1,0.03,0,0,1.2,2.31,0,1112,646,0,1,0,1,"B"
"65070101","Berlin","he04_1","gain",7,38,1,0.03,2.88,3.36,3,0,7,1065,600,0,1,0,0,"B"
"65070101","Berlin","he04_4","loss",8,50,1,0.02,-3,0,-3.36,2.24,4,1086,573,0,0,1,1,"B"
"65070201","Berlin","he04_5","gain",1,22,19,0.9,3.2,102.4,3,0,1,1514,1349,0,0,0,0,"B"
"65070201","Berlin","he04_3","loss",2,14,10,0.77,-3,0,-3.56,113.78,1,1148,754,0,0,1,1,"B"
"65070201","Berlin","he04_4","loss",3,27,3,0.12,-3,0,-3.11,3.11,2,1102,576,0,0,1,1,"B"
"65070201","Berlin","he04_6inv","loss",4,36,1,0.03,-1.09,2.18,-2.29,73.14,1,1046,563,0,0,1,1,"B"
"65070201","Berlin","he04_2","gain",5,46,2,0.04,1.39,3.79,0.78,1.81,8,1317,465,0,0,0,0,"B"
"65070201","Berlin","he04_2inv","loss",6,33,2,0.06,-1,2.4,-0.59,2.1,4,1280,482,0,1,1,0,"B"
"65070201","Berlin","he04_1","gain",7,41,3,0.08,2.67,3.81,3,0,5,1051,574,0,1,0,0,"B"
"65070201","Berlin","he04_6","gain",8,41,1,0.02,0,0,1,2.1,0,1000,470,0,1,0,1,"B"
"65070301","Berlin","he04_6inv","loss",1,9,8,1,-0.75,2.25,0,0,0,1056,508,0,1,1,0,"B"
"65070301","Berlin","he04_5","gain",2,8,7,1,0,0,3,0,0,1102,487,0,1,0,NA,"B"
"65070301","Berlin","he04_2","gain",3,22,21,1,0.36,1.45,0.82,1.96,1,1107,399,0,1,0,1,"B"
"65070301","Berlin","he04_1","gain",4,21,19,0.95,2.91,3.49,3,0,3,1019,501,1,0,1,1,"A"
"65070301","Berlin","he04_3","loss",5,19,8,0.44,-3,0,0,0,0,1072,430,0,1,1,NA,"B"
"65070301","Berlin","he04_2inv","loss",6,18,17,1,-0.67,1.75,-0.89,3.11,2,1046,460,1,1,0,0,"A"
"65070301","Berlin","he04_6","gain",7,13,12,1,5.33,170.67,2.14,2.14,1,1099,377,0,0,0,0,"B"
"65070301","Berlin","he04_4","loss",8,24,6,0.26,-3,0,-2.46,4.1,5,1053,869,1,0,0,0,"A"
"65070401","Berlin","he04_5","gain",1,22,2,0.1,8,209.45,3,0,3,2003,1859,1,1,1,1,"A"
"65070401","Berlin","he04_3","loss",2,17,1,0.06,-3,0,-12.8,273.07,4,1257,716,1,1,0,0,"A"
"65070401","Berlin","he04_6","gain",3,29,4,0.14,2,64,1.15,2.31,1,1391,699,0,0,0,0,"B"
"65070401","Berlin","he04_4","loss",4,18,1,0.06,-3,0,-2.8,3.73,3,1472,583,0,1,1,1,"B"
"65070401","Berlin","he04_1","gain",5,20,1,0.05,3.2,2.84,3,0,2,1232,515,1,1,1,1,"A"
"65070401","Berlin","he04_6inv","loss",6,35,2,0.06,-1.2,2.4,0,0,0,1101,531,0,1,1,0,"B"
"65070401","Berlin","he04_2","gain",7,31,2,0.07,0.75,2.6,0.6,1.54,3,1182,698,1,1,1,1,"A"
"65070401","Berlin","he04_2inv","loss",8,22,1,0.05,-1.36,2.45,-1.09,3.49,3,1304,989,0,1,1,1,"B"
"65070501","Berlin","he04_2inv","loss",1,12,1,0.09,-0.5,1.5,-2,4.8,3,1826,1905,1,1,0,0,"A"
"65070501","Berlin","he04_5","gain",2,8,1,0.14,0,0,3,0,0,1500,1171,0,1,0,NA,"B"
"65070501","Berlin","he04_3","loss",3,20,1,0.05,-3,0,0,0,0,1287,1362,0,1,1,NA,"B"
"65070501","Berlin","he04_1","gain",4,9,1,0.12,4,0,3,0,0,1312,956,1,1,1,NA,"A"
"65070501","Berlin","he04_6","gain",5,28,1,0.04,3.2,102.4,1,2.12,1,1214,1172,1,1,1,1,"A"
"65070501","Berlin","he04_6inv","loss",6,27,2,0.08,-1.5,2.5,0,0,0,1333,682,0,1,1,0,"B"
"65070501","Berlin","he04_4","loss",7,32,2,0.06,-3,0,-3.24,2.59,4,1247,1074,0,0,1,1,"B"
"65070501","Berlin","he04_2","gain",8,43,3,0.07,0.67,2.32,0.79,1.84,4,1261,2461,1,0,1,1,"A"
"65070601","Berlin","he04_6","gain",1,10,1,0.11,0,0,1.2,2.7,0,1444,571,0,1,0,1,"B"
"65070601","Berlin","he04_5","gain",2,10,1,0.11,0,0,3,0,0,1204,319,0,1,0,NA,"B"
"65070601","Berlin","he04_2","gain",3,10,1,0.11,0,0,1.2,2.7,0,1261,274,0,1,0,1,"B"
"65070601","Berlin","he04_4","loss",4,10,1,0.11,-3,0,-3.2,3.2,1,1350,394,1,1,0,0,"A"
"65070601","Berlin","he04_2inv","loss",5,10,1,0.11,-0.6,1.8,0,0,0,1193,393,0,1,1,0,"B"
"65070601","Berlin","he04_1","gain",6,10,1,0.11,4,0,3,0,0,1146,295,1,1,1,NA,"A"
"65070601","Berlin","he04_3","loss",7,10,1,0.11,-3,0,0,0,0,1078,267,0,1,1,NA,"B"
"65070601","Berlin","he04_6inv","loss",8,10,1,0.11,-0.6,1.8,0,0,0,1145,305,0,1,1,0,"B"
"65070701","Berlin","he04_5","gain",1,14,3,0.23,4.57,146.29,3,0,1,1497,2953,0,0,0,0,"B"
"65070701","Berlin","he04_2inv","loss",2,44,4,0.09,-0.63,1.58,-1.12,3.36,7,1283,1485,1,1,0,0,"A"
"65070701","Berlin","he04_2","gain",3,26,2,0.08,0.89,3.11,0.35,0.99,2,1421,1047,1,1,1,1,"A"
"65070701","Berlin","he04_6inv","loss",4,40,1,0.03,-0.6,1.52,0,0,0,1434,749,0,1,1,0,"B"
"65070701","Berlin","he04_4","loss",5,28,2,0.07,-3,0,-3,3.2,4,1282,713,0,NA,1,1,"B"
"65070701","Berlin","he04_3","loss",6,36,4,0.11,-3,0,-3.69,108.7,3,1968,586,1,1,0,0,"A"
"65070701","Berlin","he04_6","gain",7,32,1,0.03,1.6,51.2,0.75,1.84,1,1205,546,1,1,1,1,"A"
"65070701","Berlin","he04_1","gain",8,55,1,0.02,3.07,2.96,3,0,7,1205,663,0,0,0,0,"B"
"65070801","Berlin","he04_1","gain",1,16,15,1,3,3.43,3,0,2,1290,666,1,NA,1,1,"A"
"65070801","Berlin","he04_3","loss",2,15,2,0.14,-3,0,-5.33,170.67,1,1293,650,0,0,1,1,"B"
"65070801","Berlin","he04_4","loss",3,43,8,0.19,-3,0,-3.54,1.7,3,1280,555,1,1,0,0,"A"
"65070801","Berlin","he04_2inv","loss",4,41,4,0.1,-0.79,1.84,-0.73,2.49,4,1279,553,0,1,1,1,"B"
"65070801","Berlin","he04_6","gain",5,28,2,0.07,0,0,0.25,0.75,0,1394,619,0,1,0,1,"B"
"65070801","Berlin","he04_2","gain",6,21,1,0.05,2.4,4.27,0.82,1.96,6,1364,488,1,1,1,1,"A"
"65070801","Berlin","he04_5","gain",7,21,2,0.1,0,0,3,0,0,1302,508,0,1,0,NA,"B"
"65070801","Berlin","he04_6inv","loss",8,25,2,0.08,-1,2.14,0,0,0,1370,655,0,1,1,0,"B"
"65070901","Berlin","he04_2inv","loss",1,18,1,0.06,-0.75,1.93,-0.8,2.84,2,1214,1636,1,1,0,0,"A"
"65070901","Berlin","he04_6inv","loss",2,28,2,0.07,-1.25,2.39,0,0,0,1229,2117,0,1,1,0,"B"
"65070901","Berlin","he04_2","gain",3,29,1,0.04,0.63,2.25,0.9,2.1,3,1278,738,0,1,0,0,"B"
"65070901","Berlin","he04_6","gain",4,38,2,0.05,0,0,0.69,1.73,0,1144,631,0,1,0,1,"B"
"65070901","Berlin","he04_3","loss",5,52,2,0.04,-3,0,-3.2,95.34,3,1744,717,1,1,0,0,"A"
"65070901","Berlin","he04_5","gain",6,70,2,0.03,4,114.87,3,0,5,1106,553,0,0,0,0,"B"
"65070901","Berlin","he04_4","loss",7,72,2,0.03,-3,0,-3.2,2.63,8,1958,573,0,0,1,1,"B"
"65070901","Berlin","he04_1","gain",8,71,2,0.03,3.2,2.61,3,0,10,1315,545,0,0,0,0,"B"
"65071001","Berlin","he04_4","loss",1,48,43,0.91,-3,0,-2.67,3.71,8,1788,992,0,1,1,1,"B"
"65071001","Berlin","he04_2","gain",2,75,73,0.99,1.16,3.38,0.24,0.69,11,2080,1230,1,1,1,1,"A"
"65071001","Berlin","he04_1","gain",3,12,11,1,4,0,3,0,0,1730,682,1,1,1,NA,"A"
"65071001","Berlin","he04_3","loss",4,8,7,1,-3,0,0,0,0,1372,423,0,1,1,NA,"B"
"65071001","Berlin","he04_6inv","loss",5,34,33,1,-1.06,2.18,-1.88,60.24,1,1138,332,0,0,1,1,"B"
"65071001","Berlin","he04_6","gain",6,15,14,1,0,0,0.75,1.93,0,1192,549,1,0,1,0,"A"
"65071001","Berlin","he04_5","gain",7,4,3,1,0,0,3,0,0,1206,421,0,1,0,NA,"B"
"65071001","Berlin","he04_2inv","loss",8,11,10,1,-1,2.4,0,0,0,937,532,0,1,1,0,"B"
"65071101","Berlin","he04_6","gain",1,57,14,0.25,2.21,68.1,0.75,1.75,2,1086,1223,1,1,1,1,"A"
"65071101","Berlin","he04_2","gain",2,32,1,0.03,0.53,1.98,0.88,1.99,2,1121,1419,1,0,1,0,"A"
"65071101","Berlin","he04_5","gain",3,44,4,0.09,1.52,48.76,3,0,1,1088,1184,0,1,0,0,"B"
"65071101","Berlin","he04_2inv","loss",4,42,4,0.1,-1.12,2.25,-1.08,3.27,7,1030,1693,0,1,1,1,"B"
"65071101","Berlin","he04_6inv","loss",5,42,3,0.07,-0.58,1.45,-2,64,1,1103,597,1,1,0,0,"A"
"65071101","Berlin","he04_1","gain",6,18,1,0.06,3,3.43,3,0,2,1103,515,1,NA,1,1,"A"
"65071101","Berlin","he04_3","loss",7,33,1,0.03,-3,0,-3.05,92.65,2,1108,490,0,0,1,1,"B"
"65071101","Berlin","he04_4","loss",8,21,1,0.05,-3,0,-3.6,1.6,1,1081,755,0,0,1,1,"B"
"65071201","Berlin","he04_4","loss",1,25,2,0.08,-3,0,-3.11,3.11,2,1177,1012,1,1,0,0,"A"
"65071201","Berlin","he04_5","gain",2,20,1,0.05,0,0,3,0,0,1170,852,0,1,0,NA,"B"
"65071201","Berlin","he04_6inv","loss",3,20,1,0.05,-0.6,1.6,0,0,0,1196,493,0,1,1,0,"B"
"65071201","Berlin","he04_2inv","loss",4,53,2,0.04,-1.06,2.13,-1.27,3.64,7,1245,538,1,1,0,0,"A"
"65071201","Berlin","he04_1","gain",5,28,1,0.04,3.14,2.9,3,0,3,1167,584,0,0,0,0,"B"
"65071201","Berlin","he04_3","loss",6,31,2,0.07,-3,0,0,0,0,1177,651,0,1,1,NA,"B"
"65071201","Berlin","he04_6","gain",7,26,2,0.08,0,0,1.29,2.37,0,1297,651,0,1,0,1,"B"
"65071201","Berlin","he04_2","gain",8,51,2,0.04,1,3.13,1,2.08,6,1254,580,0,NA,0,0,"B"
"65071301","Berlin","he04_2","gain",1,5,3,0.75,0,0,0,0,0,1654,3712,0,NA,0,NA,"B"
"65071301","Berlin","he04_6","gain",2,18,13,0.76,0,0,0.33,1,0,1294,4862,0,1,0,1,"B"
"65071301","Berlin","he04_6inv","loss",3,26,25,1,-0.92,2.08,-2.46,78.77,1,1214,730,1,1,0,0,"A"
"65071301","Berlin","he04_3","loss",4,24,23,1,-3,0,-5.33,155.15,2,1335,565,0,0,1,1,"B"
"65071301","Berlin","he04_5","gain",5,2,1,1,32,NA,3,NA,1,3238,1228,1,1,1,NA,"A"
"65071301","Berlin","he04_2inv","loss",6,4,3,1,-1.5,4.5,0,0,0,1260,500,0,1,1,0,"B"
"65071301","Berlin","he04_1","gain",7,16,15,1,3,3.43,3,0,2,1302,1677,1,NA,1,1,"A"
"65071301","Berlin","he04_4","loss",8,42,41,1,-3,0,-3.62,1.45,2,1180,420,1,1,0,0,"A"
"65071401","Berlin","he04_6inv","loss",1,4,2,0.67,0,0,0,NA,0,1124,1236,1,NA,0,NA,"A"
"65071401","Berlin","he04_4","loss",2,9,7,0.88,-3,0,-2,5.33,2,1088,2516,1,0,0,0,"A"
"65071401","Berlin","he04_5","gain",3,15,3,0.21,7.11,199.11,3,0,2,1120,1117,0,0,0,0,"B"
"65071401","Berlin","he04_3","loss",4,8,1,0.14,-3,0,-12.8,307.2,2,1181,867,1,1,0,0,"A"
"65071401","Berlin","he04_2inv","loss",5,17,1,0.06,0,0,-0.8,2.84,2,976,372,1,1,0,0,"A"
"65071401","Berlin","he04_1","gain",6,13,1,0.08,1.33,4.27,3,0,4,1018,523,1,0,1,1,"A"
"65071401","Berlin","he04_6","gain",7,13,1,0.08,0,0,0,0,0,1049,546,1,NA,1,NA,"A"
"65071401","Berlin","he04_2","gain",8,12,2,0.18,0,0,2.14,2.14,0,1001,934,0,1,0,1,"B"
"65071501","Berlin","he04_6inv","loss",1,33,2,0.06,-1.17,2.26,0,0,0,1114,525,0,1,1,0,"B"
"65071501","Berlin","he04_6","gain",2,20,1,0.05,0,0,1.09,2.29,0,1184,541,0,1,0,1,"B"
"65071501","Berlin","he04_1","gain",3,17,1,0.06,4,0,3,0,0,1139,291,1,1,1,NA,"A"
"65071501","Berlin","he04_3","loss",4,26,2,0.08,-3,0,-7.38,196.92,3,1141,4095,0,0,1,1,"B"
"65071501","Berlin","he04_2inv","loss",5,19,2,0.11,-0.23,0.69,-2,4.8,3,1088,304,1,1,0,0,"A"
"65071501","Berlin","he04_2","gain",6,22,1,0.05,0.33,1.33,0.3,0.9,1,1076,270,1,1,1,1,"A"
"65071501","Berlin","he04_5","gain",7,22,2,0.1,0,0,3,0,0,1140,678,0,1,0,NA,"B"
"65071501","Berlin","he04_4","loss",8,30,1,0.03,-3,0,-3.6,1.52,2,1142,360,1,1,0,0,"A"
"65071601","Berlin","he04_6","gain",1,22,2,0.1,0,0,1.25,2.39,0,1128,738,0,1,0,1,"B"
"65071601","Berlin","he04_1","gain",2,35,2,0.06,3.48,1.9,3,0,3,1107,707,0,0,0,0,"B"
"65071601","Berlin","he04_6inv","loss",3,24,1,0.04,-1.29,2.57,0,0,0,1133,637,0,1,1,0,"B"
"65071601","Berlin","he04_2inv","loss",4,46,2,0.04,-0.95,2.05,-0.83,2.75,5,1163,613,1,0,0,0,"A"
"65071601","Berlin","he04_2","gain",5,39,3,0.08,1,3.16,0.95,2.05,5,1253,2816,1,1,1,1,"A"
"65071601","Berlin","he04_5","gain",6,27,1,0.04,0,0,3,0,0,1145,613,0,1,0,NA,"B"
"65071601","Berlin","he04_4","loss",7,28,1,0.04,-3,0,-3.56,1.67,2,1124,967,0,0,1,1,"B"
"65071601","Berlin","he04_3","loss",8,18,1,0.06,-3,0,-5.33,170.67,1,1221,564,1,1,0,0,"A"
"65071701","Berlin","he04_4","loss",1,2,1,1,-3,NA,-4,NA,0,4158,1757,1,1,0,NA,"A"
"65071701","Berlin","he04_6inv","loss",2,8,5,0.71,0,0,0,0,0,1369,775,0,NA,1,NA,"B"
"65071701","Berlin","he04_3","loss",3,2,1,1,-3,NA,0,NA,0,1182,1174,0,1,1,NA,"B"
"65071701","Berlin","he04_2","gain",4,4,3,1,2,8,0,0,1,2375,652,1,1,1,1,"A"
"65071701","Berlin","he04_1","gain",5,16,8,0.53,3.11,3.11,3,0,2,1354,523,0,0,0,0,"B"
"65071701","Berlin","he04_2inv","loss",6,12,1,0.09,-0.43,1.29,0,0,0,977,448,0,1,1,0,"B"
"65071701","Berlin","he04_6","gain",7,17,1,0.06,0,0,1,2.4,0,994,495,0,1,0,1,"B"
"65071701","Berlin","he04_5","gain",8,12,1,0.09,0,0,3,0,0,1068,378,0,1,0,NA,"B"
"65071801","Berlin","he04_5","gain",1,12,1,0.09,0,0,3,0,0,1164,1123,0,1,0,NA,"B"
"65071801","Berlin","he04_3","loss",2,9,1,0.12,-3,0,0,0,0,1257,565,0,1,1,NA,"B"
"65071801","Berlin","he04_4","loss",3,17,2,0.12,-3,0,-3.33,2.67,1,1260,518,0,0,1,1,"B"
"65071801","Berlin","he04_1","gain",4,12,1,0.09,2.86,3.81,3,0,2,1606,509,0,1,0,0,"B"
"65071801","Berlin","he04_2inv","loss",5,22,2,0.1,-1.71,2.57,-0.8,2.74,3,1366,1781,0,1,1,1,"B"
"65071801","Berlin","he04_2","gain",6,26,2,0.08,1.54,4.1,0,0,5,1180,516,1,1,1,1,"A"
"65071801","Berlin","he04_6inv","loss",7,15,1,0.07,-1.71,2.57,0,0,0,1151,488,0,1,1,0,"B"
"65071801","Berlin","he04_6","gain",8,19,1,0.06,0,0,0.67,1.75,0,1208,461,0,1,0,1,"B"
"65071901","Berlin","he04_4","loss",1,41,27,0.68,-3,0,-3.2,2.67,5,1520,1060,1,1,0,0,"A"
"65071901","Berlin","he04_3","loss",2,13,12,1,-3,0,-4.57,146.29,1,1236,802,0,0,1,1,"B"
"65071901","Berlin","he04_6","gain",3,31,5,0.17,3.37,101.8,1,2.18,2,1244,1695,0,0,0,0,"B"
"65071901","Berlin","he04_2inv","loss",4,41,26,0.65,-0.63,1.58,-0.91,2.94,5,1183,777,0,0,1,1,"B"
"65071901","Berlin","he04_1","gain",5,15,10,0.71,4,0,3,0,0,1091,722,1,1,1,NA,"A"
"65071901","Berlin","he04_5","gain",6,20,19,1,3.2,102.4,3,0,1,1150,784,0,0,0,0,"B"
"65071901","Berlin","he04_6inv","loss",7,12,6,0.55,-1,3,0,0,0,1001,585,0,1,1,0,"B"
