bibkey,paper,task,subject,choice,r,gender,age,country,soep,dogamble,doinvest,dohealth,doall,treatment,city,longitude,latitude
Frey2017,Frey et al Science Advances 2017,BART,68047401,57.47,0.814830568552389,0,22,Switzerland,3,1.75,1.5,3.125,3.375,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68047501,59.08,0.8572257690075449,1,22,Switzerland,8,1,1.5,1.75,2.833333333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68047601,45.72,0.5556635877491493,1,24,Switzerland,6,1,2.25,2.25,3.1875,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68047701,33.59,0.3557885817180384,1,22,Switzerland,6,1,1,2,2.604166666666667,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68047901,56.88,0.7997750281214848,1,26,Switzerland,4,1.25,2.25,2.25,3.2291666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68048001,32.61,0.34185973372470907,0,21,Switzerland,7,1.5,1.5,2.625,3.1875,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68048101,47.22,0.5845506313443921,1,22,Switzerland,3,1,2,2.375,3.1458333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68048201,35.45,0.38303619665045924,1,22,Switzerland,7,1.5,1,3.125,3.7708333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68048301,29.88,0.3045250713412148,1,23,Switzerland,3,1,1.25,2,2.854166666666667,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68048401,44.12,0.5259895088221268,1,24,Switzerland,7,1,1,1.875,3.0416666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68048501,24.44,0.23599845500193126,0,24,Switzerland,6,2,3.25,2.625,4.125,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68048601,56,0.7777777777777778,1,33,Switzerland,4,1,1,2.5,2.604166666666667,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68048701,54.72,0.7467248908296943,1,28,Switzerland,7,1.25,1.25,1.875,3.125,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68048801,45.88,0.5586945932781295,1,25,Switzerland,5,1,2.5,1.5,3.1041666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68049001,34.09,0.3630071344904697,1,29,Switzerland,3,1,2.25,2.125,3.1458333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68049101,37.71,0.4176542252741168,0,26,Switzerland,5,1,1,3.875,3.3125,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68049201,50,0.6410256410256411,0,26,Switzerland,8,1.25,1.25,3.75,3.8125,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68049301,51.47,0.672546713707043,1,22,Switzerland,7,1,1,3.625,3,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68049401,48.39,0.6078382112799899,1,22,Switzerland,3,1,1.25,2.5,3.4583333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68049501,29.95,0.30545639979602246,0,24,Switzerland,7,1.25,1.75,2.875,3.25,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68049701,26.09,0.25601020508291633,1,25,Switzerland,2,1,1.25,1.625,2.583333333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68049801,46.78,0.5759665107116474,1,21,Switzerland,3,1,1,2.375,2.75,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68049901,35.43,0.38273738792265316,0,21,Switzerland,3,1,3.75,2.875,3.4583333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68050001,34.5,0.3689839572192513,1,25,Switzerland,3,1,1,3.125,3.5833333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68050101,66.67,1.0870699494537748,0,24,Switzerland,2,1,1,3.125,3.0833333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68050201,26.35,0.25922282341367436,1,24,Switzerland,7,1,1,1.875,2.645833333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68050301,37.68,0.4171833480956599,1,23,Switzerland,5,1,1,1.375,2.875,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68050401,31.57,0.32738774240381624,1,33,Switzerland,3,1,1.5,2.625,3.1041666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68050501,52.94,0.7053024247268851,1,28,Switzerland,8,2,1,3,3.625,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68050601,45.05,0.5430982519590114,0,26,Switzerland,4,2,2.5,2.375,3.5833333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68050701,23.17,0.22102451588285799,0,26,Switzerland,6,1,2,2.25,3.0416666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68050801,40.14,0.45686319144092874,0,24,Switzerland,4,1,1,2.125,3.1875,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68050901,41.29,0.47618498443086144,1,24,Switzerland,7,1,1,4,3.6041666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68051101,29.04,0.29345189975747776,1,22,Switzerland,7,1,2.25,2.75,3.5208333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68051301,26,0.2549019607843137,1,22,Switzerland,3,1,1,2,2.75,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,BART,68051401,66.15,1.0695230396119646,0,29,Switzerland,4,1.5,3,2.25,3.4166666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64000401,7,1.471148682325147,1,26,Switzerland,6,1,1,3.5,3.4583333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64004701,6,0.9392395315226167,0,24,Switzerland,2,1,1.75,3.625,3.3958333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64006401,2,9.835729561746276e-4,1,24,Switzerland,7,1,1,3.875,3.4583333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64006901,5,0.8433945492142811,1,29,Switzerland,2,1.25,2.75,2.875,3.375,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64007901,3,0.09013740808935836,0,24,Switzerland,4,1,3,2.5,3.3333333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64008701,5,0.8215382437827066,0,30,Switzerland,3,1.75,2.25,1.625,3,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64015601,3,0.24128931034589188,1,25,Switzerland,6,1,1.75,1.75,2.75,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64016901,2,-0.07929478602483869,0,27,Switzerland,8,2.5,3.5,2.5,3.8958333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64018301,6,1.0340693573700264,1,25,Switzerland,1,1,2,1.625,2.833333333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64020501,1,-0.37,1,27,Switzerland,4,1,1,2.25,3.375,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64021901,5,0.654586454713717,1,25,Switzerland,3,1,1,1.75,3.0208333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64022901,3,0.18100664518075066,1,23,Switzerland,5,1,1,2.125,3.125,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64025601,1,-0.37,0,27,Switzerland,6,1.25,1.75,3,3.4791666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64026901,0,-0.37,1,29,Switzerland,3,1,1.5,2.375,2.875,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64027801,3,0.14394775994820522,1,24,Switzerland,8,1,1,2.5,3.1041666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64029901,4,0.542215595699381,1,33,Switzerland,1,1,1,2,2.666666666666667,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64031301,3,0.0490998413763009,1,24,Switzerland,5,1,1.75,1.125,2.625,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64036201,5,0.6606694962643087,0,26,Switzerland,7,4.25,3.5,3.125,4.583333333333334,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64036701,2,-0.24433827416971324,0,29,Switzerland,7,1,1,2.25,2.770833333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64037701,3,0.2941617662319914,0,28,Switzerland,7,1,2.75,2.75,3.4791666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64039601,3,0.040792986794840544,0,23,Switzerland,6,1.25,1.5,2.5,2.979166666666667,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64046301,2,-0.28851964965462684,0,23,Switzerland,6,2,3,2.5,3.6041666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64047801,5,0.59889313895255325,1,24,Switzerland,1,1,1,1.75,2.458333333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64049701,5,0.7783954498684034,1,24,Switzerland,9,1,1,3.25,3.625,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64051301,2,-0.08566891372203828,1,25,Switzerland,7,1,2.25,2.75,3.2291666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64051501,6,0.9677435859804973,1,28,Switzerland,5,1,1,2.875,3.1666666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64052901,3,0.06438297901768238,1,31,Switzerland,2,1.5,1.25,1.625,2.6875,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64053701,5,0.8027057536272332,1,23,Switzerland,4,1,1.5,2.5,3.125,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64056701,2,-0.071164779253304,0,23,Switzerland,7,1,1.5,3.875,3.4583333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64057101,2,-0.008171011768281444,1,25,Switzerland,6,1,2,1.875,2.916666666666667,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64057201,6,0.9131727156694978,1,25,Switzerland,2,2.75,2.75,2.375,3.8333333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64057901,3,0.06498729230370373,1,22,Switzerland,2,1,1,2.625,2.791666666666667,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64058101,3,0.2247050456912257,1,33,Switzerland,2,1.25,1.25,2,2.604166666666667,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64058701,2,-0.11533083625137802,1,28,Switzerland,5,1,1,2.125,3.0416666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64059001,5,0.6734509916417301,1,30,Switzerland,6,1.75,2,1.875,3.3541666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64060701,5,0.6065426986059174,0,33,Switzerland,7,1.25,1,3.25,3.2291666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64061701,2,-0.02864335643127558,0,24,Switzerland,7,2.25,1.25,3.625,3.4583333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64063501,4,0.42752505391137674,0,23,Switzerland,7,1,2,4.25,3.9791666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64063601,3,0.31224539449671285,1,24,Switzerland,3,1,1.75,1.625,2.75,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64066601,3,0.05641599844908342,1,27,Switzerland,8,1.75,2.75,3.625,3.9375,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64067701,2,0.011085238605737735,1,26,Switzerland,7,1.25,1,2.875,3.2708333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64068201,3,0.2401844878867269,1,25,Switzerland,2,1.25,1,2.875,3.2291666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64069001,3,0.07131846541771666,1,26,Switzerland,4,1,3.5,1.625,3.2083333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64069401,3,0.27857834673253823,1,24,Switzerland,6,1,2.25,2.5,3.2291666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64069501,4,0.5325965988263488,1,22,Switzerland,6,1,1.75,3.125,3.1458333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64070201,0,-0.37,1,27,Switzerland,6,1,1,2.125,2.729166666666667,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64070601,1,-0.37,1,24,Switzerland,2,1,1,1.75,2.6875,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64071401,2,-0.0270970049127936,1,33,Switzerland,2,1,1,2.125,2.75,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64072701,5,0.8352720233798027,0,33,Switzerland,8,1.25,2.75,4.625,4.166666666666666,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64072901,3,0.3004370587226004,0,25,Switzerland,3,1,1,3,3.7083333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64073001,3,0.2734548010164872,1,28,Switzerland,7,1.75,1,2.75,3.375,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64073201,7,1.2907119279447943,1,25,Switzerland,5,1,1.5,2.625,3.2291666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64073501,4,0.438352600291837,0,28,Switzerland,7,1,2.25,2.625,3.5208333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64075801,4,0.35969620825489984,1,26,Switzerland,6,1,3,1.875,3.4583333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64076301,4,0.45477049950975923,1,26,Switzerland,6,1,1,1.625,2.75,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64079401,5,0.6219352894416079,0,24,Switzerland,4,1.75,1.5,3.625,3.4583333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64079601,3,0.11738299056887627,0,25,Switzerland,7,1.25,1.75,3.375,3.7916666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64079801,6,1.113278462132439,0,22,Switzerland,8,1.75,2.5,4.5,4.354166666666666,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64080101,3,0.14011511189863085,0,25,Switzerland,5,1,2.75,2.875,3.6041666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64081701,5,0.7682479074830189,0,27,Switzerland,7,1.75,3.25,2.625,4.020833333333334,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64082001,4,0.3555738239060156,1,22,Switzerland,6,1,1,2.875,3.125,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64083001,1,-0.37,1,25,Switzerland,4,1,1.25,2.75,3.0625,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64083901,2,-0.03777016902342434,0,24,Switzerland,4,1.25,1,3.25,3.2708333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64085501,2,0.015210833512246613,0,33,Switzerland,6,1,1,2.875,3.7291666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64086301,3,0.08522867690073327,1,24,Switzerland,3,2,2.25,2.5,3.5,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64088601,1,-0.37,1,27,Switzerland,6,1.25,2,2.75,3.2708333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64089401,4,0.32017656015930696,1,25,Switzerland,6,1.5,2,3.625,3.5833333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64089701,4,0.35906397313810884,1,23,Switzerland,7,1,1,1.625,2.375,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64090101,5,0.7663507121428847,1,28,Switzerland,6,2.5,2.5,2.625,3.5416666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64090301,5,0.8424399800645187,0,34,Switzerland,4,1,4.25,1.625,3.5625,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64090901,5,0.6689070237288252,0,24,Switzerland,7,2.25,1.25,2.875,3.25,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64092901,3,0.12913706210209058,0,28,Switzerland,1,1,1.5,2,2.645833333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64093501,3,0.1343299432611093,1,24,Switzerland,2,1,1,1.625,2.75,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64094201,2,-0.15652650881558655,0,29,Switzerland,6,2.25,3,2.875,3.5833333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64096601,4,0.5250756332837045,1,26,Switzerland,3,1,2.75,2.5,3.2291666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64098201,1,-0.37,1,29,Switzerland,4,1,1,2.375,3,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64099201,2,-0.12560219027101993,1,22,Switzerland,3,1,1.25,2.125,2.458333333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64100101,3,0.2750124708027579,1,26,Switzerland,1,1,1,2.125,2.833333333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64100701,4,0.3532849182211794,1,25,Switzerland,3,1,1.25,2,2.854166666666667,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64101101,4,0.500329860872589,1,21,Switzerland,6,1.25,1.75,3.625,3.3541666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64102101,4,0.37416751523502173,1,21,Switzerland,4,1,1,2.5,3.2291666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64102801,3,0.12741958962054922,1,22,Switzerland,7,1.25,2.75,2.375,3.4375,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64103301,5,0.81006230678875,1,22,Switzerland,4,1,2.25,2.5,3.0208333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64103801,4,0.5405440664687193,0,21,Switzerland,4,1,1.75,2.75,3.375,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64104501,5,0.8055115349963307,1,22,Switzerland,6,2,2,2.875,3.5208333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64104601,3,0.049578494983725255,1,30,Switzerland,4,1,1,2,2.583333333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64105101,5,0.8283318841224536,1,21,Switzerland,7,1,2.25,2.875,3.2916666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64109601,1,-0.37,1,23,Switzerland,2,1,1,2.375,2.770833333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64110701,5,0.7043121518241241,1,27,Switzerland,7,2.75,1,3.125,4,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64111001,3,0.27031248738989233,1,22,Switzerland,3,2,2.75,2.625,3.5208333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64111201,5,0.6895360423298552,0,22,Switzerland,7,3,3.5,2.875,3.9583333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64112901,3,0.2653724207705819,1,24,Switzerland,5,1.25,2,2.625,3.875,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64113001,4,0.48607027712045237,0,28,Switzerland,5,1.5,2.25,2,3.3125,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64114801,2,-0.34687958674505354,1,23,Switzerland,5,1.5,1,1.875,2.854166666666667,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64115101,3,0.21206152394879613,1,22,Switzerland,4,1,1.25,2.375,2.875,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64115601,2,-0.1911690011434257,1,24,Switzerland,3,1,1,2.375,2.770833333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64116101,3,0.1540235294867307,1,22,Switzerland,7,1.5,3,2.625,3.7291666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64116201,3,0.16081003611441702,1,23,Switzerland,7,1,1,1.875,2.833333333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64116301,0,-0.37,1,21,Switzerland,4,1,1,2.875,3,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64116901,2,-0.029800365753471836,1,22,Switzerland,6,1.5,3.75,3.875,4.354166666666666,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64117601,5,0.7217172010848298,0,23,Switzerland,4,2,2,2.5,3.2708333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64118001,2,-0.1552324374951422,1,22,Switzerland,7,1,1.25,1.75,2.645833333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64118401,1,-0.37,1,24,Switzerland,6,1,1,2.75,3.0833333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64118601,1,-0.37,0,22,Switzerland,3,1.5,2.25,1.75,3.0625,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64120001,0,-0.37,0,34,Switzerland,5,1,3,1.625,3.3541666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64120201,5,0.7101497760834172,1,21,Switzerland,2,1,1,1.875,2.666666666666667,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64121601,0,-0.37,0,28,Switzerland,8,2.25,1,1.375,3.0416666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64124501,3,0.27458341533783825,1,25,Switzerland,3,1,1.25,1.75,2.9375,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64125001,4,0.553981814191211,1,22,Switzerland,7,1,2.75,3.5,3.6458333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64125601,3,0.3093471050006338,1,24,Switzerland,4,1.25,1.75,1.875,2.9375,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64126601,3,0.13407150990329686,1,31,Switzerland,8,1,1,2.625,3.4583333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64126701,3,0.03045874507399276,1,25,Switzerland,5,1,1,2.875,3,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64127001,5,0.7007631618482992,1,22,Switzerland,2,2,1,2.75,3.4375,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64127201,2,-0.0748259417526424,1,27,Switzerland,6,1,2.75,2.25,3.3541666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64127301,3,0.14140968526713552,0,27,Switzerland,4,1,1,2,2.8125,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64129001,6,1.1102282682200892,1,22,Switzerland,7,1,1.5,1.5,2.6875,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64129201,3,0.14066433678381146,1,22,Switzerland,10,4.25,1.5,3.75,4.6875,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64129701,2,-0.1746131030656397,1,24,Switzerland,2,1,1,2.375,2.645833333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64130101,3,0.04797283310675994,1,28,Switzerland,5,1,1.5,2.25,3.1875,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64130201,3,0.12892469621961938,1,26,Switzerland,4,1,1.5,2.375,3.2916666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64131001,4,0.5249920761655085,1,20,Switzerland,7,1,1,2.75,2.958333333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64131501,3,0.03975978590082377,1,30,Switzerland,8,1,1.75,2.625,3.3333333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64134301,5,0.7284229302452877,0,28,Switzerland,8,2.25,1,3,3.1666666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64136701,2,-0.18832507802173493,1,21,Switzerland,8,3.25,2.75,2.25,3.6666666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64136801,4,0.47925326634431253,1,26,Switzerland,6,1.25,1.25,2,3.1041666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64137401,2,-0.1946860894374549,1,25,Switzerland,3,1,2.25,2.375,3.0625,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64138101,3,0.14523759645642714,1,21,Switzerland,8,1,1,2.75,3.1458333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64138301,2,-0.33915357522666456,1,21,Switzerland,7,1,1.25,2.375,3.1041666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64139201,4,0.5291662357817404,1,21,Switzerland,2,1,1,3.75,3.4166666666666665,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64139301,5,0.770936574516818,0,23,Switzerland,6,1,1.75,3,3.1875,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64139401,1,-0.37,0,28,Switzerland,4,1.25,1.5,2.875,3.2083333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64141301,4,0.49318125588819384,1,21,Switzerland,3,1,1,3,2.770833333333333,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64141701,2,-0.11712014449760316,0,30,Switzerland,6,1.5,1.25,2.5,3.2708333333333335,,Basel,7.588576,47.449601
Frey2017,Frey et al Science Advances 2017,HL,64142601,2,-0.008549461681395754,0,22,Switzerland,5,1,1.75,3.125,3.5416666666666665,,Basel,7.588576,47.449601
